 	SD_GA_percent	SD_GA_count
MSMEG_4778	0.5714	6
MSMEG_4780	0.6429	7
MSMEG_4781	0.6429	5
MSMEG_4782	0.7143	6
MSMEG_4783	0.5714	4
MSMEG_4785	0.7857	7
MSMEG_4786	0.6429	6
MSMEG_4787	0.5714	5
MSMEG_4788	0.6429	5
MSMEG_4789	0.4286	1
MSMEG_4790	0.5	5
MSMEG_4792	0.8571	9
MSMEG_4793	0.5714	5
MSMEG_4794	0.7857	8
MSMEG_4795	0.6429	4
MSMEG_4796	0.5	3
MSMEG_4798	0.7857	7
MSMEG_4799	0.5714	3
MSMEG_4801	0.6429	6
MSMEG_4802	0.7857	7
MSMEG_4803	0.7857	8
MSMEG_4805	0.5714	5
MSMEG_4806	0.7143	6
MSMEG_4808	0.4286	2
MSMEG_4809	0.5714	4
MSMEG_4810	0.6429	5
MSMEG_4812	0.6429	6
MSMEG_4813	0.6429	5
MSMEG_4814	0.4286	3
MSMEG_4815	0.7143	7
MSMEG_4816	0.8571	9
MSMEG_4817	0.5	2
MSMEG_4818	0.7857	9
MSMEG_4819	0.6429	4
MSMEG_4820	0.6429	6
MSMEG_4821	0.7143	7
MSMEG_4822	0.5	4
MSMEG_4823	0.5714	5
MSMEG_4824	0.6429	5
MSMEG_4826	0.7857	9
MSMEG_4827	0.7857	7
MSMEG_4828	0.5	4
MSMEG_4830	0.5714	5
MSMEG_4832	0.7143	7
MSMEG_4833	0.7143	7
MSMEG_4834	0.5714	2
MSMEG_4836	0.8571	10
MSMEG_4837	0.7857	8
MSMEG_4838	0.6429	5
MSMEG_4840	0.8571	9
MSMEG_4841	0.7143	7
MSMEG_4842	0.6429	4
MSMEG_4843	0.4286	4
MSMEG_4844	0.6429	6
MSMEG_4845	0.7143	7
MSMEG_4846	0.5714	6
MSMEG_4848	0.5	4
MSMEG_4850	0.5714	4
MSMEG_4851	0.5714	4
MSMEG_4852	0.7143	6
MSMEG_4853	0.4286	3
MSMEG_4854	0.5	5
MSMEG_4855	0.5714	5
MSMEG_4856	0.7143	6
MSMEG_4857	0.7857	8
MSMEG_4858	0.4286	3
MSMEG_4859	0.5714	7
MSMEG_4860	0.6429	4
MSMEG_4861	0.5	2
MSMEG_4862	0.5714	4
MSMEG_4863	0.8571	10
MSMEG_4864	0.6429	4
MSMEG_4865	0.3571	1
MSMEG_4866	0.6429	5
MSMEG_4867	0.7857	9
MSMEG_4869	0.7857	8
MSMEG_4870	0.5714	5
MSMEG_4871	0.7857	8
MSMEG_4872	0.5	2
MSMEG_4873	0.5	3
MSMEG_4874	0.5	5
MSMEG_4875	0.7143	7
MSMEG_4876	0.7143	6
MSMEG_4877	0.5	4
MSMEG_4878	0.7143	6
MSMEG_4879	0.7857	8
MSMEG_4881	0.5714	3
MSMEG_4882	0.6429	7
MSMEG_4883	0.7143	6
MSMEG_4884	0.7143	7
MSMEG_4885	0.4286	2
MSMEG_4886	0.5	2
MSMEG_4888	0.5	2
MSMEG_4889	0.7143	8
MSMEG_4890	0.6429	5
MSMEG_4892	0.4286	2
MSMEG_4894	0.5	4
MSMEG_4895	0.5714	6
MSMEG_4898	0.5714	3
MSMEG_4899	0.5	5
MSMEG_4900	0.7857	8
MSMEG_4903	0.5714	4
MSMEG_4905	0.8571	9
MSMEG_4908	0.8571	10
MSMEG_4909	0.5714	4
MSMEG_4912	0.6429	5
MSMEG_4913	0.6429	5
MSMEG_4914	0.5714	4
MSMEG_4918	0.7857	9
MSMEG_4919	0.5714	5
MSMEG_4925	0.5	2
MSMEG_4928	0.2857	0
MSMEG_4936	0.8571	10
MSMEG_4937	0.7143	7
MSMEG_4940	0.3571	2
MSMEG_4942	0.5714	4
MSMEG_4944	0.4286	1
MSMEG_4947	0.5	2
MSMEG_4948	0.5714	5
MSMEG_4949	0.2857	2
MSMEG_4950	0.7857	8
MSMEG_4952	0.4286	3
MSMEG_4955	0.5714	5
MSMEG_4957	0.5	2
MSMEG_4962	0.8571	9
MSMEG_4963	0.6429	6
MSMEG_4964	0.5	3
MSMEG_4965	0.7857	8
MSMEG_4966	0.5714	4
MSMEG_4968	0.4286	2
MSMEG_4969	0.5714	3
MSMEG_4970	0.6429	7
MSMEG_4972	0.4286	2
MSMEG_4975	0.5714	5
MSMEG_4978	0.5714	5
MSMEG_4981	0.5714	3
MSMEG_4982	0.7857	9
MSMEG_4983	0.4286	2
MSMEG_4984	0.4286	2
MSMEG_4986	0.7143	7
MSMEG_4987	0.7143	7
MSMEG_4988	0.6429	5
MSMEG_4992	0.3571	1
MSMEG_4994	0.6429	7
MSMEG_4996	0.6429	6
MSMEG_4997	0.7143	7
MSMEG_5001	0.5714	4
MSMEG_5002	0.7143	7
MSMEG_5003	0.7143	5
MSMEG_5005	0.4286	3
MSMEG_5006	0.5	2
MSMEG_5009	0.6429	5
MSMEG_5014	0.7857	9
MSMEG_5015	0.7143	6
MSMEG_5017	0.6429	3
MSMEG_5018	0.5	2
MSMEG_5019	0.5	1
MSMEG_5020	0.7857	7
MSMEG_5023	0.6429	5
MSMEG_5024	0.5714	5
MSMEG_5026	0.3571	1
MSMEG_5027	0.5714	4
MSMEG_5031	0.4286	2
MSMEG_5032	0.5714	4
MSMEG_5034	0.5	3
MSMEG_5035	0.7143	6
MSMEG_5036	0.4286	3
MSMEG_5040	0.4286	3
MSMEG_5041	0.5714	5
MSMEG_5045	0.4286	3
MSMEG_5046	0.2857	1
MSMEG_5058	0.7857	8
MSMEG_5063	0.5714	4
MSMEG_5065	0.2143	1
MSMEG_5066	0.5714	5
MSMEG_5068	0.5	3
MSMEG_5069	0.6429	6
MSMEG_5071	0.7143	8
MSMEG_5074	0.5	2
MSMEG_5075	0.6429	7
MSMEG_5076	0.5714	5
MSMEG_5077	0.6429	7
MSMEG_5082	0.8571	10
MSMEG_5084	0.6429	6
MSMEG_5087	0.5	2
MSMEG_5092	0.5	3
MSMEG_5093	0.8571	10
MSMEG_5094	0.5	5
MSMEG_5095	0.4286	2
MSMEG_5097	0.3571	3
MSMEG_5098	0.5714	3
MSMEG_5099	0.4286	2
MSMEG_5105	0.5	2
MSMEG_5106	0.6429	5
MSMEG_5107	0.4286	3
MSMEG_5108	0.6429	7
MSMEG_5110	0.6429	6
MSMEG_5112	0.6429	5
MSMEG_5115	0.6429	5
MSMEG_5117	0.5714	4
MSMEG_5118	0.6429	4
MSMEG_5121	0.5714	4
MSMEG_5125	0.7857	9
MSMEG_5130	0.3571	1
MSMEG_5133	0.5	4
MSMEG_5135	0.5	4
MSMEG_5136	0.5714	5
MSMEG_5137	0.7143	6
MSMEG_5138	0.3571	4
MSMEG_5139	0.7143	6
MSMEG_5140	0.5714	3
MSMEG_5141	0.5	4
MSMEG_5142	0.6429	6
MSMEG_5143	0.5	4
MSMEG_5146	0.5714	4
MSMEG_5147	0.5	3
MSMEG_5151	0.7143	7
MSMEG_5152	0.4286	0
MSMEG_5153	0.6429	6
MSMEG_5155	0.7857	7
MSMEG_5158	0.4286	2
MSMEG_5160	0.6429	4
MSMEG_5161	0.6429	4
MSMEG_5163	0.5714	4
MSMEG_5166	0.5714	6
MSMEG_5167	0.5714	4
MSMEG_5168	0.5714	4
MSMEG_5170	0.4286	2
MSMEG_5176	0.6429	6
MSMEG_5177	0.7143	6
MSMEG_5179	0.6429	6
MSMEG_5182	0.7857	9
MSMEG_5183	0.8571	9
MSMEG_5186	0.5	3
MSMEG_5188	0.6429	6
MSMEG_5192	0.5714	5
MSMEG_5195	0.4286	1
MSMEG_5197	0.7143	6
MSMEG_5198	0.4286	3
MSMEG_5200	0.6429	5
MSMEG_5201	0.5714	5
MSMEG_5202	0.3571	2
MSMEG_5204	0.5714	3
MSMEG_5205	0.7143	7
MSMEG_5206	0.5	2
MSMEG_5212	0.4286	2
MSMEG_5214	0.5	4
MSMEG_5221	0.5714	3
MSMEG_5224	0.6429	4
MSMEG_5226	0.5714	6
MSMEG_5227	0.7143	8
MSMEG_5228	0.4286	1
MSMEG_5230	0.5	3
MSMEG_5232	0.4286	3
MSMEG_5234	0.6429	6
MSMEG_5235	0.6429	4
MSMEG_5240	0.7143	6
MSMEG_5242	0.3571	1
MSMEG_5243	0.5714	3
MSMEG_5245	0.5	5
MSMEG_5246	0.7143	6
MSMEG_5247	0.4286	4
MSMEG_5250	0.7143	6
MSMEG_5251	0.6429	7
MSMEG_5253	0.8571	10
MSMEG_5254	0.5	5
MSMEG_5255	0.5	2
MSMEG_5259	0.5714	4
MSMEG_5260	0.6429	7
MSMEG_5262	0.3571	2
MSMEG_5266	0.5714	4
MSMEG_5269	0.4286	2
MSMEG_5277	0.7857	10
MSMEG_5279	0.5714	5
MSMEG_5283	0.4286	2
MSMEG_5284	0.4286	1
MSMEG_5286	0.7143	7
MSMEG_5289	0.5	3
MSMEG_5290	0.4286	3
MSMEG_5293	0.5	3
MSMEG_5294	0.6429	6
MSMEG_5295	0.5	2
MSMEG_5296	0.5714	3
MSMEG_5297	0.5714	3
MSMEG_5299	0.4286	2
MSMEG_5300	0.7143	7
MSMEG_5304	0.7143	8
MSMEG_5305	0.7143	7
MSMEG_5306	0.5714	3
MSMEG_5307	0.5	3
MSMEG_5309	0.5	3
MSMEG_5311	0.6429	6
MSMEG_5312	0.5	4
MSMEG_5313	0.7143	7
MSMEG_5314	0.3571	2
MSMEG_5315	0.8571	10
MSMEG_5316	0.7143	8
MSMEG_5317	0.5714	3
MSMEG_5319	0.7857	9
MSMEG_5320	0.5714	3
MSMEG_5321	0.5714	6
MSMEG_5322	0.8571	10
MSMEG_5323	0.6429	7
MSMEG_5325	0.5	3
MSMEG_5326	0.5	4
MSMEG_5330	0.8571	9
MSMEG_5334	0.7143	7
MSMEG_5335	0.8571	11
MSMEG_5336	0.5714	4
MSMEG_5341	0.5714	5
MSMEG_5342	0.7143	6
MSMEG_5344	0.5714	5
MSMEG_5345	0.3571	1
MSMEG_5348	0.6429	6
MSMEG_5350	0.7857	8
MSMEG_5353	0.3571	1
MSMEG_5356	0.4286	2
MSMEG_5357	0.5714	4
MSMEG_5358	0.7857	8
MSMEG_5359	0.7857	8
MSMEG_5361	0.5714	4
MSMEG_5363	0.4286	3
MSMEG_5364	0.8571	9
MSMEG_5365	0.5	3
MSMEG_5366	0.5714	5
MSMEG_5367	0.5714	3
MSMEG_5369	0.5714	5
MSMEG_5371	0.5	3
MSMEG_5373	0.6429	4
MSMEG_5374	0.7857	8
MSMEG_5377	0.4286	1
MSMEG_5381	0.5	2
MSMEG_5383	0.6429	7
MSMEG_5384	0.5714	4
MSMEG_5385	0.5714	4
MSMEG_5386	0.7143	7
MSMEG_5387	0.4286	3
MSMEG_5389	0.5714	4
MSMEG_5390	0.7143	8
MSMEG_5391	0.6429	6
MSMEG_5392	0.5	6
MSMEG_5393	0.6429	6
MSMEG_5394	0.3571	3
MSMEG_5396	0.5	4
MSMEG_5398	0.5	4
MSMEG_5399	0.3571	1
MSMEG_5400	0.4286	3
MSMEG_5402	0.5	3
MSMEG_5407	0.3571	0
MSMEG_5408	0.5	2
MSMEG_5410	0.5714	4
MSMEG_5411	0.3571	3
MSMEG_5413	0.5714	4
MSMEG_5417	0.5714	4
MSMEG_5421	0.5714	3
MSMEG_5422	0.8571	9
MSMEG_5423	0.5714	5
MSMEG_5426	0.8571	10
MSMEG_5428	0.5	3
MSMEG_5430	0.5714	4
MSMEG_5432	0.4286	4
MSMEG_5433	0.3571	1
MSMEG_5434	0.5	4
MSMEG_5436	0.6429	4
MSMEG_5437	0.4286	2
MSMEG_5441	0.7143	7
MSMEG_5443	0.7143	9
MSMEG_5449	0.7143	6
MSMEG_5450	0.5	2
MSMEG_5453	0.5	2
MSMEG_5455	0.7143	8
MSMEG_5456	0.5	5
MSMEG_5457	0.6429	5
MSMEG_5459	0.7143	8
MSMEG_5464	0.4286	2
MSMEG_5465	0.6429	5
MSMEG_5466	0.8571	9
MSMEG_5469	0.5	4
MSMEG_5472	0.7143	7
MSMEG_5473	0.7857	8
MSMEG_5474	0.5714	4
MSMEG_5476	0.7143	6
MSMEG_5477	0.8571	10
MSMEG_5478	0.5714	5
MSMEG_5479	0.5	5
MSMEG_5484	0.6429	6
MSMEG_5485	0.5	3
MSMEG_5487	0.4286	1
MSMEG_5488	0.6429	5
MSMEG_5490	0.6429	5
MSMEG_5491	0.5	5
MSMEG_5492	0.5	3
MSMEG_5493	0.5714	4
MSMEG_5494	0.7143	8
MSMEG_5495	0.2857	0
MSMEG_5496	0.2857	1
MSMEG_5497	0.5714	3
MSMEG_5498	0.5714	6
MSMEG_5499	0.8571	9
MSMEG_5501	0.5714	5
MSMEG_5504	0.5	2
MSMEG_5506	0.5	4
MSMEG_5508	0.5714	3
MSMEG_5509	0.6429	5
MSMEG_5511	0.7857	8
MSMEG_5512	0.5714	4
MSMEG_5514	0.7857	7
MSMEG_5521	0.6429	6
MSMEG_5523	0.5714	6
MSMEG_5524	0.6429	6
MSMEG_5526	0.3571	1
MSMEG_5528	0.5714	5
MSMEG_5529	0.5	4
MSMEG_5530	0.5714	4
MSMEG_5531	0.6429	6
MSMEG_5532	0.7857	7
MSMEG_5533	0.6429	5
MSMEG_5535	0.7143	7
MSMEG_5537	0.7143	7
MSMEG_5540	0.7857	8
MSMEG_5542	0.5	2
MSMEG_5545	0.5714	4
MSMEG_5547	0.5	3
MSMEG_5551	0.7143	7
MSMEG_5552	0.5	1
MSMEG_5554	0.6429	5
MSMEG_5560	0.3571	0
MSMEG_5561	0.5714	4
MSMEG_5563	0.6429	5
MSMEG_5564	0.6429	6
MSMEG_5569	0.6429	7
MSMEG_5571	0.7143	8
MSMEG_5572	0.7143	6
MSMEG_5573	0.7143	7
MSMEG_5574	0.7857	7
MSMEG_5575	0.7143	6
MSMEG_5576	0.6429	4
MSMEG_5578	0.5	2
MSMEG_5580	0.4286	1
MSMEG_5581	0.6429	6
MSMEG_5582	0.6429	6
MSMEG_5583	0.5	3
MSMEG_5585	0.5	2
MSMEG_5586	0.6429	7
MSMEG_5590	0.5	3
MSMEG_5592	0.5714	4
MSMEG_5593	0.7143	7
MSMEG_5594	0.6429	6
MSMEG_5596	0.5714	6
MSMEG_5599	0.5	3
MSMEG_5600	0.4286	2
MSMEG_5602	0.6429	5
MSMEG_5603	0.5714	3
MSMEG_5604	0.6429	5
MSMEG_5605	0.5	3
MSMEG_5606	0.5714	4
MSMEG_5609	0.7857	8
MSMEG_5613	0.5	3
MSMEG_5614	0.7143	7
MSMEG_5616	0.6429	7
MSMEG_5618	0.6429	6
MSMEG_5619	0.8571	9
MSMEG_5620	0.4286	3
MSMEG_5621	0.5	4
MSMEG_5622	0.7857	8
MSMEG_5623	0.7143	6
MSMEG_5624	0.5714	4
MSMEG_5625	0.5	4
MSMEG_5626	0.6429	7
MSMEG_5627	0.7857	9
MSMEG_5628	0.5714	5
MSMEG_5629	0.4286	2
MSMEG_5630	0.7143	5
MSMEG_5631	0.5714	6
MSMEG_5632	0.7143	7
MSMEG_5633	0.4286	4
MSMEG_5638	0.4286	3
MSMEG_5639	0.5714	4
MSMEG_5640	0.7143	6
MSMEG_5643	0.2857	1
MSMEG_5644	0.8571	9
MSMEG_5652	0.5714	4
MSMEG_5653	0.7143	7
MSMEG_5655	0.6429	4
MSMEG_5657	0.5	2
MSMEG_5659	0.7143	6
MSMEG_5663	0.3571	2
MSMEG_5665	0.5	3
MSMEG_5667	0.6429	5
MSMEG_5668	0.5714	5
MSMEG_5671	0.5	3
MSMEG_5674	0.4286	3
MSMEG_5676	0.7143	6
MSMEG_5677	0.7143	7
MSMEG_5678	0.8571	11
MSMEG_5681	0.5714	6
MSMEG_5683	0.5	5
MSMEG_5684	0.4286	3
MSMEG_5686	0.5714	4
MSMEG_5687	0.7143	6
MSMEG_5692	0.5	3
MSMEG_5695	0.7857	8
MSMEG_5698	0.7143	6
MSMEG_5701	0.6429	6
MSMEG_5706	0.7143	6
MSMEG_5707	0.5714	4
MSMEG_5711	0.7143	7
MSMEG_5714	0.5714	6
MSMEG_5716	0.5	3
MSMEG_5723	0.4286	2
MSMEG_5725	0.1429	0
MSMEG_5726	0.5714	4
MSMEG_5728	0.5	4
MSMEG_5729	0.3571	0
MSMEG_5732	0.5	3
MSMEG_5733	0.6429	5
MSMEG_5735	0.6429	6
MSMEG_5737	0.5	3
MSMEG_5740	0.5714	4
MSMEG_5742	0.4286	4
MSMEG_5743	0.4286	2
MSMEG_5744	0.6429	4
MSMEG_5745	0.6429	5
MSMEG_5746	0.5	2
MSMEG_5747	0.5714	4
MSMEG_5748	0.4286	3
MSMEG_5751	0.5	4
MSMEG_5754	0.4286	3
MSMEG_5759	0.7143	7
MSMEG_5761	0.5	4
MSMEG_5762	0.5	3
MSMEG_5763	0.5714	6
MSMEG_5765	0.4286	3
MSMEG_5767	0.7143	7
MSMEG_5772	0.2857	1
MSMEG_5774	0.1429	0
MSMEG_5779	0.6429	7
MSMEG_5780	0.8571	9
MSMEG_5785	0.5714	4
MSMEG_5787	0.6429	6
MSMEG_5789	0.5	6
MSMEG_5790	0.6429	6
MSMEG_5792	0.5	3
MSMEG_5793	0.4286	2
MSMEG_5794	0.2857	0
MSMEG_5799	0.6429	4
MSMEG_5801	0.7857	8
MSMEG_5802	0.7143	7
MSMEG_5804	0.5714	4
MSMEG_5805	0.2143	0
MSMEG_5806	0.6429	4
MSMEG_5807	0.7143	6
MSMEG_5808	0.7143	6
MSMEG_5809	0.7143	8
MSMEG_5810	0.5	4
MSMEG_5813	0.5714	4
MSMEG_5814	0.7143	8
MSMEG_5815	0.5714	4
MSMEG_5818	0.2857	1
MSMEG_5821	0.6429	5
MSMEG_5822	0.5	2
MSMEG_5823	0.3571	2
MSMEG_5825	0.4286	2
MSMEG_5826	0.5	3
MSMEG_5830	0.6429	7
MSMEG_5832	0.5714	4
MSMEG_5834	0.7143	5
MSMEG_5835	0.5	2
MSMEG_5836	0.4286	1
MSMEG_5839	0.6429	5
MSMEG_5840	0.7143	6
MSMEG_5842	0.6429	5
MSMEG_5843	0.4286	1
MSMEG_5844	0.5	3
MSMEG_5845	0.4286	3
MSMEG_5846	0.5714	3
MSMEG_5847	0.5	2
MSMEG_5849	0.7143	7
MSMEG_5854	0.3571	1
MSMEG_5856	0.8571	9
MSMEG_5857	0.5	3
MSMEG_5858	0.7143	8
MSMEG_5861	0.7143	8
MSMEG_5862	0.7143	7
MSMEG_5863	0.7857	8
MSMEG_5864	0.6429	5
MSMEG_5865	0.6429	6
MSMEG_5867	0.6429	6
MSMEG_5869	0.4286	2
MSMEG_5870	0.5	3
MSMEG_5871	0.3571	0
MSMEG_5872	0.6429	4
MSMEG_5875	0.5	3
MSMEG_5880	0.6429	6
MSMEG_5881	0.7143	7
MSMEG_5882	0.3571	2
MSMEG_5883	0.6429	6
MSMEG_5884	0.7143	5
MSMEG_5892	0.6429	7
MSMEG_5893	0.7143	7
MSMEG_5895	0.7143	6
MSMEG_5896	0.5714	5
MSMEG_5897	0.6429	6
MSMEG_5898	0.7143	7
MSMEG_5899	0.6429	7
MSMEG_5900	0.5714	6
MSMEG_5903	0.6429	5
MSMEG_5905	0.3571	1
MSMEG_5907	0.7143	8
MSMEG_5908	0.4286	1
MSMEG_5909	0.5714	3
MSMEG_5910	0.3571	1
MSMEG_5911	0.6429	5
MSMEG_5913	0.7857	8
MSMEG_5915	0.7143	6
MSMEG_5917	0.3571	1
MSMEG_5918	0.7143	7
MSMEG_5919	0.4286	3
MSMEG_5921	0.4286	3
MSMEG_5922	0.6429	6
MSMEG_5923	0.8571	11
MSMEG_5924	0.4286	2
MSMEG_5926	0.6429	5
MSMEG_5927	0.7143	6
MSMEG_5928	0.5714	5
MSMEG_5930	0.5	1
MSMEG_5931	0.7143	6
MSMEG_5932	0.7857	8
MSMEG_5935	0.5714	5
MSMEG_5936	0.7857	8
MSMEG_5938	0.5	2
MSMEG_5942	0.4286	2
MSMEG_5945	0.5714	4
MSMEG_5946	0.4286	1
MSMEG_5947	0.6429	4
MSMEG_5948	0.5714	4
MSMEG_5949	0.6429	4
MSMEG_5950	0.5714	5
MSMEG_5951	0.5714	4
MSMEG_5953	0.5	4
MSMEG_5954	0.4286	2
MSMEG_5955	0.5714	6
MSMEG_5957	0.4286	3
MSMEG_5958	0.6429	6
MSMEG_5960	0.3571	2
MSMEG_5961	0.7857	8
MSMEG_5963	0.5714	5
MSMEG_5964	0.5714	4
MSMEG_5965	0.6429	5
MSMEG_5966	0.3571	2
MSMEG_5972	0.6429	5
MSMEG_5973	0.5714	5
MSMEG_5974	0.2857	0
MSMEG_5975	0.5714	4
MSMEG_5977	0.4286	2
MSMEG_5978	0.5714	4
MSMEG_5979	0.6429	7
MSMEG_5980	0.8571	10
MSMEG_5982	0.6429	7
MSMEG_5983	0.5714	4
MSMEG_5984	0.7143	5
MSMEG_5985	0.7143	7
MSMEG_5986	0.7143	7
MSMEG_5987	0.5	4
MSMEG_5990	0.7143	7
MSMEG_5991	0.5714	2
MSMEG_5992	0.4286	4
MSMEG_5993	0.6429	6
MSMEG_5994	0.7143	6
MSMEG_5998	0.5	3
MSMEG_5999	1.0	13
MSMEG_6002	0.7857	9
MSMEG_6003	0.7857	8
MSMEG_6004	0.7857	8
MSMEG_6005	0.3571	0
MSMEG_6008	0.7143	6
MSMEG_6011	0.5714	6
MSMEG_6014	0.7143	8
MSMEG_6015	0.7143	8
MSMEG_6016	0.5714	5
MSMEG_6017	0.4286	2
MSMEG_6023	0.6429	6
MSMEG_6025	0.5714	4
MSMEG_6026	0.7143	5
MSMEG_6028	0.5714	4
MSMEG_6030	0.5	5
MSMEG_6034	0.5714	3
MSMEG_6035	0.5	3
MSMEG_6036	0.5	5
MSMEG_6037	0.6429	4
MSMEG_6041	0.6429	5
MSMEG_6045	0.7143	6
MSMEG_6046	0.5714	4
MSMEG_6047	0.2143	1
MSMEG_6048	0.5714	6
MSMEG_6049	0.7143	8
MSMEG_6050	0.7857	7
MSMEG_6052	0.6429	7
MSMEG_6055	0.3571	1
MSMEG_6057	0.5714	4
MSMEG_6058	0.5714	4
MSMEG_6061	0.3571	3
MSMEG_6062	0.6429	6
MSMEG_6063	0.4286	3
MSMEG_6065	0.7857	7
MSMEG_6066	0.5714	5
MSMEG_6067	0.8571	11
MSMEG_6069	0.4286	0
MSMEG_6070	0.7857	8
MSMEG_6071	0.5714	5
MSMEG_6072	0.3571	1
MSMEG_6075	0.5	2
MSMEG_6087	0.4286	3
MSMEG_6088	0.5	5
MSMEG_6089	0.5714	4
MSMEG_6093	0.6429	3
MSMEG_6095	0.5714	5
MSMEG_6096	0.7143	6
MSMEG_6097	0.6429	6
MSMEG_6099	0.3571	1
MSMEG_6100	0.6429	5
MSMEG_6101	0.7143	7
MSMEG_6102	0.5714	6
MSMEG_6103	0.4286	2
MSMEG_6107	0.6429	5
MSMEG_6108	0.8571	9
MSMEG_6109	0.5	4
MSMEG_6110	0.5	1
MSMEG_6111	0.5714	3
MSMEG_6115	0.7857	8
MSMEG_6116	0.4286	2
MSMEG_6117	0.6429	7
MSMEG_6118	0.7143	7
MSMEG_6119	0.4286	2
MSMEG_6120	0.8571	10
MSMEG_6121	0.5714	6
MSMEG_6122	0.6429	7
MSMEG_6123	0.6429	7
MSMEG_6124	0.5	5
MSMEG_6126	0.3571	1
MSMEG_6127	0.5714	4
MSMEG_6128	0.7857	9
MSMEG_6129	0.5	3
MSMEG_6130	0.5714	3
MSMEG_6132	0.7143	6
MSMEG_6133	0.5	4
MSMEG_6134	0.4286	2
MSMEG_6138	0.7143	7
MSMEG_6139	0.5	4
MSMEG_6140	0.5	3
MSMEG_6142	0.5714	2
MSMEG_6146	0.6429	6
MSMEG_6147	0.6429	6
MSMEG_6151	0.7143	7
MSMEG_6155	0.5	5
MSMEG_6158	0.5	3
MSMEG_6161	0.5	5
MSMEG_6163	0.6429	6
MSMEG_6164	0.4286	2
MSMEG_6165	0.5714	4
MSMEG_6166	0.4286	1
MSMEG_6167	0.6429	5
MSMEG_6168	0.4286	2
MSMEG_6169	0.5714	5
MSMEG_6170	0.5	2
MSMEG_6172	0.5714	5
MSMEG_6173	0.4286	1
MSMEG_6175	0.3571	1
MSMEG_6176	0.7143	8
MSMEG_6177	0.6429	7
MSMEG_6178	0.7857	7
MSMEG_6179	0.4286	2
MSMEG_6181	0.5714	6
MSMEG_6183	0.6429	6
MSMEG_6184	0.4286	2
MSMEG_6186	0.5714	4
MSMEG_6189	0.7143	8
MSMEG_6190	0.5	3
MSMEG_6191	0.5	4
MSMEG_6194	0.7143	6
MSMEG_6195	0.5714	5
MSMEG_6196	0.4286	1
MSMEG_6197	0.4286	2
MSMEG_6200	0.6429	4
MSMEG_6203	0.5	1
MSMEG_6205	0.4286	1
MSMEG_6206	0.5714	3
MSMEG_6207	0.5	3
MSMEG_6210	0.4286	2
MSMEG_6212	0.7143	6
MSMEG_6213	0.4286	4
MSMEG_6215	0.3571	1
MSMEG_6216	0.6429	4
MSMEG_6217	0.3571	2
MSMEG_6218	0.4286	2
MSMEG_6220	0.4286	1
MSMEG_6222	0.5714	4
MSMEG_6223	0.4286	1
MSMEG_6225	0.5	4
MSMEG_6230	0.5	2
MSMEG_6231	0.4286	2
MSMEG_6232	0.5714	4
MSMEG_6233	0.7857	7
MSMEG_6235	0.5	2
MSMEG_6236	0.7857	8
MSMEG_6238	0.6429	5
MSMEG_6244	0.7143	7
MSMEG_6246	0.4286	2
MSMEG_6247	0.6429	6
MSMEG_6248	0.5	4
MSMEG_6249	0.7143	7
MSMEG_6251	0.5	2
MSMEG_6252	0.5	3
MSMEG_6255	0.3571	3
MSMEG_6256	0.7143	7
MSMEG_6260	0.6429	6
MSMEG_6261	0.8571	10
MSMEG_6262	0.5	4
MSMEG_6263	0.5714	3
MSMEG_6264	0.5714	4
MSMEG_6265	0.7857	9
MSMEG_6267	0.7857	9
MSMEG_6268	0.6429	5
MSMEG_6269	0.5	4
MSMEG_6272	0.7857	9
MSMEG_6273	0.7143	7
MSMEG_6274	0.2143	1
MSMEG_6277	0.5	4
MSMEG_6278	0.5714	4
MSMEG_6279	0.6429	4
MSMEG_6281	0.5	2
MSMEG_6288	0.7143	8
MSMEG_6289	0.6429	5
MSMEG_6292	0.5714	6
MSMEG_6295	0.7857	7
MSMEG_6296	0.5714	4
MSMEG_6297	0.5714	5
MSMEG_6298	0.5714	3
MSMEG_6299	0.5	3
MSMEG_6301	0.7143	6
MSMEG_6304	0.5714	4
MSMEG_6305	0.6429	4
MSMEG_6308	0.5	3
MSMEG_6309	0.7143	6
MSMEG_6310	0.6429	6
MSMEG_6311	0.5	3
MSMEG_6312	0.6429	3
MSMEG_6318	0.5	4
MSMEG_6319	0.6429	5
MSMEG_6320	0.7143	5
MSMEG_6321	0.5714	4
MSMEG_6322	0.5714	3
MSMEG_6323	0.7143	6
MSMEG_6324	0.7143	9
MSMEG_6325	0.6429	4
MSMEG_6327	0.4286	3
MSMEG_6331	0.6429	6
MSMEG_6332	0.4286	4
MSMEG_6333	0.7857	8
MSMEG_6335	0.6429	6
MSMEG_6339	0.4286	2
MSMEG_6341	0.6429	5
MSMEG_6342	0.5	3
MSMEG_6347	0.5	2
MSMEG_6355	0.6429	5
MSMEG_6357	0.1429	0
MSMEG_6359	0.6429	5
MSMEG_6366	0.5	3
MSMEG_6367	0.6429	6
MSMEG_6371	0.5714	3
MSMEG_6373	0.7143	7
MSMEG_6374	0.7143	8
MSMEG_6375	0.6429	7
MSMEG_6376	0.8571	9
MSMEG_6377	0.5	3
MSMEG_6378	0.3571	1
MSMEG_6382	0.3571	1
MSMEG_6384	0.6429	8
MSMEG_6389	0.5	4
MSMEG_6392	0.3571	1
MSMEG_6396	0.7143	7
MSMEG_6397	0.4286	1
MSMEG_6400	0.6429	7
