 	Nucl_A_5pUTR	Nucl_T_5pUTR	Nucl_G_5pUTR	Nucl_C_5pUTR
MSMEG_5620	NA	NA	NA	NA
MSMEG_5621	NA	NA	NA	NA
MSMEG_5622	NA	NA	NA	NA
MSMEG_5623	NA	NA	NA	NA
MSMEG_5624	NA	NA	NA	NA
MSMEG_5625	NA	NA	NA	NA
MSMEG_5626	NA	NA	NA	NA
MSMEG_5627	NA	NA	NA	NA
MSMEG_5628	NA	NA	NA	NA
MSMEG_5629	NA	NA	NA	NA
MSMEG_5630	NA	NA	NA	NA
MSMEG_5631	NA	NA	NA	NA
MSMEG_5632	NA	NA	NA	NA
MSMEG_5633	NA	NA	NA	NA
MSMEG_5634	0.3212	0.0933	0.2642	0.3212
MSMEG_5635	NA	NA	NA	NA
MSMEG_5636	0.25	0.1786	0.3393	0.2321
MSMEG_5637	NA	NA	NA	NA
MSMEG_5638	NA	NA	NA	NA
MSMEG_5639	NA	NA	NA	NA
MSMEG_5640	NA	NA	NA	NA
MSMEG_5641	0.2364	0.1818	0.4	0.1818
MSMEG_5642	NA	NA	NA	NA
MSMEG_5643	NA	NA	NA	NA
MSMEG_5644	NA	NA	NA	NA
MSMEG_5645	NA	NA	NA	NA
MSMEG_5646	0.2054	0.1907	0.3032	0.3007
MSMEG_5648	NA	NA	NA	NA
MSMEG_5649	0.2771	0.1325	0.3373	0.253
MSMEG_5650	NA	NA	NA	NA
MSMEG_5651	0.2632	0.1316	0.2632	0.3421
MSMEG_5652	NA	NA	NA	NA
MSMEG_5653	NA	NA	NA	NA
MSMEG_5654	NA	NA	NA	NA
MSMEG_5655	NA	NA	NA	NA
MSMEG_5656	0.1582	0.1785	0.3164	0.3469
MSMEG_5657	NA	NA	NA	NA
MSMEG_5658	0.1733	0.1467	0.3444	0.3356
MSMEG_5659	NA	NA	NA	NA
MSMEG_5660	0.1486	0.16	0.3743	0.3171
MSMEG_5661	0.1696	0.2232	0.3214	0.2857
MSMEG_5662	NA	NA	NA	NA
MSMEG_5663	NA	NA	NA	NA
MSMEG_5664	NA	NA	NA	NA
MSMEG_5665	NA	NA	NA	NA
MSMEG_5666	NA	NA	NA	NA
MSMEG_5667	NA	NA	NA	NA
MSMEG_5668	NA	NA	NA	NA
MSMEG_5669	NA	NA	NA	NA
MSMEG_5670	NA	NA	NA	NA
MSMEG_5671	NA	NA	NA	NA
MSMEG_5672	0.2381	0.1905	0.2698	0.3016
MSMEG_5673	NA	NA	NA	NA
MSMEG_5674	NA	NA	NA	NA
MSMEG_5675	NA	NA	NA	NA
MSMEG_5676	NA	NA	NA	NA
MSMEG_5677	NA	NA	NA	NA
MSMEG_5678	NA	NA	NA	NA
MSMEG_5679	NA	NA	NA	NA
MSMEG_5680	0.1857	0.1857	0.2857	0.3429
MSMEG_5681	NA	NA	NA	NA
MSMEG_5682	0.2791	0.1512	0.3256	0.2442
MSMEG_5683	NA	NA	NA	NA
MSMEG_5684	NA	NA	NA	NA
MSMEG_5685	0.1818	0.1818	0.5455	0.0909
MSMEG_5686	NA	NA	NA	NA
MSMEG_5687	NA	NA	NA	NA
MSMEG_5688	NA	NA	NA	NA
MSMEG_5689	NA	NA	NA	NA
MSMEG_5690	0.22	0.12	0.36	0.3
MSMEG_5691	0.4	0.2	0.4	0
MSMEG_5692	NA	NA	NA	NA
MSMEG_5693	NA	NA	NA	NA
MSMEG_5694	0.1311	0.1393	0.3852	0.3443
MSMEG_5695	NA	NA	NA	NA
MSMEG_5696	0.1714	0.1714	0.3429	0.3143
MSMEG_5697	0.3333	0.0741	0.2593	0.3333
MSMEG_5698	NA	NA	NA	NA
MSMEG_5699	0.2083	0.1667	0.3229	0.3021
MSMEG_5700	0.1807	0.1687	0.3133	0.3373
MSMEG_5701	NA	NA	NA	NA
MSMEG_5702	0.2769	0.1538	0.3231	0.2462
MSMEG_5703	0.1885	0.1623	0.2984	0.3508
MSMEG_5704	0.2391	0.1522	0.3043	0.3043
MSMEG_5705	0.3333	0.3333	0.3333	0
MSMEG_5706	NA	NA	NA	NA
MSMEG_5707	NA	NA	NA	NA
MSMEG_5708	0.2256	0.2033	0.3064	0.2646
MSMEG_5709	0.2387	0.1645	0.3613	0.2355
MSMEG_5710	0.2301	0.2385	0.3222	0.2092
MSMEG_5711	NA	NA	NA	NA
MSMEG_5712	NA	NA	NA	NA
MSMEG_5713	0.1622	0.0811	0.3784	0.3784
MSMEG_5714	NA	NA	NA	NA
MSMEG_5715	NA	NA	NA	NA
MSMEG_5716	NA	NA	NA	NA
MSMEG_5717	NA	NA	NA	NA
MSMEG_5718	NA	NA	NA	NA
MSMEG_5719	0.3636	0.1515	0.2727	0.2121
MSMEG_5720	0.25	0.25	0.25	0.25
MSMEG_5721	0.2899	0.1449	0.2174	0.3478
MSMEG_5722	0.1784	0.166	0.3029	0.3527
MSMEG_5723	NA	NA	NA	NA
MSMEG_5724	NA	NA	NA	NA
MSMEG_5725	NA	NA	NA	NA
MSMEG_5726	NA	NA	NA	NA
MSMEG_5727	0.1573	0.1348	0.3933	0.3146
MSMEG_5728	NA	NA	NA	NA
MSMEG_5729	NA	NA	NA	NA
MSMEG_5730	0.2581	0.1935	0.3065	0.2419
MSMEG_5731	0.5	0	0	0.5
MSMEG_5732	NA	NA	NA	NA
MSMEG_5733	NA	NA	NA	NA
MSMEG_5734	NA	NA	NA	NA
MSMEG_5735	NA	NA	NA	NA
MSMEG_5736	NA	NA	NA	NA
MSMEG_5737	NA	NA	NA	NA
MSMEG_5738	NA	NA	NA	NA
MSMEG_5739	NA	NA	NA	NA
MSMEG_5740	NA	NA	NA	NA
MSMEG_5741	0.3	0.2	0.2	0.3
MSMEG_5742	NA	NA	NA	NA
MSMEG_5743	NA	NA	NA	NA
MSMEG_5744	NA	NA	NA	NA
MSMEG_5745	NA	NA	NA	NA
MSMEG_5746	NA	NA	NA	NA
MSMEG_5747	NA	NA	NA	NA
MSMEG_5748	NA	NA	NA	NA
MSMEG_5749	0.2264	0.2264	0.283	0.2642
MSMEG_5750	0.257	0.1788	0.3296	0.2346
MSMEG_5751	NA	NA	NA	NA
MSMEG_5752	NA	NA	NA	NA
MSMEG_5753	NA	NA	NA	NA
MSMEG_5754	NA	NA	NA	NA
MSMEG_5759	NA	NA	NA	NA
MSMEG_5760	0.2727	0	0.4545	0.2727
MSMEG_5761	NA	NA	NA	NA
MSMEG_5762	NA	NA	NA	NA
MSMEG_5763	NA	NA	NA	NA
MSMEG_5764	0.1744	0.1628	0.2558	0.407
MSMEG_5765	NA	NA	NA	NA
MSMEG_5766	NA	NA	NA	NA
MSMEG_5767	NA	NA	NA	NA
MSMEG_5768	0.1795	0.3077	0.2949	0.2179
MSMEG_5769	0.1667	0.1228	0.3684	0.3421
MSMEG_5770	0.1667	0.25	0.4167	0.1667
MSMEG_5771	0.1781	0.1918	0.2603	0.3699
MSMEG_5772	NA	NA	NA	NA
MSMEG_5773	0.3235	0.1471	0.3529	0.1765
MSMEG_5774	NA	NA	NA	NA
MSMEG_5775	0.1936	0.1272	0.3237	0.3555
MSMEG_5776	NA	NA	NA	NA
MSMEG_5777	NA	NA	NA	NA
MSMEG_5778	0.3462	0.1731	0.25	0.2308
MSMEG_5779	NA	NA	NA	NA
MSMEG_5780	NA	NA	NA	NA
MSMEG_5781	0.4286	0	0.2857	0.2857
MSMEG_5782	0.3243	0.1081	0.3243	0.2432
MSMEG_5784	0.2381	0.181	0.2857	0.2952
MSMEG_5785	NA	NA	NA	NA
MSMEG_5786	0.25	0.125	0.4167	0.2083
MSMEG_5787	NA	NA	NA	NA
MSMEG_5788	0.1467	0.2609	0.2772	0.3152
MSMEG_5789	NA	NA	NA	NA
MSMEG_5790	NA	NA	NA	NA
MSMEG_5791	NA	NA	NA	NA
MSMEG_5792	NA	NA	NA	NA
MSMEG_5793	NA	NA	NA	NA
MSMEG_5794	NA	NA	NA	NA
MSMEG_5795	NA	NA	NA	NA
MSMEG_5796	NA	NA	NA	NA
MSMEG_5797	0.2432	0.1757	0.2838	0.2973
MSMEG_5798	0	0	1.0	0
MSMEG_5799	NA	NA	NA	NA
MSMEG_5800	0.2424	0.1212	0.2121	0.4242
MSMEG_5801	NA	NA	NA	NA
MSMEG_5802	NA	NA	NA	NA
MSMEG_5803	0.2593	0.1111	0.3704	0.2593
MSMEG_5804	NA	NA	NA	NA
MSMEG_5805	NA	NA	NA	NA
MSMEG_5806	NA	NA	NA	NA
MSMEG_5807	NA	NA	NA	NA
MSMEG_5808	NA	NA	NA	NA
MSMEG_5809	NA	NA	NA	NA
MSMEG_5810	NA	NA	NA	NA
MSMEG_5811	0.25	0.1538	0.3846	0.2115
MSMEG_5812	0.2381	0.1905	0.3016	0.2698
MSMEG_5813	NA	NA	NA	NA
MSMEG_5814	NA	NA	NA	NA
MSMEG_5815	NA	NA	NA	NA
MSMEG_5816	0.2111	0.0667	0.3556	0.3667
MSMEG_5817	NA	NA	NA	NA
MSMEG_5818	NA	NA	NA	NA
MSMEG_5819	NA	NA	NA	NA
MSMEG_5820	0	0	1.0	0
MSMEG_5821	NA	NA	NA	NA
MSMEG_5822	NA	NA	NA	NA
MSMEG_5823	NA	NA	NA	NA
MSMEG_5824	NA	NA	NA	NA
MSMEG_5825	NA	NA	NA	NA
MSMEG_5826	NA	NA	NA	NA
MSMEG_5827	NA	NA	NA	NA
MSMEG_5828	0.2222	0.1407	0.3778	0.2593
MSMEG_5829	NA	NA	NA	NA
MSMEG_5830	NA	NA	NA	NA
MSMEG_5831	0.2203	0.1737	0.3263	0.2797
MSMEG_5832	NA	NA	NA	NA
MSMEG_5834	NA	NA	NA	NA
MSMEG_5835	NA	NA	NA	NA
MSMEG_5836	NA	NA	NA	NA
MSMEG_5837	NA	NA	NA	NA
MSMEG_5838	NA	NA	NA	NA
MSMEG_5839	NA	NA	NA	NA
MSMEG_5840	NA	NA	NA	NA
MSMEG_5841	NA	NA	NA	NA
MSMEG_5842	NA	NA	NA	NA
MSMEG_5843	NA	NA	NA	NA
MSMEG_5844	NA	NA	NA	NA
MSMEG_5845	NA	NA	NA	NA
MSMEG_5846	NA	NA	NA	NA
MSMEG_5847	NA	NA	NA	NA
MSMEG_5848	0.1366	0.1278	0.4449	0.2907
MSMEG_5849	NA	NA	NA	NA
MSMEG_5850	NA	NA	NA	NA
MSMEG_5851	0.159	0.1721	0.329	0.3399
MSMEG_5852	NA	NA	NA	NA
MSMEG_5853	0.2	0.1714	0.3714	0.2571
MSMEG_5854	NA	NA	NA	NA
MSMEG_5855	0.3301	0.0583	0.3689	0.2427
MSMEG_5856	NA	NA	NA	NA
MSMEG_5857	NA	NA	NA	NA
MSMEG_5858	NA	NA	NA	NA
MSMEG_5859	0.2727	0.1591	0.3409	0.2273
MSMEG_5860	NA	NA	NA	NA
MSMEG_5861	NA	NA	NA	NA
MSMEG_5862	NA	NA	NA	NA
MSMEG_5863	NA	NA	NA	NA
MSMEG_5864	NA	NA	NA	NA
MSMEG_5865	NA	NA	NA	NA
MSMEG_5866	0.2632	0.2281	0.2456	0.2632
MSMEG_5867	NA	NA	NA	NA
MSMEG_5868	0.2121	0.2727	0.3636	0.1515
MSMEG_5869	NA	NA	NA	NA
MSMEG_5870	NA	NA	NA	NA
MSMEG_5871	NA	NA	NA	NA
MSMEG_5872	NA	NA	NA	NA
MSMEG_5873	NA	NA	NA	NA
MSMEG_5875	NA	NA	NA	NA
MSMEG_5876	0.1875	0.2014	0.3194	0.2917
MSMEG_5877	NA	NA	NA	NA
MSMEG_5878	0.2703	0.1081	0.3514	0.2703
MSMEG_5879	0.2135	0.191	0.3483	0.2472
MSMEG_5880	NA	NA	NA	NA
MSMEG_5881	NA	NA	NA	NA
MSMEG_5882	NA	NA	NA	NA
MSMEG_5883	NA	NA	NA	NA
MSMEG_5884	NA	NA	NA	NA
MSMEG_5885	0.3125	0.125	0.2812	0.2812
MSMEG_5886	0.4	0.4	0.2	0
MSMEG_5887	0.3256	0.0698	0.2558	0.3488
MSMEG_5888	NA	NA	NA	NA
MSMEG_5889	0.4571	0.0857	0.2286	0.2286
MSMEG_5890	NA	NA	NA	NA
MSMEG_5891	NA	NA	NA	NA
MSMEG_5892	NA	NA	NA	NA
MSMEG_5893	NA	NA	NA	NA
MSMEG_5894	0.1676	0.1564	0.3855	0.2905
MSMEG_5895	NA	NA	NA	NA
MSMEG_5896	NA	NA	NA	NA
MSMEG_5897	NA	NA	NA	NA
MSMEG_5898	NA	NA	NA	NA
MSMEG_5899	NA	NA	NA	NA
MSMEG_5900	NA	NA	NA	NA
MSMEG_5901	NA	NA	NA	NA
MSMEG_5902	0.2066	0.1405	0.3223	0.3306
MSMEG_5903	NA	NA	NA	NA
MSMEG_5904	0.1333	0.0889	0.4	0.3778
MSMEG_5905	NA	NA	NA	NA
MSMEG_5906	0.25	0.1667	0.4167	0.1667
MSMEG_5907	NA	NA	NA	NA
MSMEG_5908	NA	NA	NA	NA
MSMEG_5909	NA	NA	NA	NA
MSMEG_5910	NA	NA	NA	NA
MSMEG_5911	NA	NA	NA	NA
MSMEG_5912	0.2	0.2286	0.3714	0.2
MSMEG_5913	NA	NA	NA	NA
MSMEG_5914	NA	NA	NA	NA
MSMEG_5915	NA	NA	NA	NA
MSMEG_5916	0.2222	0.1852	0.3704	0.2222
MSMEG_5917	NA	NA	NA	NA
MSMEG_5918	NA	NA	NA	NA
MSMEG_5919	NA	NA	NA	NA
MSMEG_5920	0.2241	0.1577	0.3734	0.2448
MSMEG_5921	NA	NA	NA	NA
MSMEG_5922	NA	NA	NA	NA
MSMEG_5923	NA	NA	NA	NA
MSMEG_5924	NA	NA	NA	NA
MSMEG_5925	0.3043	0.087	0.3913	0.2174
MSMEG_5926	NA	NA	NA	NA
MSMEG_5927	NA	NA	NA	NA
MSMEG_5928	NA	NA	NA	NA
MSMEG_5929	0.2273	0.1364	0.4773	0.1591
MSMEG_5930	NA	NA	NA	NA
MSMEG_5931	NA	NA	NA	NA
MSMEG_5932	NA	NA	NA	NA
MSMEG_5933	0.2373	0.1356	0.2542	0.3729
MSMEG_5934	0.3667	0.1333	0.2667	0.2333
MSMEG_5935	NA	NA	NA	NA
MSMEG_5936	NA	NA	NA	NA
MSMEG_5937	0.2809	0.0899	0.3258	0.3034
MSMEG_5938	NA	NA	NA	NA
MSMEG_5939	0.1538	0.3077	0.2308	0.3077
MSMEG_5940	0.2293	0.1592	0.293	0.3185
MSMEG_5941	NA	NA	NA	NA
MSMEG_5942	NA	NA	NA	NA
MSMEG_5943	0.1692	0.1615	0.2923	0.3769
MSMEG_5944	0.2019	0.1538	0.3077	0.3365
MSMEG_5945	NA	NA	NA	NA
MSMEG_5946	NA	NA	NA	NA
MSMEG_5947	NA	NA	NA	NA
MSMEG_5948	NA	NA	NA	NA
MSMEG_5949	NA	NA	NA	NA
MSMEG_5950	NA	NA	NA	NA
MSMEG_5951	NA	NA	NA	NA
MSMEG_5952	0.1582	0.1751	0.3544	0.3122
MSMEG_5953	NA	NA	NA	NA
MSMEG_5954	NA	NA	NA	NA
MSMEG_5955	NA	NA	NA	NA
MSMEG_5956	0.1458	0.2292	0.4167	0.2083
MSMEG_5957	NA	NA	NA	NA
MSMEG_5958	NA	NA	NA	NA
MSMEG_5959	0.1604	0.2055	0.3509	0.2832
MSMEG_5960	NA	NA	NA	NA
MSMEG_5961	NA	NA	NA	NA
MSMEG_5962	0.163	0.2481	0.3148	0.2741
MSMEG_5963	NA	NA	NA	NA
MSMEG_5964	NA	NA	NA	NA
MSMEG_5965	NA	NA	NA	NA
MSMEG_5966	NA	NA	NA	NA
MSMEG_5967	0.2105	0.193	0.386	0.2105
MSMEG_5968	0.1562	0.125	0.4688	0.25
MSMEG_5969	0.2232	0.2009	0.3571	0.2188
MSMEG_5970	0.3103	0.1724	0.2069	0.3103
MSMEG_5971	0.2402	0.1965	0.2882	0.2751
MSMEG_5972	NA	NA	NA	NA
MSMEG_5973	NA	NA	NA	NA
MSMEG_5974	NA	NA	NA	NA
MSMEG_5975	NA	NA	NA	NA
MSMEG_5976	0.3333	0.1026	0.2821	0.2821
MSMEG_5977	NA	NA	NA	NA
MSMEG_5978	NA	NA	NA	NA
MSMEG_5979	NA	NA	NA	NA
MSMEG_5980	NA	NA	NA	NA
MSMEG_5981	0.1818	0.1653	0.3512	0.3017
MSMEG_5982	NA	NA	NA	NA
MSMEG_5983	NA	NA	NA	NA
MSMEG_5984	NA	NA	NA	NA
MSMEG_5985	NA	NA	NA	NA
MSMEG_5986	NA	NA	NA	NA
MSMEG_5987	NA	NA	NA	NA
MSMEG_5988	0.1736	0.1736	0.3967	0.2562
MSMEG_5989	0.2667	0.0333	0.5	0.2
MSMEG_5990	NA	NA	NA	NA
MSMEG_5991	NA	NA	NA	NA
MSMEG_5992	NA	NA	NA	NA
MSMEG_5993	NA	NA	NA	NA
MSMEG_5994	NA	NA	NA	NA
MSMEG_5995	0.2812	0.2188	0.25	0.25
MSMEG_5996	NA	NA	NA	NA
MSMEG_5997	0.1868	0.1154	0.3352	0.3626
MSMEG_5998	NA	NA	NA	NA
MSMEG_5999	NA	NA	NA	NA
MSMEG_6000	NA	NA	NA	NA
MSMEG_6001	0.2791	0.186	0.3023	0.2326
MSMEG_6002	NA	NA	NA	NA
MSMEG_6003	NA	NA	NA	NA
MSMEG_6004	NA	NA	NA	NA
MSMEG_6005	NA	NA	NA	NA
MSMEG_6006	0.1709	0.1772	0.3101	0.3418
MSMEG_6008	NA	NA	NA	NA
MSMEG_6009	NA	NA	NA	NA
MSMEG_6010	0.1587	0.1667	0.3413	0.3333
MSMEG_6011	NA	NA	NA	NA
MSMEG_6012	NA	NA	NA	NA
MSMEG_6014	NA	NA	NA	NA
MSMEG_6015	NA	NA	NA	NA
MSMEG_6016	NA	NA	NA	NA
MSMEG_6017	NA	NA	NA	NA
MSMEG_6018	0.14	0.18	0.36	0.32
MSMEG_6019	0.208	0.124	0.328	0.34
MSMEG_6020	0.2062	0.175	0.3438	0.275
MSMEG_6021	0.3478	0.1304	0.1957	0.3261
MSMEG_6022	0.2432	0.1892	0.4054	0.1622
MSMEG_6023	NA	NA	NA	NA
MSMEG_6024	0.1981	0.1594	0.3671	0.2754
MSMEG_6025	NA	NA	NA	NA
MSMEG_6026	NA	NA	NA	NA
MSMEG_6027	0.1688	0.1818	0.3117	0.3377
MSMEG_6028	NA	NA	NA	NA
MSMEG_6029	0.5	0	0	0.5
MSMEG_6030	NA	NA	NA	NA
MSMEG_6031	0.2581	0.2258	0.3548	0.1613
MSMEG_6032	0.2162	0.2027	0.2838	0.2973
MSMEG_6033	0.25	0.2778	0.2222	0.25
MSMEG_6034	NA	NA	NA	NA
MSMEG_6035	NA	NA	NA	NA
MSMEG_6036	NA	NA	NA	NA
MSMEG_6037	NA	NA	NA	NA
MSMEG_6038	0.2258	0.2581	0.3226	0.1935
MSMEG_6039	0.2671	0.2422	0.2484	0.2422
MSMEG_6040	0.2273	0.1364	0.3182	0.3182
MSMEG_6041	NA	NA	NA	NA
MSMEG_6042	0.2172	0.1717	0.2929	0.3182
MSMEG_6043	NA	NA	NA	NA
MSMEG_6044	0	0	0.5	0.5
MSMEG_6045	NA	NA	NA	NA
MSMEG_6046	NA	NA	NA	NA
MSMEG_6047	NA	NA	NA	NA
MSMEG_6048	NA	NA	NA	NA
MSMEG_6049	NA	NA	NA	NA
MSMEG_6050	NA	NA	NA	NA
MSMEG_6052	NA	NA	NA	NA
MSMEG_6053	NA	NA	NA	NA
MSMEG_6054	NA	NA	NA	NA
MSMEG_6055	NA	NA	NA	NA
MSMEG_6057	NA	NA	NA	NA
MSMEG_6058	NA	NA	NA	NA
MSMEG_6059	NA	NA	NA	NA
MSMEG_6060	NA	NA	NA	NA
MSMEG_6061	NA	NA	NA	NA
MSMEG_6062	NA	NA	NA	NA
MSMEG_6063	NA	NA	NA	NA
MSMEG_6064	0.2105	0.125	0.3618	0.3026
MSMEG_6065	NA	NA	NA	NA
MSMEG_6066	NA	NA	NA	NA
MSMEG_6067	NA	NA	NA	NA
MSMEG_6068	0.3333	0.0833	0.3333	0.25
MSMEG_6069	NA	NA	NA	NA
MSMEG_6070	NA	NA	NA	NA
MSMEG_6071	NA	NA	NA	NA
MSMEG_6072	NA	NA	NA	NA
MSMEG_6073	0.2424	0.1061	0.3333	0.3182
MSMEG_6074	NA	NA	NA	NA
MSMEG_6075	NA	NA	NA	NA
MSMEG_6076	0.179	0.1518	0.358	0.3113
MSMEG_6077	0.3	0.1	0.4	0.2
MSMEG_6078	0.2903	0.1613	0.3548	0.1935
MSMEG_6079	NA	NA	NA	NA
MSMEG_6080	0.2	0.16	0.36	0.28
MSMEG_6081	NA	NA	NA	NA
MSMEG_6082	NA	NA	NA	NA
MSMEG_6083	0.1774	0.2903	0.2581	0.2742
MSMEG_6085	0.4118	0.0588	0.2941	0.2353
MSMEG_6086	NA	NA	NA	NA
MSMEG_6087	NA	NA	NA	NA
MSMEG_6088	NA	NA	NA	NA
MSMEG_6089	NA	NA	NA	NA
MSMEG_6090	0.25	0.2083	0.2667	0.275
MSMEG_6091	0.24	0.1733	0.3067	0.28
MSMEG_6092	0.2542	0.1525	0.3729	0.2203
MSMEG_6093	NA	NA	NA	NA
MSMEG_6094	NA	NA	NA	NA
MSMEG_6095	NA	NA	NA	NA
MSMEG_6096	NA	NA	NA	NA
MSMEG_6097	NA	NA	NA	NA
MSMEG_6098	0.1667	0.197	0.303	0.3333
MSMEG_6099	NA	NA	NA	NA
MSMEG_6100	NA	NA	NA	NA
MSMEG_6101	NA	NA	NA	NA
MSMEG_6102	NA	NA	NA	NA
MSMEG_6103	NA	NA	NA	NA
MSMEG_6104	0.2435	0.0609	0.3478	0.3478
MSMEG_6105	0.2667	0.0933	0.3733	0.2667
MSMEG_6106	NA	NA	NA	NA
MSMEG_6107	NA	NA	NA	NA
MSMEG_6108	NA	NA	NA	NA
MSMEG_6109	NA	NA	NA	NA
MSMEG_6110	NA	NA	NA	NA
MSMEG_6111	NA	NA	NA	NA
MSMEG_6112	0.141	0.1213	0.3377	0.4
MSMEG_6113	0.1778	0.1333	0.3333	0.3556
MSMEG_6114	0.1857	0.1571	0.3429	0.3143
MSMEG_6115	NA	NA	NA	NA
MSMEG_6116	NA	NA	NA	NA
MSMEG_6117	NA	NA	NA	NA
MSMEG_6118	NA	NA	NA	NA
MSMEG_6119	NA	NA	NA	NA
MSMEG_6120	NA	NA	NA	NA
MSMEG_6121	NA	NA	NA	NA
MSMEG_6122	NA	NA	NA	NA
MSMEG_6123	NA	NA	NA	NA
MSMEG_6124	NA	NA	NA	NA
MSMEG_6125	NA	NA	NA	NA
MSMEG_6126	NA	NA	NA	NA
MSMEG_6127	NA	NA	NA	NA
MSMEG_6128	NA	NA	NA	NA
MSMEG_6129	NA	NA	NA	NA
MSMEG_6130	NA	NA	NA	NA
MSMEG_6131	0.2121	0.2273	0.3333	0.2273
MSMEG_6132	NA	NA	NA	NA
MSMEG_6133	NA	NA	NA	NA
MSMEG_6134	NA	NA	NA	NA
MSMEG_6135	NA	NA	NA	NA
MSMEG_6136	0.1385	0.2	0.3769	0.2846
MSMEG_6137	NA	NA	NA	NA
MSMEG_6138	NA	NA	NA	NA
MSMEG_6139	NA	NA	NA	NA
MSMEG_6140	NA	NA	NA	NA
MSMEG_6141	0.2273	0.1364	0.2727	0.3636
MSMEG_6142	NA	NA	NA	NA
MSMEG_6143	NA	NA	NA	NA
MSMEG_6144	NA	NA	NA	NA
MSMEG_6145	0.1778	0.1778	0.363	0.2815
MSMEG_6146	NA	NA	NA	NA
MSMEG_6147	NA	NA	NA	NA
MSMEG_6148	0.2345	0.1977	0.3136	0.2542
MSMEG_6149	0.2243	0.1869	0.4206	0.1682
MSMEG_6150	NA	NA	NA	NA
MSMEG_6151	NA	NA	NA	NA
MSMEG_6153	0	0	1.0	0
MSMEG_6154	NA	NA	NA	NA
MSMEG_6155	NA	NA	NA	NA
MSMEG_6156	0.2243	0.1869	0.4206	0.1682
MSMEG_6157	0.2273	0.1364	0.4091	0.2273
MSMEG_6158	NA	NA	NA	NA
MSMEG_6159	0.1967	0.2077	0.3552	0.2404
MSMEG_6160	0.2391	0.0217	0.4348	0.3043
MSMEG_6161	NA	NA	NA	NA
MSMEG_6162	0.2243	0.1869	0.4206	0.1682
MSMEG_6163	NA	NA	NA	NA
MSMEG_6164	NA	NA	NA	NA
MSMEG_6165	NA	NA	NA	NA
MSMEG_6166	NA	NA	NA	NA
MSMEG_6167	NA	NA	NA	NA
MSMEG_6168	NA	NA	NA	NA
MSMEG_6169	NA	NA	NA	NA
MSMEG_6170	NA	NA	NA	NA
MSMEG_6171	0.1513	0.208	0.3215	0.3191
MSMEG_6172	NA	NA	NA	NA
MSMEG_6173	NA	NA	NA	NA
MSMEG_6174	NA	NA	NA	NA
MSMEG_6175	NA	NA	NA	NA
MSMEG_6176	NA	NA	NA	NA
MSMEG_6177	NA	NA	NA	NA
MSMEG_6178	NA	NA	NA	NA
MSMEG_6179	NA	NA	NA	NA
MSMEG_6180	0.1618	0.1765	0.4412	0.2206
MSMEG_6181	NA	NA	NA	NA
MSMEG_6182	0.2258	0.1935	0.3871	0.1935
MSMEG_6183	NA	NA	NA	NA
MSMEG_6184	NA	NA	NA	NA
MSMEG_6185	0.1724	0.1609	0.3563	0.3103
MSMEG_6186	NA	NA	NA	NA
MSMEG_6187	NA	NA	NA	NA
MSMEG_6188	NA	NA	NA	NA
MSMEG_6189	NA	NA	NA	NA
MSMEG_6190	NA	NA	NA	NA
MSMEG_6191	NA	NA	NA	NA
MSMEG_6192	NA	NA	NA	NA
MSMEG_6193	NA	NA	NA	NA
MSMEG_6194	NA	NA	NA	NA
MSMEG_6195	NA	NA	NA	NA
MSMEG_6196	NA	NA	NA	NA
MSMEG_6197	NA	NA	NA	NA
MSMEG_6198	0.3043	0.1304	0.3043	0.2609
MSMEG_6199	0.2308	0.1966	0.3419	0.2308
MSMEG_6200	NA	NA	NA	NA
MSMEG_6201	0.1658	0.2168	0.2908	0.3265
MSMEG_6202	NA	NA	NA	NA
MSMEG_6203	NA	NA	NA	NA
MSMEG_6205	NA	NA	NA	NA
MSMEG_6206	NA	NA	NA	NA
MSMEG_6207	NA	NA	NA	NA
MSMEG_6208	NA	NA	NA	NA
MSMEG_6209	NA	NA	NA	NA
MSMEG_6210	NA	NA	NA	NA
MSMEG_6211	NA	NA	NA	NA
MSMEG_6212	NA	NA	NA	NA
MSMEG_6213	NA	NA	NA	NA
MSMEG_6214	NA	NA	NA	NA
MSMEG_6215	NA	NA	NA	NA
MSMEG_6216	NA	NA	NA	NA
MSMEG_6217	NA	NA	NA	NA
MSMEG_6218	NA	NA	NA	NA
MSMEG_6219	0.2143	0.1429	0.2589	0.3839
MSMEG_6220	NA	NA	NA	NA
MSMEG_6221	0.2432	0.1306	0.3018	0.3243
MSMEG_6222	NA	NA	NA	NA
MSMEG_6223	NA	NA	NA	NA
MSMEG_6224	0.1481	0.1111	0.3333	0.4074
MSMEG_6225	NA	NA	NA	NA
MSMEG_6226	NA	NA	NA	NA
MSMEG_6227	0.2821	0.2051	0.2564	0.2564
MSMEG_6228	NA	NA	NA	NA
MSMEG_6229	0.3143	0.0286	0.4	0.2571
MSMEG_6230	NA	NA	NA	NA
MSMEG_6231	NA	NA	NA	NA
MSMEG_6232	NA	NA	NA	NA
MSMEG_6233	NA	NA	NA	NA
MSMEG_6234	NA	NA	NA	NA
MSMEG_6235	NA	NA	NA	NA
MSMEG_6236	NA	NA	NA	NA
MSMEG_6237	0.1653	0.1864	0.2797	0.3686
MSMEG_6238	NA	NA	NA	NA
MSMEG_6239	0.2381	0.2143	0.4286	0.119
MSMEG_6240	0.129	0.1548	0.4129	0.3032
