 	Nucl_A_5pUTR	Nucl_T_5pUTR	Nucl_G_5pUTR	Nucl_C_5pUTR
MSMEG_5292	0.2157	0.1961	0.3922	0.1961
MSMEG_5298	0.3529	0	0.4118	0.2353
MSMEG_5301	0.2553	0.2128	0.3404	0.1915
MSMEG_5302	0.2564	0.2051	0.3077	0.2308
MSMEG_5303	0.2762	0.2095	0.181	0.3333
MSMEG_5308	0.2092	0.2527	0.3043	0.2337
MSMEG_5310	0.4706	0	0.4118	0.1176
MSMEG_5318	0.198	0.1386	0.3069	0.3564
MSMEG_5324	0.2204	0.1377	0.3251	0.3168
MSMEG_5327	0.3023	0.093	0.2558	0.3488
MSMEG_5328	0.2759	0.1609	0.2816	0.2816
MSMEG_5329	0.1809	0.1596	0.3351	0.3245
MSMEG_5333	0.3333	0.0833	0.3056	0.2778
MSMEG_5338	0.3284	0.1642	0.1791	0.3284
MSMEG_5339	0.2647	0.1471	0.3529	0.2353
MSMEG_5343	0.36	0.08	0.4	0.16
MSMEG_5346	0.2791	0.1279	0.3372	0.2558
MSMEG_5347	0.1848	0.1413	0.25	0.4239
MSMEG_5349	0.25	0.1667	0.3333	0.25
MSMEG_5352	0.2105	0.2105	0.4211	0.1579
MSMEG_5354	0.2286	0.1286	0.2571	0.3857
MSMEG_5355	0.2621	0.1793	0.3448	0.2138
MSMEG_5360	0.1682	0.1614	0.325	0.3455
MSMEG_5368	0.1316	0.2237	0.3684	0.2763
MSMEG_5370	0.1452	0.2033	0.3693	0.2822
MSMEG_5372	0.2167	0.1	0.3167	0.3667
MSMEG_5375	0.3333	0.1	0.3667	0.2
MSMEG_5376	0.1938	0.1765	0.3149	0.3149
MSMEG_5378	0.2259	0.2226	0.3289	0.2226
MSMEG_5379	0.2243	0.1869	0.4206	0.1682
MSMEG_5388	0.2979	0.1489	0.3404	0.2128
MSMEG_5397	0.25	0.1184	0.2237	0.4079
MSMEG_5401	0.25	0.1667	0.35	0.2333
MSMEG_5403	0.2222	0.2222	0.2963	0.2593
MSMEG_5406	0.1711	0.25	0.3289	0.25
MSMEG_5409	0.1686	0.1086	0.2771	0.4457
MSMEG_5412	0.25	0.1538	0.3462	0.25
MSMEG_5414	0.1724	0.1207	0.3233	0.3836
MSMEG_5415	0.3333	0.0513	0.3333	0.2821
MSMEG_5416	0.1456	0.2146	0.3678	0.272
MSMEG_5418	0.2456	0.1754	0.2807	0.2982
MSMEG_5420	0.2215	0.1409	0.3087	0.3289
MSMEG_5427	0.2903	0.129	0.2581	0.3226
MSMEG_5429	0.1952	0.1471	0.3153	0.3423
MSMEG_5431	0.2185	0.1849	0.3025	0.2941
MSMEG_5435	0.1944	0.1806	0.3264	0.2986
MSMEG_5438	0.2098	0.1678	0.3776	0.2448
MSMEG_5439	0.2836	0.0896	0.2985	0.3284
MSMEG_5442	0.3529	0.2353	0.2353	0.1765
MSMEG_5444	0.2286	0.0571	0.3429	0.3714
MSMEG_5452	0	0	1.0	0
MSMEG_5460	0.1887	0.2642	0.3208	0.2264
MSMEG_5461	0.2222	0.2222	0.4074	0.1481
MSMEG_5462	0.1429	0.0571	0.4857	0.3143
MSMEG_5463	0.3125	0.0625	0.375	0.25
MSMEG_5468	0.1935	0.1129	0.4032	0.2903
MSMEG_5470	0.2222	0.1667	0.3889	0.2222
MSMEG_5475	0.2083	0.125	0.5	0.1667
MSMEG_5480	0.3111	0.1333	0.3111	0.2444
MSMEG_5481	0.1497	0.2006	0.2994	0.3503
MSMEG_5482	0.25	0.125	0.275	0.35
MSMEG_5483	0.2418	0.1569	0.3399	0.2614
MSMEG_5486	0.2802	0.1593	0.3022	0.2582
MSMEG_5489	0.2615	0.1385	0.2923	0.3077
MSMEG_5500	0.1884	0.1522	0.3454	0.314
MSMEG_5502	0.3077	0.1538	0.2051	0.3333
MSMEG_5503	0.2	0.1867	0.2867	0.3267
MSMEG_5505	0	0	1.0	0
MSMEG_5507	0.284	0.1852	0.2593	0.2716
MSMEG_5515	0.2362	0.1417	0.3622	0.2598
MSMEG_5517	0.14	0.2	0.4	0.26
MSMEG_5518	0.2024	0.1786	0.3095	0.3095
MSMEG_5522	0.3333	0.1667	0.3333	0.1667
MSMEG_5525	0.2602	0.1301	0.3008	0.3089
MSMEG_5534	0.3333	0	0.6667	0
MSMEG_5536	0.1333	0.2121	0.303	0.3515
MSMEG_5539	0.25	0.0833	0.2083	0.4583
MSMEG_5543	0.1692	0.1923	0.3346	0.3038
MSMEG_5549	0.3704	0.037	0.3333	0.2593
MSMEG_5553	0.2222	0.0741	0.4444	0.2593
MSMEG_5556	0.2273	0.2273	0.2727	0.2727
MSMEG_5557	0.3	0.12	0.36	0.22
MSMEG_5558	0.2593	0.1667	0.3889	0.1852
MSMEG_5559	0.2054	0.1964	0.2812	0.317
MSMEG_5565	0.2727	0.2273	0.2727	0.2273
MSMEG_5568	0.4375	0.0312	0.2812	0.25
MSMEG_5579	0.169	0.2238	0.2881	0.319
MSMEG_5584	0.3529	0.1176	0.4118	0.1176
MSMEG_5587	0.3333	0.0833	0.2917	0.2917
MSMEG_5588	0	0	0	1.0
MSMEG_5589	0.2258	0.1935	0.3548	0.2258
MSMEG_5591	0.1818	0.2727	0.3333	0.2121
MSMEG_5595	0.2222	0.1852	0.2593	0.3333
MSMEG_5597	0.2069	0.2069	0.3793	0.2069
MSMEG_5601	0.2326	0.186	0.307	0.2744
MSMEG_5607	0.3111	0.1111	0.4222	0.1556
MSMEG_5610	0.1429	0.1648	0.3407	0.3516
MSMEG_5611	0.1667	0.1833	0.4	0.25
MSMEG_5612	0.1452	0.2339	0.3468	0.2742
MSMEG_5617	0.2419	0.1452	0.2903	0.3226
MSMEG_5634	0.3212	0.0933	0.2642	0.3212
MSMEG_5636	0.25	0.1786	0.3393	0.2321
MSMEG_5641	0.2364	0.1818	0.4	0.1818
MSMEG_5646	0.2054	0.1907	0.3032	0.3007
MSMEG_5649	0.2771	0.1325	0.3373	0.253
MSMEG_5651	0.2632	0.1316	0.2632	0.3421
MSMEG_5656	0.1582	0.1785	0.3164	0.3469
MSMEG_5658	0.1733	0.1467	0.3444	0.3356
MSMEG_5660	0.1486	0.16	0.3743	0.3171
MSMEG_5661	0.1696	0.2232	0.3214	0.2857
MSMEG_5672	0.2381	0.1905	0.2698	0.3016
MSMEG_5680	0.1857	0.1857	0.2857	0.3429
MSMEG_5682	0.2791	0.1512	0.3256	0.2442
MSMEG_5685	0.1818	0.1818	0.5455	0.0909
MSMEG_5690	0.22	0.12	0.36	0.3
MSMEG_5691	0.4	0.2	0.4	0
MSMEG_5694	0.1311	0.1393	0.3852	0.3443
MSMEG_5696	0.1714	0.1714	0.3429	0.3143
MSMEG_5697	0.3333	0.0741	0.2593	0.3333
MSMEG_5699	0.2083	0.1667	0.3229	0.3021
MSMEG_5700	0.1807	0.1687	0.3133	0.3373
MSMEG_5702	0.2769	0.1538	0.3231	0.2462
MSMEG_5703	0.1885	0.1623	0.2984	0.3508
MSMEG_5704	0.2391	0.1522	0.3043	0.3043
MSMEG_5705	0.3333	0.3333	0.3333	0
MSMEG_5708	0.2256	0.2033	0.3064	0.2646
MSMEG_5709	0.2387	0.1645	0.3613	0.2355
MSMEG_5710	0.2301	0.2385	0.3222	0.2092
MSMEG_5713	0.1622	0.0811	0.3784	0.3784
MSMEG_5719	0.3636	0.1515	0.2727	0.2121
MSMEG_5720	0.25	0.25	0.25	0.25
MSMEG_5721	0.2899	0.1449	0.2174	0.3478
MSMEG_5722	0.1784	0.166	0.3029	0.3527
MSMEG_5727	0.1573	0.1348	0.3933	0.3146
MSMEG_5730	0.2581	0.1935	0.3065	0.2419
MSMEG_5731	0.5	0	0	0.5
MSMEG_5741	0.3	0.2	0.2	0.3
MSMEG_5749	0.2264	0.2264	0.283	0.2642
MSMEG_5750	0.257	0.1788	0.3296	0.2346
MSMEG_5760	0.2727	0	0.4545	0.2727
MSMEG_5764	0.1744	0.1628	0.2558	0.407
MSMEG_5768	0.1795	0.3077	0.2949	0.2179
MSMEG_5769	0.1667	0.1228	0.3684	0.3421
MSMEG_5770	0.1667	0.25	0.4167	0.1667
MSMEG_5771	0.1781	0.1918	0.2603	0.3699
MSMEG_5773	0.3235	0.1471	0.3529	0.1765
MSMEG_5775	0.1936	0.1272	0.3237	0.3555
MSMEG_5778	0.3462	0.1731	0.25	0.2308
MSMEG_5781	0.4286	0	0.2857	0.2857
MSMEG_5782	0.3243	0.1081	0.3243	0.2432
MSMEG_5784	0.2381	0.181	0.2857	0.2952
MSMEG_5786	0.25	0.125	0.4167	0.2083
MSMEG_5788	0.1467	0.2609	0.2772	0.3152
MSMEG_5797	0.2432	0.1757	0.2838	0.2973
MSMEG_5798	0	0	1.0	0
MSMEG_5800	0.2424	0.1212	0.2121	0.4242
MSMEG_5803	0.2593	0.1111	0.3704	0.2593
MSMEG_5811	0.25	0.1538	0.3846	0.2115
MSMEG_5812	0.2381	0.1905	0.3016	0.2698
MSMEG_5816	0.2111	0.0667	0.3556	0.3667
MSMEG_5820	0	0	1.0	0
MSMEG_5828	0.2222	0.1407	0.3778	0.2593
MSMEG_5831	0.2203	0.1737	0.3263	0.2797
MSMEG_5848	0.1366	0.1278	0.4449	0.2907
MSMEG_5851	0.159	0.1721	0.329	0.3399
MSMEG_5853	0.2	0.1714	0.3714	0.2571
MSMEG_5855	0.3301	0.0583	0.3689	0.2427
MSMEG_5859	0.2727	0.1591	0.3409	0.2273
MSMEG_5866	0.2632	0.2281	0.2456	0.2632
MSMEG_5868	0.2121	0.2727	0.3636	0.1515
MSMEG_5876	0.1875	0.2014	0.3194	0.2917
MSMEG_5878	0.2703	0.1081	0.3514	0.2703
MSMEG_5879	0.2135	0.191	0.3483	0.2472
MSMEG_5885	0.3125	0.125	0.2812	0.2812
MSMEG_5886	0.4	0.4	0.2	0
MSMEG_5887	0.3256	0.0698	0.2558	0.3488
MSMEG_5889	0.4571	0.0857	0.2286	0.2286
MSMEG_5894	0.1676	0.1564	0.3855	0.2905
MSMEG_5902	0.2066	0.1405	0.3223	0.3306
MSMEG_5904	0.1333	0.0889	0.4	0.3778
MSMEG_5906	0.25	0.1667	0.4167	0.1667
MSMEG_5912	0.2	0.2286	0.3714	0.2
MSMEG_5916	0.2222	0.1852	0.3704	0.2222
MSMEG_5920	0.2241	0.1577	0.3734	0.2448
MSMEG_5925	0.3043	0.087	0.3913	0.2174
MSMEG_5929	0.2273	0.1364	0.4773	0.1591
MSMEG_5933	0.2373	0.1356	0.2542	0.3729
MSMEG_5934	0.3667	0.1333	0.2667	0.2333
MSMEG_5937	0.2809	0.0899	0.3258	0.3034
MSMEG_5939	0.1538	0.3077	0.2308	0.3077
MSMEG_5940	0.2293	0.1592	0.293	0.3185
MSMEG_5943	0.1692	0.1615	0.2923	0.3769
MSMEG_5944	0.2019	0.1538	0.3077	0.3365
MSMEG_5952	0.1582	0.1751	0.3544	0.3122
MSMEG_5956	0.1458	0.2292	0.4167	0.2083
MSMEG_5959	0.1604	0.2055	0.3509	0.2832
MSMEG_5962	0.163	0.2481	0.3148	0.2741
MSMEG_5967	0.2105	0.193	0.386	0.2105
MSMEG_5968	0.1562	0.125	0.4688	0.25
MSMEG_5969	0.2232	0.2009	0.3571	0.2188
MSMEG_5970	0.3103	0.1724	0.2069	0.3103
MSMEG_5971	0.2402	0.1965	0.2882	0.2751
MSMEG_5976	0.3333	0.1026	0.2821	0.2821
MSMEG_5981	0.1818	0.1653	0.3512	0.3017
MSMEG_5988	0.1736	0.1736	0.3967	0.2562
MSMEG_5989	0.2667	0.0333	0.5	0.2
MSMEG_5995	0.2812	0.2188	0.25	0.25
MSMEG_5997	0.1868	0.1154	0.3352	0.3626
MSMEG_6001	0.2791	0.186	0.3023	0.2326
MSMEG_6006	0.1709	0.1772	0.3101	0.3418
MSMEG_6010	0.1587	0.1667	0.3413	0.3333
MSMEG_6018	0.14	0.18	0.36	0.32
MSMEG_6019	0.208	0.124	0.328	0.34
MSMEG_6020	0.2062	0.175	0.3438	0.275
MSMEG_6021	0.3478	0.1304	0.1957	0.3261
MSMEG_6022	0.2432	0.1892	0.4054	0.1622
MSMEG_6024	0.1981	0.1594	0.3671	0.2754
MSMEG_6027	0.1688	0.1818	0.3117	0.3377
MSMEG_6029	0.5	0	0	0.5
MSMEG_6031	0.2581	0.2258	0.3548	0.1613
MSMEG_6032	0.2162	0.2027	0.2838	0.2973
MSMEG_6033	0.25	0.2778	0.2222	0.25
MSMEG_6038	0.2258	0.2581	0.3226	0.1935
MSMEG_6039	0.2671	0.2422	0.2484	0.2422
MSMEG_6040	0.2273	0.1364	0.3182	0.3182
MSMEG_6042	0.2172	0.1717	0.2929	0.3182
MSMEG_6044	0	0	0.5	0.5
MSMEG_6064	0.2105	0.125	0.3618	0.3026
MSMEG_6068	0.3333	0.0833	0.3333	0.25
MSMEG_6073	0.2424	0.1061	0.3333	0.3182
MSMEG_6076	0.179	0.1518	0.358	0.3113
MSMEG_6077	0.3	0.1	0.4	0.2
MSMEG_6078	0.2903	0.1613	0.3548	0.1935
MSMEG_6080	0.2	0.16	0.36	0.28
MSMEG_6083	0.1774	0.2903	0.2581	0.2742
MSMEG_6085	0.4118	0.0588	0.2941	0.2353
MSMEG_6090	0.25	0.2083	0.2667	0.275
MSMEG_6091	0.24	0.1733	0.3067	0.28
MSMEG_6092	0.2542	0.1525	0.3729	0.2203
MSMEG_6098	0.1667	0.197	0.303	0.3333
MSMEG_6104	0.2435	0.0609	0.3478	0.3478
MSMEG_6105	0.2667	0.0933	0.3733	0.2667
MSMEG_6112	0.141	0.1213	0.3377	0.4
MSMEG_6113	0.1778	0.1333	0.3333	0.3556
MSMEG_6114	0.1857	0.1571	0.3429	0.3143
MSMEG_6131	0.2121	0.2273	0.3333	0.2273
MSMEG_6136	0.1385	0.2	0.3769	0.2846
MSMEG_6141	0.2273	0.1364	0.2727	0.3636
MSMEG_6145	0.1778	0.1778	0.363	0.2815
MSMEG_6148	0.2345	0.1977	0.3136	0.2542
MSMEG_6149	0.2243	0.1869	0.4206	0.1682
MSMEG_6153	0	0	1.0	0
MSMEG_6156	0.2243	0.1869	0.4206	0.1682
MSMEG_6157	0.2273	0.1364	0.4091	0.2273
MSMEG_6159	0.1967	0.2077	0.3552	0.2404
MSMEG_6160	0.2391	0.0217	0.4348	0.3043
MSMEG_6162	0.2243	0.1869	0.4206	0.1682
MSMEG_6171	0.1513	0.208	0.3215	0.3191
MSMEG_6180	0.1618	0.1765	0.4412	0.2206
MSMEG_6182	0.2258	0.1935	0.3871	0.1935
MSMEG_6185	0.1724	0.1609	0.3563	0.3103
MSMEG_6198	0.3043	0.1304	0.3043	0.2609
MSMEG_6199	0.2308	0.1966	0.3419	0.2308
MSMEG_6201	0.1658	0.2168	0.2908	0.3265
MSMEG_6219	0.2143	0.1429	0.2589	0.3839
MSMEG_6221	0.2432	0.1306	0.3018	0.3243
MSMEG_6224	0.1481	0.1111	0.3333	0.4074
MSMEG_6227	0.2821	0.2051	0.2564	0.2564
MSMEG_6229	0.3143	0.0286	0.4	0.2571
MSMEG_6237	0.1653	0.1864	0.2797	0.3686
MSMEG_6239	0.2381	0.2143	0.4286	0.119
MSMEG_6240	0.129	0.1548	0.4129	0.3032
MSMEG_6241	0.2365	0.1478	0.3103	0.3054
MSMEG_6242	0.2439	0.0732	0.3659	0.3171
MSMEG_6243	0.2353	0.0882	0.4118	0.2647
MSMEG_6245	0.1458	0.2222	0.3056	0.3264
MSMEG_6250	0.1905	0.119	0.4762	0.2143
MSMEG_6254	0.2137	0.1795	0.2991	0.3077
MSMEG_6257	0.2439	0.2195	0.2439	0.2927
MSMEG_6259	0.175	0.25	0.35	0.225
MSMEG_6266	0.2329	0.2192	0.3288	0.2192
MSMEG_6270	0.1529	0.1804	0.3517	0.315
MSMEG_6271	0.1197	0.1966	0.3419	0.3419
MSMEG_6280	0.3333	0.0427	0.2991	0.3248
MSMEG_6282	0.1972	0.2113	0.2958	0.2958
MSMEG_6284	0.3889	0.0556	0.3889	0.1667
MSMEG_6286	0.1712	0.1233	0.3699	0.3356
MSMEG_6291	0.2909	0.2	0.3091	0.2
MSMEG_6300	0.2857	0.0714	0.3929	0.25
MSMEG_6302	0	0	1.0	0
MSMEG_6303	0.1935	0.129	0.3226	0.3548
MSMEG_6314	0.1709	0.1852	0.3134	0.3305
MSMEG_6316	0.1915	0.2128	0.3617	0.234
MSMEG_6334	0.1718	0.1924	0.3127	0.323
MSMEG_6340	0.2826	0.1304	0.3261	0.2609
MSMEG_6344	0.3529	0.1765	0.2647	0.2059
MSMEG_6346	0.2647	0.1471	0.4118	0.1765
MSMEG_6348	0.3636	0.1591	0.25	0.2273
MSMEG_6352	0.1776	0.1215	0.3645	0.3364
MSMEG_6353	0.1667	0.25	0.25	0.3333
MSMEG_6354	0.1557	0.1434	0.3443	0.3566
MSMEG_6356	0.1905	0.1984	0.3571	0.254
MSMEG_6358	0.2123	0.2031	0.3077	0.2769
MSMEG_6363	0.1321	0.1981	0.3774	0.2925
MSMEG_6365	0.2828	0.0606	0.3636	0.2929
MSMEG_6369	0.1528	0.1667	0.4028	0.2778
MSMEG_6379	0.1516	0.1543	0.3191	0.375
MSMEG_6380	0.2248	0.1783	0.3411	0.2558
MSMEG_6381	0.1818	0.1364	0.5	0.1818
MSMEG_6383	0.2069	0.1724	0.3005	0.3202
MSMEG_6385	0.1724	0.2069	0.3793	0.2414
MSMEG_6386	0.1667	0.1875	0.1875	0.4583
MSMEG_6390	0.2368	0.2368	0.3421	0.1842
MSMEG_6391	0.2353	0.1324	0.3971	0.2353
MSMEG_6393	0.1648	0.1758	0.3846	0.2747
MSMEG_6394	0.1854	0.1656	0.3311	0.3179
MSMEG_6398	0.2466	0.1644	0.411	0.1781
MSMEG_6399	0.1765	0.1176	0.3529	0.3529
MSMEG_6401	0.2742	0.129	0.4032	0.1935
MSMEG_6404	0	0	1.0	0
MSMEG_6405	0.1845	0.2524	0.301	0.2621
MSMEG_6408	0.1433	0.1238	0.3779	0.355
MSMEG_6410	0.1935	0.3871	0.2258	0.1935
MSMEG_6411	0.1947	0.165	0.33	0.3102
MSMEG_6414	0.2222	0.1944	0.2222	0.3611
MSMEG_6416	0.1273	0.1364	0.4	0.3364
MSMEG_6419	0.3	0.1	0.3333	0.2667
MSMEG_6426	0.2346	0.2099	0.3333	0.2222
MSMEG_6427	0.25	0.25	0.2188	0.2812
MSMEG_6428	0.2642	0.1132	0.3208	0.3019
MSMEG_6430	0.169	0.1549	0.3732	0.3028
MSMEG_6432	0.2381	0.119	0.381	0.2619
MSMEG_6433	0.2	0.1778	0.4	0.2222
MSMEG_6434	0.25	0.1071	0.3214	0.3214
MSMEG_6438	0.2419	0.0806	0.2742	0.4032
MSMEG_6446	0.3125	0.125	0.4375	0.125
MSMEG_6447	0.2473	0.1593	0.2527	0.3407
MSMEG_6448	0.3636	0.1818	0.2727	0.1818
MSMEG_6451	0.2857	0.2857	0.1714	0.2571
MSMEG_6452	0.3333	0.1389	0.3056	0.2222
MSMEG_6456	0.3158	0.1053	0.2632	0.3158
MSMEG_6457	0.1951	0.2195	0.3659	0.2195
MSMEG_6477	0.32	0.16	0.36	0.16
MSMEG_6480	0.2414	0.1034	0.3793	0.2759
MSMEG_6481	0.1954	0.1466	0.3192	0.3388
MSMEG_6484	0.1429	0.2468	0.3506	0.2597
MSMEG_6487	0.225	0.15	0.275	0.35
MSMEG_6497	0.2289	0.3373	0.2651	0.1687
MSMEG_6498	0.4762	0.0714	0.1905	0.2619
MSMEG_6508	0.1912	0.1912	0.3137	0.3039
MSMEG_6511	0.2917	0.125	0.375	0.2083
MSMEG_6515	0	0	1.0	0
MSMEG_6518	0.1818	0.2348	0.3258	0.2576
MSMEG_6519	0.1605	0.1265	0.358	0.3549
MSMEG_6524	0.1513	0.1849	0.3277	0.3361
MSMEG_6525	0	0	1.0	0
MSMEG_6528	0.2419	0.2016	0.2903	0.2661
MSMEG_6535	0.1667	0.0417	0.4583	0.3333
MSMEG_6538	0.1854	0.1391	0.3311	0.3444
MSMEG_6540	0.1667	0.3095	0.3095	0.2143
MSMEG_6541	0.211	0.1376	0.2752	0.3761
MSMEG_6544	0.1892	0.1622	0.3838	0.2649
MSMEG_6552	0.1915	0.1277	0.4043	0.2766
MSMEG_6555	0.1515	0.2727	0.3636	0.2121
MSMEG_6563	0.25	0.1538	0.3077	0.2885
MSMEG_6566	0.2698	0.127	0.3651	0.2381
MSMEG_6568	0.2429	0.1571	0.3429	0.2571
MSMEG_6577	0.1833	0.1417	0.35	0.325
MSMEG_6579	0.3077	0.1154	0.3269	0.25
MSMEG_6581	0.2388	0.2239	0.2388	0.2985
MSMEG_6587	0.234	0.234	0.2553	0.2766
MSMEG_6588	0.2143	0.2143	0.2381	0.3333
MSMEG_6590	0	0	1.0	0
MSMEG_6596	0.24	0.2	0.32	0.24
MSMEG_6601	0	0	1.0	0
MSMEG_6603	0.2857	0.1714	0.2857	0.2571
MSMEG_6604	0.1852	0.1111	0.4815	0.2222
MSMEG_6618	0.3333	0	0	0.6667
MSMEG_6630	0.2414	0.2069	0.3793	0.1724
MSMEG_6634	0.1296	0.1262	0.3688	0.3754
MSMEG_6635	0.2609	0.1304	0.2609	0.3478
MSMEG_6636	0.25	0.2	0.3	0.25
MSMEG_6637	0.2	0.1846	0.2923	0.3231
MSMEG_6638	0.1711	0.174	0.3481	0.3068
MSMEG_6640	0.1708	0.1833	0.3354	0.3104
MSMEG_6642	0.1393	0.15	0.375	0.3357
MSMEG_6649	0.1734	0.1796	0.3498	0.2972
MSMEG_6650	0.1833	0.1667	0.2722	0.3778
MSMEG_6654	0.2523	0.2342	0.2883	0.2252
MSMEG_6660	0.2308	0.1795	0.2308	0.359
MSMEG_6663	0.2143	0.0536	0.4464	0.2857
MSMEG_6678	0.2059	0.0588	0.5	0.2353
MSMEG_6686	0.1692	0.1692	0.2462	0.4154
MSMEG_6690	0.2083	0.0938	0.3542	0.3438
MSMEG_6698	0.1923	0.1923	0.4231	0.1923
MSMEG_6700	0.1918	0.1507	0.274	0.3836
MSMEG_6726	0.219	0.1429	0.381	0.2571
MSMEG_6727	0.2128	0.0851	0.4468	0.2553
MSMEG_6730	0.3243	0.0541	0.2973	0.3243
MSMEG_6739	0.3191	0.1596	0.266	0.2553
MSMEG_6740	0.2034	0.1864	0.2881	0.322
MSMEG_6743	0.3243	0.2432	0.2703	0.1622
MSMEG_6744	0.1304	0.2	0.313	0.3565
MSMEG_6747	0.1591	0.1818	0.3409	0.3182
MSMEG_6754	0.2791	0.1628	0.2791	0.2791
MSMEG_6758	0.3148	0.1111	0.2593	0.3148
MSMEG_6759	0.1465	0.1805	0.276	0.397
MSMEG_6760	0.1866	0.1487	0.3353	0.3294
MSMEG_6761	0.2	0.1538	0.3231	0.3231
MSMEG_6764	0.4091	0.0455	0.3182	0.2273
MSMEG_6771	0.2243	0.1589	0.2617	0.3551
MSMEG_6772	0.2453	0.1321	0.3585	0.2642
MSMEG_6781	0.1671	0.1482	0.3477	0.3369
MSMEG_6783	0.3913	0.087	0.3043	0.2174
MSMEG_6786	0.1791	0.1383	0.3583	0.3243
MSMEG_6787	0.2177	0.1129	0.3226	0.3468
MSMEG_6789	0.2159	0.1477	0.3523	0.2841
MSMEG_6800	0.1694	0.1935	0.3548	0.2823
MSMEG_6802	0.1978	0.1758	0.3187	0.3077
MSMEG_6804	0.1818	0.0227	0.4091	0.3864
MSMEG_6808	0.2	0.1429	0.3429	0.3143
MSMEG_6821	0.2414	0.1552	0.3276	0.2759
MSMEG_6822	0.1724	0.2241	0.3103	0.2931
MSMEG_6826	0.1562	0.25	0.3438	0.25
MSMEG_6843	0.2188	0.1211	0.3477	0.3125
MSMEG_6859	0.1739	0.2174	0.3043	0.3043
MSMEG_6861	0.3	0.1857	0.2429	0.2714
MSMEG_6864	0	0	1.0	0
MSMEG_6865	0.1695	0.1864	0.2458	0.3983
MSMEG_6874	0.25	0.2188	0.25	0.2812
MSMEG_6881	0.3243	0.1622	0.3784	0.1351
MSMEG_6884	0.25	0.125	0.3393	0.2857
MSMEG_6892	0.2015	0.2205	0.3004	0.2776
MSMEG_6896	0.1795	0.1795	0.2949	0.3462
MSMEG_6897	0.2258	0.1613	0.3011	0.3118
MSMEG_6900	0.1542	0.1168	0.3458	0.3832
MSMEG_6903	0.2273	0.1932	0.3409	0.2386
MSMEG_6911	0.158	0.1761	0.3296	0.3363
MSMEG_6914	0	0	1.0	0
MSMEG_6919	0.28	0.14	0.32	0.26
MSMEG_6922	0.1842	0.1316	0.2895	0.3947
MSMEG_6925	0.2049	0.1352	0.3607	0.2992
MSMEG_6932	0	0	1.0	0
MSMEG_6933	0.2162	0.1622	0.3784	0.2432
MSMEG_6934	0.3333	0.0556	0.3333	0.2778
MSMEG_6935	0.1778	0.1556	0.3333	0.3333
MSMEG_6936	0.2143	0.119	0.2857	0.381
MSMEG_6941	0.2404	0.092	0.3798	0.2878
MSMEG_6942	0.25	0.0776	0.3448	0.3276
MSMEG_6946	0.2083	0.1429	0.3452	0.3036
MSMEG_6947	0.2257	0.1903	0.2655	0.3186
