 	CDS_MFE_100_50nt_CDS	CDS_MFE_100_50nt_5p	CDS_MFE_100_50nt_mid	CDS_MFE_100_50nt_3p
MSMEG_5296	-34.75	-40.0	-29.5	-29.5
MSMEG_5297	-40.6265	-40.9	-40.0333	-41.01
MSMEG_5298	-34.2333	-42.1	-31.45	-16.2
MSMEG_5299	-32.96	-29.8	-39.0	-27.2
MSMEG_5300	-41.4286	-45.22	-39.92	-38.575
MSMEG_5301	-38.5091	-41.6	-36.975	-36.4333
MSMEG_5302	-37.437	-38.05	-35.2667	-39.1125
MSMEG_5303	-38.72	-36.5	-41.29	-38.5778
MSMEG_5304	-40.329	-41.0818	-42.7636	-36.4333
MSMEG_5305	-39.7143	-45.47	-39.3333	-33.7
MSMEG_5306	-39.4	-43.3	-37.58	-35.9333
MSMEG_5307	-37.8214	-37.66	-38.54	-37.125
MSMEG_5308	-38.8591	-37.7875	-44.2	-34.7429
MSMEG_5309	-40.8429	-43.42	-43.08	-34.825
MSMEG_5310	-39.775	-45.3833	-35.46	-37.36
MSMEG_5311	-40.7467	-39.4833	-45.32	-36.925
MSMEG_5312	-40.9417	-40.32	-46.9	-34.0333
MSMEG_5313	-36.8667	-38.5667	-41.35	-25.35
MSMEG_5314	-40.4833	-41.0571	-38.35	-42.24
MSMEG_5315	-40.2562	-42.4333	-38.7167	-39.3
MSMEG_5316	-34.08	-35.5833	-33.32	-32.775
MSMEG_5317	-36.9	-35.9	-37.76	-37.075
MSMEG_5318	-30.8107	-32.87	-31.2667	-28.0667
MSMEG_5319	-37.05	-37.2333	-38.7333	-34.25
MSMEG_5320	-18.9	-21.5	-13.7	-13.7
MSMEG_5321	-39.75	-40.1333	-44.05	-30.0
MSMEG_5322	-39.4308	-37.6778	-40.4	-40.3125
MSMEG_5323	-40.5933	-38.1	-42.86	-41.5
MSMEG_5324	-41.5357	-41.66	-43.02	-39.525
MSMEG_5325	-36.6333	-32.2333	-47.45	-28.2
MSMEG_5326	-35.75	-41.7333	-38.6667	-22.4
MSMEG_5327	-42.15	-43.3667	-51.55	-19.7
MSMEG_5328	-37.48	-33.95	-40.1	-39.3
MSMEG_5329	-40.1071	-37.7	-39.26	-44.175
MSMEG_5330	-41.42	-45.9143	-42.6429	-34.75
MSMEG_5332	-36.0583	-37.78	-35.575	-33.8333
MSMEG_5333	-37.8333	-37.8667	-39.9	-33.6
MSMEG_5334	-37.1583	-39.4	-36.9	-33.7667
MSMEG_5335	-37.0875	-36.2111	-38.5625	-36.5286
MSMEG_5336	-40.1417	-42.5	-43.425	-31.8333
MSMEG_5338	-35.45	-36.1333	-36.5	-32.85
MSMEG_5339	-39.7524	-45.5	-39.0429	-32.9167
MSMEG_5340	-36.9	-41.4	-35.075	-31.8333
MSMEG_5341	-36.6174	-35.4875	-39.7125	-34.3714
MSMEG_5342	-40.1833	-37.4	-48.5	-31.9
MSMEG_5343	-38.7	-35.1333	-43.2	-40.4
MSMEG_5344	-40.85	-48.5	-33.2	-24.1
MSMEG_5345	-38.8733	-39.8333	-38.18	-38.3
MSMEG_5346	-34.025	-33.68	-36.25	-31.6333
MSMEG_5347	-37.0192	-38.6333	-34.6111	-37.9125
MSMEG_5348	-39.9065	-36.4818	-42.1182	-41.3889
MSMEG_5349	-37.5083	-40.96	-39.0	-29.7667
MSMEG_5350	-30.075	-32.63	-31.2222	-26.0889
MSMEG_5351	-38.7333	-41.3	-33.6	-33.6
MSMEG_5352	-33.0	-36.4333	-38.0	-12.7
MSMEG_5353	-38.0867	-36.2	-41.48	-36.675
MSMEG_5354	-37.025	-37.9429	-36.9857	-36.0
MSMEG_5355	-35.9636	-38.8	-35.6	-32.6667
MSMEG_5356	-30.475	-35.75	-35.5	-14.9
MSMEG_5357	-33.25	-33.5	-33.0	-33.0
MSMEG_5358	-38.1074	-36.52	-40.3444	-37.575
MSMEG_5359	-35.8875	-41.4333	-32.4	-32.8
MSMEG_5360	-33.7882	-36.0667	-35.2667	-29.28
MSMEG_5361	-39.4846	-39.02	-46.1	-29.2333
MSMEG_5362	-40.06	-47.2833	-39.64	-29.75
MSMEG_5363	-36.6714	-40.1333	-34.95	-33.2
MSMEG_5364	-38.2579	-35.7429	-41.8333	-37.6167
MSMEG_5365	-44.22	-50.4	-43.6	-33.1
MSMEG_5366	-34.1111	-34.675	-37.1667	-28.4
MSMEG_5367	-33.65	-26.4	-38.025	-39.4
MSMEG_5368	-38.1444	-34.1143	-43.65	-37.18
MSMEG_5369	-40.8846	-37.22	-42.98	-43.5
MSMEG_5370	-34.2231	-33.84	-42.05	-26.875
MSMEG_5371	-35.4067	-35.25	-37.72	-32.75
MSMEG_5372	-39.8796	-39.7529	-41.2765	-38.44
MSMEG_5373	-34.39	-32.5286	-38.2714	-32.0333
MSMEG_5374	-34.15	-36.88	-32.66	-32.6
MSMEG_5375	-37.4923	-35.86	-36.4	-42.0333
MSMEG_5376	-37.4714	-34.6	-38.9333	-41.7
MSMEG_5377	-28.5273	-37.925	-28.825	-15.6
MSMEG_5378	-35.8269	-40.4	-38.2444	-27.9625
MSMEG_5379	-37.0429	-41.18	-34.82	-34.65
MSMEG_5381	-48.3059	-48.7333	-52.9333	-42.24
MSMEG_5383	-38.7533	-41.15	-39.72	-33.95
MSMEG_5384	-30.45	-40.2	-20.7	-20.7
MSMEG_5385	-37.8963	-35.13	-36.5222	-42.9
MSMEG_5386	-37.7636	-31.65	-42.5	-39.6
MSMEG_5387	-42.1294	-46.45	-41.3833	-37.84
MSMEG_5388	-39.675	-38.4	-40.95	-39.6
MSMEG_5389	-44.5714	-47.16	-42.86	-43.475
MSMEG_5390	-33.2125	-37.1333	-33.6667	-26.65
MSMEG_5391	-34.95	-41.15	-36.5	-21.0
MSMEG_5392	-36.7	-38.6167	-38.0636	-32.9
MSMEG_5393	-37.2929	-36.5533	-41.8643	-33.2231
MSMEG_5394	-36.2294	-34.0167	-38.8333	-35.76
MSMEG_5395	-38.49	-38.9647	-37.9118	-38.6
MSMEG_5396	-37.3231	-40.22	-37.48	-32.2333
MSMEG_5397	-39.2136	-41.4375	-37.425	-38.6333
MSMEG_5398	-37.6852	-43.47	-40.2222	-27.6
MSMEG_5399	-36.14	-37.575	-37.9333	-32.4333
MSMEG_5400	-40.8806	-40.0273	-43.1091	-39.2
MSMEG_5401	-39.0556	-36.95	-39.7	-42.3
MSMEG_5402	-35.8867	-40.6333	-31.46	-34.3
MSMEG_5403	-43.2737	-43.3385	-44.6154	-41.75
MSMEG_5404	-37.6351	-38.1923	-37.7333	-36.9333
MSMEG_5405	-32.4429	-36.2	-38.75	-20.5
MSMEG_5406	-25.0	-29.3	-20.7	-20.7
MSMEG_5407	-40.1357	-40.94	-45.54	-32.375
MSMEG_5408	-36.9867	-40.5333	-37.34	-31.225
MSMEG_5409	-33.76	-32.85	-34.8	-33.5
MSMEG_5410	-35.3516	-35.1545	-38.9	-32.02
MSMEG_5411	-39.12	-42.75	-40.95	-28.2
MSMEG_5412	-40.38	-34.1143	-45.4857	-41.7333
MSMEG_5413	-40.2737	-43.3143	-42.4667	-34.5333
MSMEG_5414	-39.8435	-43.3125	-38.475	-37.4429
MSMEG_5415	-40.648	-42.4222	-41.1333	-37.7429
MSMEG_5416	-38.6385	-43.34	-37.25	-34.15
MSMEG_5417	-33.1	-33.5	-32.9	-23.1
MSMEG_5418	-39.0222	-39.2286	-43.1667	-33.76
MSMEG_5420	-37.388	-45.0	-35.7556	-29.7
MSMEG_5421	-33.6155	-31.11	-36.21	-33.5167
MSMEG_5422	-38.1	-37.9857	-38.1667	-38.1667
MSMEG_5423	-40.5861	-43.508	-39.3	-38.7522
MSMEG_5424	-36.5417	-35.42	-37.3	-37.4
MSMEG_5426	-38.4929	-39.4	-37.05	-39.1625
MSMEG_5427	-35.2737	-33.9429	-36.6286	-35.24
MSMEG_5428	-36.2	-38.7333	-37.5	-26.0
MSMEG_5429	-30.6167	-32.26	-35.425	-21.4667
MSMEG_5430	-37.1412	-36.3333	-33.1	-42.96
MSMEG_5431	-38.1917	-35.66	-40.825	-38.9
MSMEG_5432	-42.1818	-47.25	-41.85	-35.8667
MSMEG_5433	-37.575	-43.7857	-36.7429	-31.3
MSMEG_5434	-36.5125	-43.3	-31.4333	-33.95
MSMEG_5435	-40.7875	-41.0818	-40.8727	-40.37
MSMEG_5436	-43.3789	-40.8571	-45.85	-43.85
MSMEG_5437	-38.6706	-42.1167	-37.4667	-35.98
MSMEG_5438	-40.9765	-40.2833	-43.9667	-38.22
MSMEG_5439	-34.8591	-34.275	-38.5625	-30.7
MSMEG_5440	-36.9294	-38.6667	-40.2	-30.92
MSMEG_5441	-35.7067	-32.2364	-36.21	-39.3889
MSMEG_5442	-36.9269	-33.9556	-38.4333	-38.575
MSMEG_5443	-41.1565	-39.6875	-44.725	-38.7571
MSMEG_5444	-38.0333	-37.9429	-39.2167	-36.74
MSMEG_5445	-41.7312	-43.0333	-38.0667	-45.275
MSMEG_5446	-42.568	-43.0778	-45.2625	-39.3
MSMEG_5447	-36.4548	-40.3	-35.18	-33.5
MSMEG_5448	-37.9	-37.0778	-41.7375	-34.5714
MSMEG_5449	-37.2	-34.8429	-39.7571	-36.9667
MSMEG_5450	-33.4875	-36.3	-36.3667	-24.95
MSMEG_5451	-37.5545	-37.775	-37.525	-37.3
MSMEG_5452	-34.1	-32.68	-38.06	-29.8667
MSMEG_5453	-44.2769	-49.42	-48.075	-34.05
MSMEG_5454	-34.2579	-38.1857	-34.1667	-29.7667
MSMEG_5455	-33.8379	-33.82	-34.27	-33.3778
MSMEG_5456	-34.7929	-36.42	-33.5	-34.375
MSMEG_5457	-39.275	-35.1833	-38.8667	-46.025
MSMEG_5458	-38.01	-42.7429	-41.7143	-28.1667
MSMEG_5459	-40.0	-45.95	-28.1	-28.1
MSMEG_5460	-35.5091	-36.625	-39.7	-28.4333
MSMEG_5461	-38.58	-43.65	-40.95	-23.7
MSMEG_5462	-40.5778	-38.2143	-44.1	-39.66
MSMEG_5463	-39.9471	-40.4167	-40.8333	-38.32
MSMEG_5464	-44.0	-47.4625	-41.85	-42.5
MSMEG_5465	-37.9882	-37.35	-39.4167	-37.04
MSMEG_5466	-42.7786	-45.1	-43.0	-39.6
MSMEG_5468	-39.1435	-37.0375	-39.975	-40.6
MSMEG_5469	-43.1917	-44.72	-42.425	-41.6667
MSMEG_5470	-43.9375	-45.9556	-42.7375	-42.7143
MSMEG_5471	-37.9611	-37.7429	-40.6333	-35.06
MSMEG_5472	-40.9636	-39.925	-43.25	-39.3
MSMEG_5473	-37.9667	-39.6769	-36.85	-37.1636
MSMEG_5474	-44.0706	-43.25	-44.6167	-44.4
MSMEG_5475	-36.2867	-39.6167	-34.94	-32.975
MSMEG_5476	-38.1257	-38.9917	-37.8417	-37.4909
MSMEG_5477	-38.7278	-42.4857	-39.35	-32.72
MSMEG_5478	-41.1687	-42.9667	-39.8333	-40.475
MSMEG_5479	-30.0333	-31.8	-27.7	-29.4
MSMEG_5480	-39.475	-51.3	-40.1	-15.2
MSMEG_5481	-41.4462	-43.64	-45.175	-34.975
MSMEG_5482	-30.1889	-30.125	-33.8667	-24.8
MSMEG_5483	-36.2	-37.16	-32.775	-39.1667
MSMEG_5484	-21.7333	-25.85	-13.5	-13.5
MSMEG_5485	-41.96	-41.975	-41.125	-43.6
MSMEG_5486	-40.2154	-43.9556	-37.8111	-38.7125
MSMEG_5487	-41.1967	-38.7727	-43.24	-41.8889
MSMEG_5488	-35.2	-33.88	-36.82	-34.7
MSMEG_5489	-42.9667	-46.95	-35.0	-35.0
MSMEG_5490	-40.9765	-45.9917	-37.8818	-38.6
MSMEG_5491	-40.7	-39.6	-44.0	-37.7667
MSMEG_5492	-37.6742	-37.3909	-35.6364	-40.5111
MSMEG_5493	-40.4105	-42.3	-37.1615	-41.8833
MSMEG_5494	-34.7435	-34.9125	-34.35	-35.0
MSMEG_5495	-36.54	-37.45	-40.22	-30.575
MSMEG_5496	-40.912	-44.2778	-38.3875	-39.65
MSMEG_5497	-34.2	-36.9	-31.5	-31.5
MSMEG_5498	-32.2	-39.8	-27.35	-25.65
MSMEG_5499	-40.0333	-44.5333	-40.45	-25.7
MSMEG_5500	-30.7333	-40.6	-25.8	-13.3
MSMEG_5501	-31.2867	-34.3188	-31.1667	-27.95
MSMEG_5502	-31.214	-34.6733	-29.1867	-29.5615
MSMEG_5503	-32.72	-33.7	-33.9714	-30.1167
MSMEG_5504	-33.5267	-36.0333	-31.34	-32.5
MSMEG_5505	-34.2545	-32.6	-35.875	-34.3
MSMEG_5506	-32.85	-31.45	-32.8	-34.7667
MSMEG_5507	-32.9154	-31.7889	-32.8222	-34.2875
MSMEG_5508	-35.4613	-37.3818	-33.1818	-35.9
MSMEG_5509	-40.3133	-36.3667	-40.26	-46.3
MSMEG_5511	-40.415	-37.2571	-45.3154	-38.9154
MSMEG_5512	-40.9037	-40.85	-39.5222	-42.525
MSMEG_5513	-36.1432	-36.6077	-39.0083	-32.775
MSMEG_5514	-38.0692	-43.22	-39.85	-29.85
MSMEG_5515	-42.4258	-41.4182	-43.1273	-42.8
MSMEG_5516	-38.4417	-40.72	-41.65	-30.3667
MSMEG_5517	-43.1552	-45.67	-46.72	-36.4
MSMEG_5518	-38.1	-40.7333	-36.7167	-36.6
MSMEG_5519	-32.1955	-34.9375	-30.25	-31.1333
MSMEG_5520	-35.375	-32.8333	-35.0833	-39.625
MSMEG_5521	-36.2633	-38.7182	-35.12	-34.5333
MSMEG_5522	-35.5083	-37.82	-36.325	-30.5667
MSMEG_5523	-33.3649	-31.4846	-34.15	-34.6167
MSMEG_5524	-35.9222	-34.8667	-36.0714	-36.98
MSMEG_5525	-35.2174	-34.8625	-35.725	-35.0429
MSMEG_5526	-38.345	-31.7286	-43.9714	-39.5
MSMEG_5527	-35.5538	-28.08	-42.16	-37.0
MSMEG_5528	-30.1	-35.6	-24.6	-24.6
MSMEG_5529	-36.2474	-42.8286	-36.4167	-28.4
MSMEG_5530	-34.8882	-39.7167	-32.7333	-31.68
MSMEG_5531	-40.6	-41.88	-41.5	-37.875
MSMEG_5532	-43.1871	-44.9636	-42.0	-42.4667
MSMEG_5533	-36.725	-34.1333	-46.9333	-25.3
MSMEG_5534	-37.9404	-38.6062	-37.2188	-38.0
MSMEG_5535	-35.6	-39.2	-34.85	-29.9
MSMEG_5536	-33.22	-30.4	-39.2	-26.9
MSMEG_5537	-41.895	-42.4286	-46.1	-37.1154
MSMEG_5538	-39.325	-38.62	-40.13	-39.2
MSMEG_5539	-44.2	-41.4	-45.2571	-46.2333
MSMEG_5540	-33.4909	-30.3	-33.025	-38.3667
MSMEG_5541	-35.9094	-39.0727	-35.3545	-33.04
MSMEG_5542	-40.34	-41.55	-46.2	-26.2
MSMEG_5543	-51.7	-54.7333	-53.45	-39.1
MSMEG_5544	-39.1071	-36.98	-41.86	-38.325
MSMEG_5545	-39.5882	-41.2167	-38.9833	-38.36
MSMEG_5546	-34.1286	-37.1333	-31.5	-33.0
MSMEG_5547	-44.84	-48.125	-43.8083	-42.3818
MSMEG_5548	-37.4	-36.32	-36.96	-39.3
MSMEG_5549	-37.725	-34.0111	-40.625	-39.1857
MSMEG_5551	-37.76	-36.9	-39.62	-36.725
MSMEG_5552	-32.75	-27.9	-37.6	-37.6
MSMEG_5553	-34.6892	-33.9538	-37.2167	-32.9583
MSMEG_5554	-35.45	-39.36	-36.2	-29.625
MSMEG_5556	-42.2083	-44.5333	-40.45	-41.2286
MSMEG_5557	-35.3455	-38.975	-33.875	-32.4667
MSMEG_5558	-29.05	-34.5333	-28.85	-13.0
MSMEG_5559	-38.2429	-39.36	-36.4	-38.8444
MSMEG_5560	-43.95	-42.76	-45.675	-43.6333
MSMEG_5561	-40.62	-38.875	-39.875	-45.6
MSMEG_5562	-38.9778	-40.7	-39.5667	-34.65
MSMEG_5563	-38.7895	-38.6143	-37.7714	-40.46
MSMEG_5564	-35.6133	-36.7333	-34.6	-35.2
MSMEG_5565	-29.275	-29.3	-33.625	-23.4333
MSMEG_5566	-34.8222	-35.3	-36.2667	-31.7
MSMEG_5567	-33.0333	-37.5	-32.06	-28.7
MSMEG_5568	-33.5867	-37.5	-35.76	-25.0
MSMEG_5569	-35.7733	-36.0833	-37.4	-33.275
MSMEG_5570	-34.4644	-37.7625	-30.8867	-34.5286
MSMEG_5571	-36.9286	-35.7	-35.5	-40.2333
MSMEG_5572	-33.7059	-31.6667	-35.7333	-33.72
MSMEG_5573	-35.9368	-33.4857	-40.1667	-34.5667
MSMEG_5574	-37.1346	-34.9778	-41.4778	-34.675
MSMEG_5575	-41.4333	-45.3714	-40.9	-36.56
MSMEG_5576	-33.7714	-35.41	-34.43	-30.9
MSMEG_5577	-40.9222	-39.9286	-45.5833	-36.72
MSMEG_5578	-34.4414	-33.07	-37.1	-33.0111
MSMEG_5579	-35.4778	-31.025	-47.1667	-26.85
MSMEG_5580	-30.6158	-30.6571	-30.4833	-30.7
MSMEG_5581	-36.95	-41.0	-35.84	-33.275
MSMEG_5582	-34.9444	-33.675	-38.7	-31.85
MSMEG_5583	-36.9027	-38.7769	-35.8846	-35.8909
MSMEG_5584	-39.3733	-42.0333	-38.14	-36.925
MSMEG_5585	-36.8	-34.525	-43.75	-27.45
MSMEG_5586	-35.6667	-37.5	-34.9571	-34.05
MSMEG_5587	-38.26	-47.55	-36.6	-23.0
MSMEG_5588	-30.1	-24.6	-41.1	-41.1
MSMEG_5589	-39.1625	-40.6556	-41.5	-34.5714
MSMEG_5590	-35.5	-34.0625	-38.3429	-34.1
MSMEG_5591	-37.7524	-37.225	-37.1714	-39.1333
MSMEG_5592	-34.6375	-38.0833	-36.58	-28.56
MSMEG_5593	-38.3179	-38.8143	-40.0308	-35.8833
MSMEG_5594	-37.0	-35.4	-36.3545	-39.47
MSMEG_5595	-33.7667	-38.65	-36.8333	-19.4
MSMEG_5596	-37.1867	-37.0333	-38.5	-35.775
MSMEG_5597	-39.1333	-37.12	-44.025	-35.9667
MSMEG_5599	-31.35	-41.7	-21.0	-21.0
MSMEG_5600	-30.2609	-34.6125	-30.2	-25.3571
MSMEG_5601	-31.0091	-29.225	-33.55	-30.0
MSMEG_5602	-36.9125	-37.5333	-34.6	-39.45
MSMEG_5603	-33.25	-29.3333	-40.65	-30.2
MSMEG_5604	-38.9615	-40.14	-38.625	-37.825
MSMEG_5605	-41.1963	-41.54	-39.4889	-42.6875
MSMEG_5606	-40.7368	-37.1429	-40.2857	-46.4
MSMEG_5607	-46.475	-44.6	-48.35	-46.3
MSMEG_5608	-39.1208	-42.5889	-37.125	-36.9429
MSMEG_5609	-34.7433	-38.2273	-30.56	-35.1333
MSMEG_5610	-36.3579	-41.5857	-41.1167	-25.5
MSMEG_5611	-33.0222	-34.45	-35.9	-25.85
MSMEG_5612	-42.7091	-40.05	-42.275	-46.8333
MSMEG_5613	-43.2286	-49.5	-39.6	-35.3
MSMEG_5614	-38.6786	-37.78	-40.92	-37.0
MSMEG_5615	-40.325	-34.8333	-41.2667	-47.15
MSMEG_5616	-38.0333	-39.55	-35.36	-39.1
MSMEG_5617	-36.7333	-38.475	-33.4333	-38.2
MSMEG_5618	-41.695	-43.0286	-47.3	-33.6
MSMEG_5619	-38.6043	-38.2375	-39.0375	-38.5286
MSMEG_5620	-39.46	-37.5333	-45.12	-35.275
MSMEG_5621	-42.4778	-45.2571	-41.7667	-39.44
MSMEG_5622	-38.6087	-39.6875	-39.0	-36.9286
MSMEG_5623	-32.7826	-32.95	-34.2125	-30.9571
MSMEG_5624	-41.9833	-44.8	-42.2667	-37.7
MSMEG_5625	-33.25	-34.1077	-32.3833	-33.1818
MSMEG_5626	-33.2217	-36.6125	-30.725	-32.2
MSMEG_5627	-32.5963	-36.29	-31.6	-29.1
MSMEG_5628	-39.6812	-48.1167	-35.1667	-33.8
MSMEG_5629	-41.2219	-40.8	-40.9273	-42.01
MSMEG_5630	-36.7429	-36.24	-38.7	-34.925
MSMEG_5631	-37.59	-38.5545	-38.24	-35.6889
MSMEG_5632	-34.9733	-37.2333	-35.04	-31.5
MSMEG_5633	-38.3966	-37.76	-41.19	-36.0
MSMEG_5634	-38.025	-36.3667	-40.3	-37.1
MSMEG_5635	-24.6667	-27.65	-18.7	-18.7
MSMEG_5636	-39.8	-40.3812	-41.0812	-37.8133
MSMEG_5637	-40.2219	-43.4636	-41.5091	-35.24
MSMEG_5638	-42.4591	-44.75	-42.1714	-40.1286
MSMEG_5639	-41.8857	-42.16	-43.52	-39.5
MSMEG_5640	-43.9881	-43.4867	-45.3857	-43.0615
MSMEG_5641	-37.0043	-34.9125	-36.2625	-40.2429
MSMEG_5642	-44.0241	-44.52	-49.93	-36.9111
MSMEG_5643	-34.9125	-35.9833	-35.0167	-33.15
MSMEG_5644	-38.3425	-40.7714	-38.2923	-35.7769
MSMEG_5645	-41.6929	-45.48	-45.7	-31.95
MSMEG_5646	-30.2667	-31.55	-27.7	-27.7
MSMEG_5648	-40.5714	-49.0667	-35.2667	-31.0
MSMEG_5649	-35.7406	-38.2909	-36.0455	-32.6
MSMEG_5650	-39.2606	-39.2917	-42.8091	-35.32
MSMEG_5651	-42.4688	-43.4167	-45.5833	-36.375
MSMEG_5652	-39.1111	-41.7143	-39.0833	-35.5
MSMEG_5653	-37.3897	-34.44	-39.74	-38.0556
MSMEG_5654	-36.9118	-41.3	-34.5333	-34.5
MSMEG_5655	-37.8812	-36.1333	-40.0667	-37.225
MSMEG_5656	-39.6815	-39.43	-44.1778	-34.9375
MSMEG_5657	-37.5895	-42.6143	-36.6667	-32.65
MSMEG_5658	-34.4182	-30.65	-37.8857	-35.2571
MSMEG_5659	-37.5417	-39.4538	-33.4917	-39.7
MSMEG_5660	-38.6333	-39.3	-38.0286	-38.6167
MSMEG_5661	-41.9368	-41.3846	-40.0923	-44.5333
MSMEG_5662	-39.9143	-41.66	-42.58	-34.4
MSMEG_5663	-41.7115	-42.3556	-38.7111	-44.3625
MSMEG_5664	-35.0	-37.4333	-38.3	-28.05
MSMEG_5665	-37.9	-40.8	-37.65	-29.7
MSMEG_5666	-34.625	-33.7	-35.55	-36.7
MSMEG_5667	-42.1806	-45.2727	-42.16	-38.8
MSMEG_5668	-41.75	-39.7667	-44.8667	-40.05
MSMEG_5669	-31.2143	-40.3625	-29.3857	-21.15
MSMEG_5670	-41.6276	-42.47	-40.15	-42.3333
MSMEG_5671	-42.7556	-46.05	-39.6667	-40.8
MSMEG_5672	-35.8808	-36.9889	-36.2444	-34.225
MSMEG_5673	-39.6417	-39.8	-42.325	-35.8
MSMEG_5674	-43.2654	-39.7333	-43.3556	-47.1375
MSMEG_5675	-38.7538	-39.16	-37.06	-40.9
MSMEG_5676	-42.5	-37.625	-47.925	-41.7667
MSMEG_5677	-41.425	-40.9	-43.4	-38.8333
MSMEG_5678	-36.5857	-34.2	-43.0	-24.5
MSMEG_5679	-30.6667	-36.7333	-28.0	-17.8
MSMEG_5680	-31.4	-26.575	-39.2667	-29.25
MSMEG_5681	-40.4818	-39.15	-40.0273	-42.58
MSMEG_5682	-36.6053	-35.1	-38.2286	-36.44
MSMEG_5683	-38.6	-36.1833	-44.96	-34.275
MSMEG_5684	-38.4591	-34.525	-42.0857	-39.3286
MSMEG_5685	-39.0875	-39.0167	-40.9667	-36.375
MSMEG_5686	-47.42	-50.45	-49.7	-36.8
MSMEG_5687	-39.1812	-36.05	-41.15	-40.925
MSMEG_5688	-38.6125	-34.9333	-43.9667	-36.1
MSMEG_5689	-36.44	-35.05	-42.6	-26.9
MSMEG_5690	-31.8	-35.3333	-29.9	-30.3
MSMEG_5691	-46.1067	-48.35	-46.48	-42.275
MSMEG_5692	-42.4	-48.1333	-41.7333	-27.2
MSMEG_5693	-41.6273	-42.9818	-41.275	-40.56
MSMEG_5694	-36.1556	-35.4	-37.2333	-36.05
MSMEG_5695	-36.675	-38.1143	-34.4857	-37.55
MSMEG_5696	-41.425	-38.6667	-43.3667	-42.65
MSMEG_5697	-34.875	-33.7667	-43.6667	-23.35
MSMEG_5698	-40.9429	-41.5875	-39.8857	-41.3167
MSMEG_5699	-42.5	-44.5	-40.5	-34.2
MSMEG_5700	-38.5966	-40.33	-38.2	-37.1111
MSMEG_5701	-40.5	-42.6	-44.5	-31.35
MSMEG_5702	-37.5444	-40.375	-33.1333	-38.5
MSMEG_5703	-38.1333	-39.35	-45.8	-24.2
MSMEG_5704	-30.5333	-29.9	-31.8	-31.8
MSMEG_5705	-43.4178	-44.1812	-43.14	-42.8429
MSMEG_5706	-40.5312	-41.1455	-40.4	-40.0
MSMEG_5707	-39.0833	-40.0	-37.55	-39.4
MSMEG_5708	-32.075	-34.52	-33.0	-26.7667
MSMEG_5709	-30.43	-32.75	-31.875	-22.9
MSMEG_5710	-30.34	-38.525	-30.9	-18.8667
MSMEG_5711	-40.2769	-39.14	-47.0	-34.975
MSMEG_5712	-41.7	-44.9429	-43.0333	-35.56
MSMEG_5713	-45.0792	-44.4556	-46.95	-43.7429
MSMEG_5714	-36.8462	-37.86	-36.82	-35.2
MSMEG_5715	-36.7	-39.7286	-36.8	-32.32
MSMEG_5716	-37.4	-39.4	-41.95	-29.85
MSMEG_5717	-37.7375	-38.7667	-40.1667	-32.55
MSMEG_5718	-34.51	-31.4	-36.45	-36.85
MSMEG_5719	-35.8458	-34.1222	-36.8875	-36.8714
MSMEG_5720	-38.2116	-39.8533	-36.1357	-38.5286
MSMEG_5721	-38.4958	-37.9889	-39.8	-37.6571
MSMEG_5722	-27.3333	-29.1	-23.8	-23.8
MSMEG_5723	-37.0375	-33.3667	-38.0	-41.1
MSMEG_5724	-30.7	-31.525	-33.8667	-24.3
MSMEG_5725	-38.1435	-39.425	-40.275	-34.2429
MSMEG_5726	-39.2417	-39.6111	-38.15	-40.0143
MSMEG_5727	-40.2895	-43.9	-36.4333	-39.9333
MSMEG_5728	-39.4824	-39.6167	-36.4	-43.02
MSMEG_5729	-43.8571	-47.0	-44.94	-38.575
MSMEG_5730	-37.0806	-38.5909	-36.65	-35.85
MSMEG_5731	-42.6077	-43.14	-42.5	-41.9
MSMEG_5732	-35.1611	-38.1	-34.0	-32.44
MSMEG_5733	-42.3412	-40.1167	-49.25	-36.72
MSMEG_5734	-41.5381	-40.9625	-44.4571	-38.9
MSMEG_5735	-40.7909	-40.85	-40.7455	-40.77
MSMEG_5736	-34.6875	-32.1667	-38.4333	-32.85
MSMEG_5737	-31.0667	-37.85	-17.5	-17.5
MSMEG_5738	-41.3833	-44.8333	-35.35	-43.1
MSMEG_5739	-36.87	-35.9083	-34.6217	-40.1217
MSMEG_5740	-48.2	-50.65	-45.75	-49.1
MSMEG_5741	-37.5917	-38.32	-40.55	-32.4333
MSMEG_5742	-44.1895	-43.5714	-44.0286	-45.28
MSMEG_5743	-43.4438	-45.75	-44.28	-39.84
MSMEG_5744	-34.08	-32.6	-36.4	-32.4
MSMEG_5745	-33.725	-42.55	-34.8	-15.0
MSMEG_5746	-40.1857	-41.06	-40.42	-38.8
MSMEG_5747	-33.7091	-39.575	-33.675	-25.9333
MSMEG_5748	-38.7167	-44.6	-38.25	-29.5333
MSMEG_5749	-30.5	-37.05	-17.4	-17.4
MSMEG_5750	-21.3	-27.3	-15.3	-15.3
MSMEG_5751	-31.48	-31.2	-32.15	-30.7
MSMEG_5752	-32.54	-30.1	-37.0667	-31.2667
MSMEG_5753	-39.4818	-40.15	-34.55	-45.1667
MSMEG_5754	-34.6	-33.5111	-37.2	-33.0286
MSMEG_5759	-40.2217	-45.15	-38.7625	-36.2571
MSMEG_5760	-42.4185	-42.74	-41.1889	-43.4
MSMEG_5761	-31.225	-35.6333	-32.0667	-23.35
MSMEG_5762	-40.1111	-45.0429	-37.8833	-35.88
