 	CDS_MFE_50_25nt_CDS	CDS_MFE_50_25nt_5p	CDS_MFE_50_25nt_mid	CDS_MFE_50_25nt_3p
MSMEG_6114	-13.3895	-12.2571	-14.7167	-13.3833
MSMEG_6115	-17.075	-17.1286	-18.8231	-15.2692
MSMEG_6116	-16.4048	-16.4375	-16.9714	-15.7
MSMEG_6117	-17.0491	-17.8944	-17.25	-15.9412
MSMEG_6118	-15.5812	-15.9364	-14.4455	-16.44
MSMEG_6119	-18.1286	-17.68	-20.0	-16.35
MSMEG_6120	-16.1231	-15.9857	-16.9615	-15.375
MSMEG_6121	-15.5927	-16.0143	-14.5929	-16.2154
MSMEG_6122	-16.0308	-16.5643	-16.2	-15.225
MSMEG_6123	-15.9541	-14.4538	-16.5583	-16.975
MSMEG_6124	-15.3194	-15.5095	-16.9524	-13.405
MSMEG_6125	-17.1216	-17.3385	-15.9917	-18.0167
MSMEG_6126	-17.415	-17.3	-17.3462	-17.6077
MSMEG_6127	-17.3286	-16.46	-21.38	-13.35
MSMEG_6128	-12.4	-14.2	-10.9667	-11.96
MSMEG_6129	-14.9353	-15.2667	-13.7833	-15.92
MSMEG_6130	-14.7	-15.719	-14.7455	-13.58
MSMEG_6131	-16.975	-14.4882	-17.7312	-18.9867
MSMEG_6132	-16.5	-18.6412	-15.5882	-15.1938
MSMEG_6133	-16.1306	-18.6692	-13.8	-15.6727
MSMEG_6134	-17.4698	-18.4	-18.3095	-15.565
MSMEG_6135	-18.9875	-17.5833	-20.75	-18.45
MSMEG_6136	-14.1895	-14.5538	-14.8923	-13.0333
MSMEG_6137	-18.6312	-19.7736	-17.9038	-18.1942
MSMEG_6138	-15.0132	-16.5556	-13.7111	-14.7588
MSMEG_6139	-13.5826	-15.5375	-12.8875	-12.1429
MSMEG_6140	-18.9039	-18.7889	-18.9176	-19.0188
MSMEG_6141	-15.8183	-16.825	-16.2833	-14.2826
MSMEG_6142	-16.1946	-16.0077	-15.7615	-16.9273
MSMEG_6143	-16.8629	-18.0792	-17.7826	-14.6739
MSMEG_6144	-12.7276	-15.205	-12.02	-10.7611
MSMEG_6145	-10.8286	-12.23	-9.43	-10.825
MSMEG_6146	-17.1661	-19.7895	-17.4053	-14.1444
MSMEG_6147	-11.1093	-9.98	-12.2067	-11.1462
MSMEG_6148	-15.0231	-17.3944	-15.6222	-11.6812
MSMEG_6149	-15.8714	-16.16	-15.4222	-16.0
MSMEG_6150	-13.1286	-13.24	-14.1	-11.775
MSMEG_6151	-14.42	-13.9667	-13.6	-15.8091
MSMEG_6153	-18.5333	-18.9588	-20.875	-15.5533
MSMEG_6154	-18.1537	-18.687	-17.6	-18.1762
MSMEG_6155	-15.0231	-17.3944	-15.6222	-11.6812
MSMEG_6156	-15.8714	-16.16	-15.4222	-16.0
MSMEG_6157	-15.0089	-16.1605	-14.3757	-14.4595
MSMEG_6158	-18.2609	-18.1	-20.525	-15.8571
MSMEG_6159	-15.25	-14.3667	-16.8	-14.25
MSMEG_6160	-17.1043	-15.8875	-17.7129	-17.7733
MSMEG_6161	-15.0231	-17.3944	-15.6222	-11.6812
MSMEG_6162	-15.8714	-16.16	-15.4222	-16.0
MSMEG_6163	-15.3925	-14.5214	-15.0	-16.8667
MSMEG_6164	-20.9077	-22.28	-22.65	-17.45
MSMEG_6165	-17.9682	-14.1875	-19.6	-20.6571
MSMEG_6166	-16.7941	-15.8833	-17.55	-16.98
MSMEG_6167	-20.05	-22.0125	-18.2875	-19.7833
MSMEG_6168	-19.32	-20.7222	-19.4875	-17.575
MSMEG_6169	-18.4413	-19.3438	-18.0267	-17.8933
MSMEG_6170	-15.3714	-15.4667	-16.2333	-12.5
MSMEG_6171	-20.4237	-20.7077	-21.5923	-18.85
MSMEG_6172	-16.0333	-16.2125	-13.7714	-18.4333
MSMEG_6173	-16.0853	-12.05	-18.2833	-18.29
MSMEG_6174	-17.4129	-15.1	-19.56	-17.81
MSMEG_6175	-17.359	-18.8357	-16.8308	-16.2083
MSMEG_6176	-16.016	-16.8556	-16.2375	-14.85
MSMEG_6177	-16.2089	-17.4625	-16.2533	-14.7286
MSMEG_6178	-15.3792	-15.8944	-14.9667	-15.2706
MSMEG_6179	-17.0089	-18.9947	-15.6553	-16.3417
MSMEG_6180	-16.0481	-18.35	-16.0333	-13.1875
MSMEG_6181	-12.505	-10.4857	-14.7	-12.3
MSMEG_6182	-13.495	-15.3571	-12.2429	-12.7833
MSMEG_6183	-18.3894	-19.4625	-18.625	-16.9933
MSMEG_6184	-18.2158	-18.4538	-18.6231	-17.5167
MSMEG_6185	-17.5355	-17.5	-19.86	-15.25
MSMEG_6186	-18.456	-17.8889	-19.0444	-18.4286
MSMEG_6187	-14.4903	-14.0455	-13.92	-15.55
MSMEG_6188	-15.9727	-19.0	-17.8	-9.5
MSMEG_6189	-16.2577	-15.5444	-16.1889	-17.1375
MSMEG_6190	-17.8387	-16.2273	-20.1727	-16.9556
MSMEG_6191	-17.8105	-17.6714	-18.1333	-17.65
MSMEG_6192	-13.15	-10.3	-20.5	-7.0
MSMEG_6193	-14.2098	-15.9857	-14.2857	-12.2154
MSMEG_6194	-15.9312	-16.5091	-15.2818	-16.01
MSMEG_6195	-15.38	-17.3312	-14.54	-14.05
MSMEG_6196	-13.7116	-16.0933	-14.1714	-10.7
MSMEG_6197	-16.9964	-18.2789	-17.1167	-15.5222
MSMEG_6198	-17.4328	-17.4455	-18.0045	-16.79
MSMEG_6199	-16.2357	-14.38	-19.82	-14.075
MSMEG_6200	-17.26	-21.5	-16.9	-9.5
MSMEG_6201	-16.3223	-15.9344	-16.8969	-16.1233
MSMEG_6202	-16.7564	-16.5	-16.1538	-17.7083
MSMEG_6203	-16.8023	-16.5133	-15.88	-18.2
MSMEG_6205	-17.8833	-18.9	-21.0	-8.6
MSMEG_6206	-17.8417	-19.4882	-17.6875	-16.14
MSMEG_6207	-15.2579	-12.6429	-16.7429	-16.84
MSMEG_6208	-15.9774	-15.0273	-17.0091	-15.8778
MSMEG_6209	-11.8875	-11.3667	-12.1333	-12.3
MSMEG_6210	-16.6667	-18.21	-14.3444	-17.35
MSMEG_6211	-12.05	-12.6	-15.3	-1.2
MSMEG_6212	-14.4	-14.9625	-15.1875	-12.8571
MSMEG_6213	-14.1686	-12.6667	-15.15	-14.7364
MSMEG_6214	-14.7444	-14.6286	-13.0	-17.0
MSMEG_6215	-17.0276	-17.67	-14.22	-19.4333
MSMEG_6216	-16.8952	-16.3933	-17.6714	-16.6385
MSMEG_6217	-15.8077	-15.0444	-15.8222	-16.65
MSMEG_6218	-16.1409	-16.1133	-16.1933	-16.1143
MSMEG_6219	-16.4289	-17.7692	-13.7077	-17.925
MSMEG_6220	-18.8788	-20.6833	-17.5944	-18.2938
MSMEG_6221	-16.8821	-19.8	-13.5462	-17.0917
MSMEG_6222	-16.8028	-15.0077	-15.9	-19.9091
MSMEG_6223	-15.7727	-15.8125	-16.0375	-15.3667
MSMEG_6224	-14.1769	-13.5	-13.2778	-15.95
MSMEG_6225	-17.27	-18.7095	-15.345	-17.7053
MSMEG_6226	-16.555	-15.3143	-18.1571	-16.1333
MSMEG_6227	-18.531	-19.29	-18.53	-17.6889
MSMEG_6228	-16.3296	-18.47	-16.0556	-13.9625
MSMEG_6229	-17.0533	-18.1333	-16.69	-16.2421
MSMEG_6230	-18.8739	-18.4812	-19.76	-18.4067
MSMEG_6231	-17.8517	-17.04	-17.67	-18.9556
MSMEG_6232	-13.2667	-13.4478	-13.05	-13.2952
MSMEG_6233	-15.4625	-14.6818	-16.8636	-14.78
MSMEG_6234	-15.4086	-14.83	-15.045	-16.4556
MSMEG_6235	-15.2615	-16.6111	-15.6	-13.3625
MSMEG_6236	-15.6923	-18.8222	-16.7333	-11.0
MSMEG_6237	-15.9114	-17.1583	-15.7917	-14.6818
MSMEG_6238	-15.7087	-16.0812	-13.2133	-17.8067
MSMEG_6239	-16.1681	-16.8562	-13.575	-18.2
MSMEG_6240	-17.7576	-19.11	-17.08	-17.0474
MSMEG_6241	-18.0405	-17.82	-18.8357	-17.4385
MSMEG_6242	-14.152	-14.2471	-13.8882	-14.3312
MSMEG_6243	-12.1167	-11.8429	-11.3167	-13.46
MSMEG_6244	-15.3	-18.45	-13.3	-13.7
MSMEG_6245	-17.8417	-17.6059	-18.675	-17.22
MSMEG_6246	-16.8455	-17.8333	-15.9	-16.8
MSMEG_6247	-16.5316	-16.1846	-17.5615	-15.7917
MSMEG_6248	-18.0852	-18.11	-20.8778	-14.9125
MSMEG_6249	-17.4588	-15.6	-17.4059	-19.6062
MSMEG_6250	-17.192	-17.3059	-18.4059	-15.7812
MSMEG_6251	-16.7115	-15.1444	-17.5444	-17.5375
MSMEG_6252	-15.2176	-14.9667	-15.3833	-15.32
MSMEG_6253	-16.6	-14.4429	-22.4167	-12.64
MSMEG_6254	-16.8167	-18.5286	-15.75	-15.7
MSMEG_6255	-15.5318	-16.8667	-15.6867	-13.9357
MSMEG_6256	-15.8122	-16.3357	-14.1929	-16.9923
MSMEG_6257	-15.604	-17.4647	-13.7824	-15.5625
MSMEG_6258	-18.0083	-16.7333	-18.1625	-19.4714
MSMEG_6259	-16.34	-15.6353	-18.9294	-14.3375
MSMEG_6260	-14.75	-13.7	-13.4941	-17.1176
MSMEG_6261	-16.9265	-17.725	-17.9667	-14.72
MSMEG_6262	-16.037	-14.56	-17.4889	-16.25
MSMEG_6263	-16.2283	-14.7722	-16.4	-17.5882
MSMEG_6264	-17.1957	-18.1812	-19.0	-14.22
MSMEG_6265	-13.1731	-15.4	-13.4	-10.4125
MSMEG_6266	-13.275	-12.2545	-15.9818	-11.42
MSMEG_6267	-14.95	-14.43	-15.1	-15.3778
MSMEG_6268	-14.6769	-15.2	-13.54	-15.7
MSMEG_6269	-17.0463	-16.1421	-18.3222	-16.7059
MSMEG_6270	-13.54	-13.5	-10.05	-20.6
MSMEG_6271	-14.9208	-13.732	-14.3208	-16.8391
MSMEG_6272	-16.368	-15.514	-16.6488	-16.9548
MSMEG_6273	-13.8867	-11.7667	-16.8	-13.425
MSMEG_6274	-17.1125	-21.2667	-15.1667	-13.8
MSMEG_6275	-16.235	-17.9714	-14.1308	-16.4692
MSMEG_6276	-18.5458	-17.7588	-19.775	-18.1267
MSMEG_6277	-16.3071	-16.79	-15.67	-16.5
MSMEG_6278	-16.6107	-15.84	-17.2556	-16.8222
MSMEG_6279	-17.2667	-15.8222	-17.6625	-18.6714
MSMEG_6280	-17.7833	-19.04	-15.475	-18.7667
MSMEG_6281	-16.2065	-15.5091	-17.03	-16.15
MSMEG_6282	-14.2176	-13.1667	-15.25	-14.24
MSMEG_6283	-13.7696	-14.3526	-14.4579	-12.4278
MSMEG_6284	-15.6269	-15.8167	-14.2294	-16.8235
MSMEG_6285	-16.6506	-15.5963	-17.4259	-16.952
MSMEG_6286	-15.4745	-15.95	-14.8176	-15.6375
MSMEG_6288	-16.16	-16.7417	-16.2833	-15.3909
MSMEG_6289	-17.6275	-18.4	-16.7071	-17.8
MSMEG_6290	-18.6133	-16.9524	-18.95	-20.0947
MSMEG_6291	-17.99	-17.0294	-18.8353	-18.1125
MSMEG_6292	-18.6722	-14.7286	-20.1667	-22.4
MSMEG_6293	-15.5409	-16.25	-15.15	-15.1167
MSMEG_6294	-15.57	-15.8118	-17.3706	-13.4
MSMEG_6295	-15.6963	-15.3211	-15.1167	-16.7294
MSMEG_6296	-16.22	-17.0812	-18.4267	-12.8714
MSMEG_6297	-15.518	-15.8238	-14.89	-15.825
MSMEG_6298	-17.6571	-18.6167	-17.95	-16.2909
MSMEG_6299	-15.5289	-16.5462	-15.0615	-14.9333
MSMEG_6300	-15.7556	-15.0556	-18.41	-13.225
MSMEG_6301	-13.9786	-13.6714	-14.6733	-13.5077
MSMEG_6302	-14.7854	-14.4286	-15.45	-14.4538
MSMEG_6303	-16.8551	-18.5412	-16.0062	-15.9125
MSMEG_6304	-15.5381	-15.0133	-16.85	-14.7308
MSMEG_6305	-14.9786	-14.1	-18.48	-11.7
MSMEG_6306	-15.88	-16.3917	-15.5417	-15.6909
MSMEG_6307	-14.6627	-14.12	-16.08	-13.7421
MSMEG_6308	-13.875	-9.3	-22.2	-14.7
MSMEG_6309	-15.3333	-14.2727	-16.33	-15.5222
MSMEG_6310	-15.9925	-17.6278	-14.5833	-15.7529
MSMEG_6311	-17.0917	-18.1824	-15.6625	-17.38
MSMEG_6312	-14.7265	-12.6176	-16.5688	-15.125
MSMEG_6313	-16.149	-16.7706	-16.0235	-15.5867
MSMEG_6314	-14.6667	-13.6692	-14.5417	-15.9818
MSMEG_6315	-17.3316	-18.8429	-16.6429	-16.18
MSMEG_6316	-16.619	-17.2	-19.2	-12.8333
MSMEG_6317	-15.0462	-14.8333	-14.3333	-16.0875
MSMEG_6318	-17.0913	-16.6333	-16.4087	-18.3045
MSMEG_6319	-15.5732	-14.9542	-16.8792	-14.8565
MSMEG_6320	-17.1385	-13.5	-16.34	-24.5333
MSMEG_6321	-16.1144	-16.0839	-16.6467	-15.5966
MSMEG_6322	-16.5574	-14.8105	-19.7722	-15.1059
MSMEG_6323	-15.9125	-17.05	-17.22	-13.24
MSMEG_6324	-13.4958	-13.4875	-13.8667	-13.1174
MSMEG_6325	-16.181	-16.075	-16.1	-16.4167
MSMEG_6327	-19.4059	-18.3333	-21.3	-18.42
MSMEG_6328	-16.455	-17.7571	-16.8714	-14.45
MSMEG_6329	-13.0292	-13.1875	-13.2	-12.6286
MSMEG_6330	-19.2316	-16.9462	-20.4923	-20.3417
MSMEG_6331	-17.8406	-17.4727	-18.1545	-17.9
MSMEG_6332	-14.38	-14.9444	-15.4667	-12.2571
MSMEG_6333	-15.5841	-14.04	-17.04	-15.6786
MSMEG_6334	-14.3407	-14.59	-14.6111	-13.725
MSMEG_6335	-13.33	-12.7	-15.125	-11.0
MSMEG_6336	-14.7357	-14.4	-16.02	-13.55
MSMEG_6337	-17.4875	-17.95	-16.3	-18.1769
MSMEG_6338	-17.1917	-18.4556	-18.425	-14.1571
MSMEG_6339	-15.488	-16.5154	-14.8	-15.0917
MSMEG_6340	-16.43	-16.9545	-15.7	-16.6
MSMEG_6341	-17.7229	-19.8583	-17.2917	-15.8636
MSMEG_6342	-16.3529	-18.4	-16.0917	-14.21
MSMEG_6343	-16.8895	-17.7143	-18.5	-13.48
MSMEG_6344	-14.1154	-13.88	-16.15	-12.375
MSMEG_6345	-13.55	-13.54	-13.14	-14.075
MSMEG_6346	-15.3471	-15.7	-16.2167	-13.88
MSMEG_6347	-15.8242	-17.3167	-19.1909	-10.33
MSMEG_6348	-14.4522	-16.85	-13.9	-12.3429
MSMEG_6351	-15.4651	-12.76	-17.2571	-16.5714
MSMEG_6352	-14.1778	-11.6857	-17.6	-13.56
MSMEG_6353	-16.8719	-16.0455	-18.9636	-15.48
MSMEG_6354	-17.4607	-19.59	-17.74	-14.45
MSMEG_6355	-13.97	-18.575	-13.3333	-8.4667
MSMEG_6356	-12.852	-16.3889	-12.1125	-9.6125
MSMEG_6357	-13.36	-14.8	-14.65	-7.9
MSMEG_6358	-13.2389	-14.6077	-13.675	-11.1455
MSMEG_6359	-12.6222	-14.1333	-11.7154	-12.0455
MSMEG_6361	-17.84	-16.5143	-19.1857	-17.8167
MSMEG_6362	-16.3308	-16.4615	-16.3357	-16.1833
MSMEG_6363	-17.2106	-18.3938	-15.7875	-17.4667
MSMEG_6365	-15.9381	-15.6571	-15.75	-16.5167
MSMEG_6366	-16.2103	-18.83	-15.66	-13.9111
MSMEG_6367	-15.5056	-15.5308	-16.9083	-13.9455
MSMEG_6368	-14.6625	-16.2	-15.5	-11.98
MSMEG_6369	-14.2939	-15.125	-12.8273	-14.91
MSMEG_6370	-13.5333	-11.7429	-18.45	-10.14
MSMEG_6371	-17.1857	-18.9947	-15.3316	-17.2333
MSMEG_6372	-13.9688	-16.95	-15.26	-9.1
MSMEG_6373	-14.6541	-15.2	-11.2417	-17.475
MSMEG_6374	-16.195	-16.2857	-17.5429	-14.5167
MSMEG_6375	-16.2235	-16.3235	-16.7056	-15.575
MSMEG_6376	-16.5619	-16.6933	-17.0643	-15.8692
MSMEG_6377	-9.5	-15.0	-6.7	-1.3
MSMEG_6378	-14.7972	-14.6	-15.1462	-14.6
MSMEG_6379	-15.4679	-15.5944	-14.0278	-16.8588
MSMEG_6380	-13.8312	-13.6333	-14.38	-13.52
MSMEG_6381	-13.8625	-14.432	-14.0667	-13.0304
MSMEG_6382	-14.4073	-15.6211	-13.7389	-13.7944
MSMEG_6383	-19.1444	-17.9	-24.4167	-14.56
MSMEG_6384	-15.7886	-15.7767	-16.3167	-15.2357
MSMEG_6385	-16.7267	-17.6455	-16.59	-15.7556
MSMEG_6386	-16.8797	-17.816	-18.02	-14.7167
MSMEG_6387	-17.732	-17.4256	-17.5698	-18.2119
MSMEG_6388	-16.871	-16.7432	-17.9068	-15.9419
MSMEG_6389	-16.9093	-16.2614	-17.386	-17.1
MSMEG_6390	-15.0816	-13.3882	-16.15	-15.8125
MSMEG_6391	-15.65	-16.9762	-14.1667	-15.815
MSMEG_6392	-16.2803	-16.3877	-16.5082	-15.9403
MSMEG_6393	-15.86	-15.4808	-15.944	-16.1833
MSMEG_6394	-16.925	-17.4857	-17.6692	-15.5769
MSMEG_6395	-17.3333	-18.2857	-16.2167	-17.34
MSMEG_6396	-18.0639	-19.6	-19.4154	-14.7909
MSMEG_6397	-16.2	-18.1	-15.8	-11.3
MSMEG_6398	-16.2725	-17.9214	-15.4385	-15.3308
MSMEG_6399	-14.6575	-15.5571	-13.4077	-14.9385
MSMEG_6400	-16.6733	-18.3762	-17.115	-14.3263
MSMEG_6401	-15.9395	-18.3923	-16.2308	-12.9667
MSMEG_6402	-20.0571	-24.1375	-18.0429	-16.9667
MSMEG_6403	-15.5649	-16.3346	-14.7231	-15.64
MSMEG_6404	-13.3061	-13.0118	-13.6062	-13.3188
MSMEG_6405	-15.1861	-12.9923	-13.2167	-19.9273
MSMEG_6406	-16.4375	-15.1318	-17.6952	-16.5476
MSMEG_6407	-18.1781	-21.4182	-15.8091	-17.22
MSMEG_6408	-18.1667	-16.4273	-19.52	-18.7889
MSMEG_6409	-16.6097	-15.0	-15.4364	-20.0111
MSMEG_6410	-14.1016	-13.8143	-15.1905	-13.26
MSMEG_6411	-16.6308	-15.52	-21.15	-13.5
MSMEG_6412	-15.8688	-15.1182	-15.1909	-17.44
MSMEG_6413	-16.84	-18.1412	-17.0824	-15.2
MSMEG_6414	-16.2224	-16.445	-16.4842	-15.7263
MSMEG_6415	-13.8692	-13.64	-13.88	-14.2333
MSMEG_6416	-16.4481	-18.18	-14.6667	-16.2875
MSMEG_6417	-12.8286	-14.8667	-7.9	-14.7
MSMEG_6418	-15.8459	-15.2538	-18.4083	-13.925
MSMEG_6419	-16.2935	-17.1636	-15.66	-15.97
MSMEG_6420	-16.4548	-14.8091	-17.98	-16.74
MSMEG_6421	-17.0068	-16.796	-16.096	-18.175
MSMEG_6422	-13.4476	-10.9625	-15.0286	-14.9167
MSMEG_6423	-17.6909	-16.3167	-17.4545	-19.6
MSMEG_6424	-17.0674	-18.2937	-17.4533	-15.3733
MSMEG_6425	-16.0846	-15.48	-16.26	-16.8
MSMEG_6426	-15.94	-14.25	-19.4	-12.4
MSMEG_6427	-12.7083	-10.6556	-14.7125	-13.0571
MSMEG_6428	-16.3286	-15.05	-19.1143	-14.7833
MSMEG_6429	-13.7333	-18.0	-11.9	-4.6
MSMEG_6430	-15.9224	-15.9	-18.487	-13.1381
MSMEG_6431	-12.0941	-14.3167	-9.3	-12.78
MSMEG_6432	-14.0278	-14.7857	-13.3333	-13.8
MSMEG_6433	-18.2091	-16.8533	-18.0267	-19.8571
MSMEG_6434	-17.1269	-15.0222	-20.0556	-16.2
MSMEG_6435	-20.7905	-22.7625	-21.0571	-17.85
MSMEG_6436	-17.75	-14.6875	-18.7714	-20.2286
MSMEG_6437	-20.8432	-20.1385	-22.925	-19.525
MSMEG_6438	-16.8053	-15.1429	-15.6167	-19.9333
MSMEG_6439	-15.3579	-12.9	-19.35	-14.2333
MSMEG_6440	-13.9339	-14.06	-14.565	-13.1368
MSMEG_6441	-15.0308	-15.0444	-16.8889	-12.925
MSMEG_6442	-13.0714	-13.34	-13.96	-11.625
MSMEG_6443	-18.0479	-19.3176	-17.5	-17.1933
MSMEG_6444	-12.7727	-12.6	-12.35	-13.5667
MSMEG_6445	-17.3325	-17.6214	-14.6769	-19.6769
MSMEG_6446	-12.369	-14.24	-13.0429	-9.4846
MSMEG_6447	-11.1833	-11.02	-12.1	-10.2333
MSMEG_6448	-13.5857	-11.28	-14.12	-15.8
MSMEG_6449	-11.5833	-11.38	-13.2	-9.7667
MSMEG_6450	-14.2818	-14.2842	-14.6474	-13.8706
MSMEG_6451	-11.6067	-9.8167	-11.42	-14.525
MSMEG_6452	-16.187	-16.5	-15.1632	-17.0
MSMEG_6453	-17.4677	-18.8909	-18.1182	-15.2952
MSMEG_6454	-16.0235	-16.9167	-15.0455	-16.0273
MSMEG_6455	-16.5478	-14.1875	-18.1125	-17.4571
MSMEG_6456	-13.3	-13.95	-11.85	-14.9
MSMEG_6457	-16.745	-15.8	-16.1714	-18.5167
MSMEG_6458	-16.5207	-16.045	-16.75	-16.7944
MSMEG_6459	-16.3897	-17.3887	-15.5661	-16.2115
MSMEG_6460	-13.3143	-15.5667	-10.15	-13.1
MSMEG_6461	-12.09	-15.0429	-11.4857	-9.35
MSMEG_6462	-15.0231	-17.3944	-15.6222	-11.6812
MSMEG_6463	-15.8714	-16.16	-15.4222	-16.0
MSMEG_6464	-16.7938	-16.0455	-15.7	-18.82
MSMEG_6465	-17.3418	-17.9789	-16.6	-17.4111
MSMEG_6466	-17.9733	-17.8273	-17.56	-18.6111
MSMEG_6467	-14.7955	-13.975	-15.2714	-15.2571
MSMEG_6468	-18.58	-16.85	-18.125	-20.9636
MSMEG_6469	-12.6765	-10.15	-14.8333	-13.12
MSMEG_6470	-19.05	-20.1667	-20.0667	-15.85
MSMEG_6471	-17.3741	-16.1737	-16.9278	-19.1882
MSMEG_6472	-18.75	-16.8	-20.7	-18.75
MSMEG_6473	-15.5344	-14.5	-16.1	-16.05
MSMEG_6474	-17.015	-15.2571	-17.9714	-17.95
MSMEG_6475	-14.795	-16.7	-11.7	-16.1833
MSMEG_6476	-15.9933	-15.25	-17.1	-15.725
MSMEG_6477	-14.37	-14.2714	-13.6857	-15.2833
MSMEG_6478	-16.0321	-14.8167	-15.9278	-17.4294
MSMEG_6479	-18.5818	-17.5125	-21.425	-16.2167
MSMEG_6480	-13.88	-13.4889	-15.05	-13.15
MSMEG_6481	-18.2829	-17.3929	-19.1214	-18.3385
MSMEG_6482	-17.0769	-18.1333	-16.8889	-16.1
MSMEG_6483	-17.0071	-19.67	-15.59	-15.45
MSMEG_6484	-16.6816	-16.2529	-16.3353	-17.56
MSMEG_6485	-16.1444	-13.0714	-18.9167	-17.12
MSMEG_6486	-17.0024	-17.6857	-15.8071	-17.5538
MSMEG_6487	-17.2333	-17.94	-17.9571	-15.6385
MSMEG_6488	-14.8176	-15.6167	-15.6167	-12.9
MSMEG_6489	-15.883	-14.85	-13.875	-19.1267
MSMEG_6490	-15.9736	-17.0722	-16.0722	-14.7059
MSMEG_6491	-17.1492	-16.555	-17.465	-17.4421
MSMEG_6492	-16.4681	-17.4708	-15.9696	-15.8955
MSMEG_6493	-14.7238	-14.8286	-16.46	-12.6077
MSMEG_6494	-14.9424	-17.6583	-14.6364	-12.02
MSMEG_6495	-16.6194	-18.7727	-16.98	-13.89
MSMEG_6496	-15.3133	-15.1818	-16.0	-14.7111
MSMEG_6497	-18.6238	-17.1625	-21.1429	-17.6333
MSMEG_6498	-11.9091	-14.675	-11.1	-9.3
MSMEG_6499	-14.5419	-15.8273	-14.1	-13.5111
MSMEG_6500	-16.6676	-15.64	-19.0	-15.3083
MSMEG_6501	-12.775	-12.9333	-13.7667	-11.05
MSMEG_6502	-14.6118	-15.75	-15.85	-11.76
MSMEG_6503	-15.9091	-14.675	-14.8	-19.0333
MSMEG_6504	-17.1588	-19.9111	-16.5	-14.7625
MSMEG_6505	-16.3393	-18.2	-15.2778	-15.3333
MSMEG_6506	-17.4864	-16.1375	-18.1286	-18.3857
MSMEG_6507	-14.3412	-13.3138	-14.6207	-15.1444
MSMEG_6508	-15.8222	-16.5571	-16.7167	-13.72
MSMEG_6509	-17.4147	-15.725	-17.9333	-18.82
MSMEG_6510	-17.6969	-16.6909	-20.9091	-15.27
MSMEG_6511	-13.7239	-12.5438	-15.3667	-13.34
MSMEG_6512	-16.5182	-15.7533	-18.68	-15.0214
MSMEG_6513	-17.7291	-16.4111	-18.7185	-18.084
MSMEG_6514	-17.2057	-16.6389	-18.1444	-16.8118
MSMEG_6515	-13.4676	-12.7792	-14.3083	-13.3087
MSMEG_6516	-9.4333	-10.0667	-10.3	-5.8
MSMEG_6517	-10.62	-12.1	-10.4	-8.1
MSMEG_6518	-17.5	-20.4	-15.78	-15.3
MSMEG_6519	-17.6469	-17.6182	-19.4364	-15.71
MSMEG_6520	-16.7478	-15.775	-16.6	-18.0286
MSMEG_6521	-17.3929	-17.02	-16.5357	-18.7462
MSMEG_6522	-15.675	-16.0273	-16.5545	-14.32
MSMEG_6523	-18.6265	-20.2833	-17.7182	-17.7273
MSMEG_6524	-15.1587	-15.65	-15.5867	-14.2067
MSMEG_6525	-16.585	-19.3714	-15.7571	-14.3
MSMEG_6526	-15.4412	-13.7	-18.05	-14.4
MSMEG_6527	-14.0792	-15.3778	-12.925	-13.7286
MSMEG_6528	-15.3633	-16.45	-13.1636	-16.8444
MSMEG_6529	-14.7828	-16.42	-14.21	-13.6
MSMEG_6530	-14.5913	-13.9125	-15.125	-14.7571
MSMEG_6531	-12.9545	-15.325	-11.375	-11.9
MSMEG_6532	-16.6708	-17.4	-16.5875	-15.8286
MSMEG_6533	-19.4189	-20.5538	-20.7917	-16.8167
MSMEG_6534	-11.42	-15.05	-10.15	-6.7
MSMEG_6535	-15.9782	-15.72	-16.1621	-16.0643
MSMEG_6536	-17.6136	-20.275	-16.2125	-15.9333
MSMEG_6537	-15.5087	-13.6875	-15.6125	-17.4714
MSMEG_6538	-15.3286	-15.59	-15.6	-14.7667
MSMEG_6539	-18.6971	-16.8	-20.1833	-19.1455
MSMEG_6540	-14.5224	-14.7588	-14.6353	-14.1267
MSMEG_6541	-12.5143	-13.24	-11.6	-12.75
MSMEG_6542	-17.5674	-21.54	-19.04	-11.2846
MSMEG_6544	-15.44	-16.95	-10.9	-21.5
MSMEG_6545	-15.325	-14.57	-16.7667	-14.7222
MSMEG_6546	-15.2606	-16.25	-15.3	-14.03
MSMEG_6547	-14.82	-16.2824	-14.5059	-13.6
MSMEG_6548	-15.925	-18.25	-15.5833	-12.95
MSMEG_6549	-16.6043	-16.7	-20.6875	-11.8286
MSMEG_6550	-11.3444	-11.925	-8.1	-15.05
MSMEG_6551	-12.735	-13.6857	-13.5857	-10.6333
MSMEG_6552	-18.6529	-18.6667	-20.25	-16.72
MSMEG_6553	-16.4493	-16.6333	-16.1217	-16.5909
MSMEG_6554	-15.4359	-15.9657	-15.9971	-14.3294
MSMEG_6555	-16.1179	-17.26	-16.9889	-13.9778
MSMEG_6556	-16.825	-17.7222	-17.15	-15.3
MSMEG_6557	-16.7972	-18.6167	-16.1	-15.6364
MSMEG_6558	-15.5538	-14.2889	-16.3556	-16.075
MSMEG_6559	-17.0333	-15.58	-21.725	-13.2
MSMEG_6560	-13.4125	-12.4167	-13.8833	-14.2
MSMEG_6561	-14.3708	-15.1588	-13.5688	-14.3333
MSMEG_6562	-16.6378	-16.1968	-17.74	-15.969
