 	fprUTRlast30nt_plusStartCodon_all_StartCodon_UnpairedProb
MSMEG_3457	NA
MSMEG_3458	NA
MSMEG_3459	0.9999
MSMEG_3460	NA
MSMEG_3461	NA
MSMEG_3462	NA
MSMEG_3463	NA
MSMEG_3464	NA
MSMEG_3465	NA
MSMEG_3466	0.5527
MSMEG_3467	NA
MSMEG_3468	NA
MSMEG_3469	NA
MSMEG_3470	NA
MSMEG_3471	0.6874
MSMEG_3472	0.9808
MSMEG_3473	NA
MSMEG_3474	NA
MSMEG_3475	NA
MSMEG_3476	NA
MSMEG_3477	0.9630
MSMEG_3478	NA
MSMEG_3479	NA
MSMEG_3480	NA
MSMEG_3481	NA
MSMEG_3482	NA
MSMEG_3483	NA
MSMEG_3484	NA
MSMEG_3485	NA
MSMEG_3486	NA
MSMEG_3487	0.9716
MSMEG_3488	NA
MSMEG_3489	0.2558
MSMEG_3490	0.6927
MSMEG_3491	NA
MSMEG_3492	NA
MSMEG_3493	NA
MSMEG_3494	NA
MSMEG_3495	0.2260
MSMEG_3496	NA
MSMEG_3497	0.4922
MSMEG_3498	NA
MSMEG_3499	NA
MSMEG_3500	NA
MSMEG_3501	0.9622
MSMEG_3502	NA
MSMEG_3503	0.1028
MSMEG_3504	0.9716
MSMEG_3505	0.7555
MSMEG_3506	NA
MSMEG_3507	0.8038
MSMEG_3508	NA
MSMEG_3509	NA
MSMEG_3510	NA
MSMEG_3511	0.8883
MSMEG_3512	NA
MSMEG_3513	NA
MSMEG_3514	NA
MSMEG_3515	NA
MSMEG_3517	NA
MSMEG_3518	NA
MSMEG_3519	0.9913
MSMEG_3520	0.7318
MSMEG_3521	NA
MSMEG_3522	NA
MSMEG_3523	NA
MSMEG_3524	NA
MSMEG_3525	NA
MSMEG_3526	NA
MSMEG_3527	NA
MSMEG_3528	NA
MSMEG_3529	NA
MSMEG_3530	NA
MSMEG_3531	0.0606
MSMEG_3532	NA
MSMEG_3533	NA
MSMEG_3534	0.2720
MSMEG_3535	NA
MSMEG_3536	NA
MSMEG_3537	NA
MSMEG_3538	0.4482
MSMEG_3539	NA
MSMEG_3540	0.9586
MSMEG_3541	NA
MSMEG_3542	NA
MSMEG_3543	NA
MSMEG_3544	NA
MSMEG_3545	0.0011
MSMEG_3546	NA
MSMEG_3547	NA
MSMEG_3548	NA
MSMEG_3549	NA
MSMEG_3550	NA
MSMEG_3551	NA
MSMEG_3552	NA
MSMEG_3553	NA
MSMEG_3554	NA
MSMEG_3555	NA
MSMEG_3556	NA
MSMEG_3557	NA
MSMEG_3558	NA
MSMEG_3559	NA
MSMEG_3560	NA
MSMEG_3561	NA
MSMEG_3562	NA
MSMEG_3563	NA
MSMEG_3564	0.9883
MSMEG_3565	NA
MSMEG_3566	0.8749
MSMEG_3567	NA
MSMEG_3568	NA
MSMEG_3569	NA
MSMEG_3570	0.9645
MSMEG_3571	NA
MSMEG_3572	NA
MSMEG_3573	NA
MSMEG_3574	NA
MSMEG_3575	NA
MSMEG_3576	NA
MSMEG_3577	NA
MSMEG_3578	0.1128
MSMEG_3579	NA
MSMEG_3580	0.9407
MSMEG_3581	NA
MSMEG_3582	NA
MSMEG_3583	0.9597
MSMEG_3584	NA
MSMEG_3585	NA
MSMEG_3586	NA
MSMEG_3587	NA
MSMEG_3588	NA
MSMEG_3589	NA
MSMEG_3590	NA
MSMEG_3591	NA
MSMEG_3592	NA
MSMEG_3593	NA
MSMEG_3594	NA
MSMEG_3595	NA
MSMEG_3596	NA
MSMEG_3597	NA
MSMEG_3598	NA
MSMEG_3599	NA
MSMEG_3600	NA
MSMEG_3601	NA
MSMEG_3602	NA
MSMEG_3603	NA
MSMEG_3604	NA
MSMEG_3605	0.9637
MSMEG_3606	NA
MSMEG_3607	NA
MSMEG_3608	NA
MSMEG_3609	NA
MSMEG_3610	NA
MSMEG_3611	NA
MSMEG_3612	NA
MSMEG_3613	NA
MSMEG_3614	0.9983
MSMEG_3615	0.4205
MSMEG_3616	0.9935
MSMEG_3617	NA
MSMEG_3618	NA
MSMEG_3619	0.0257
MSMEG_3620	NA
MSMEG_3621	0.6812
MSMEG_3622	NA
MSMEG_3623	NA
MSMEG_3624	NA
MSMEG_3625	NA
MSMEG_3626	NA
MSMEG_3627	NA
MSMEG_3628	NA
MSMEG_3629	NA
MSMEG_3630	0.9759
MSMEG_3631	NA
MSMEG_3632	NA
MSMEG_3633	0.7503
MSMEG_3634	NA
MSMEG_3635	NA
MSMEG_3636	0.2507
MSMEG_3637	NA
MSMEG_3638	NA
MSMEG_3639	0.0025
MSMEG_3640	NA
MSMEG_3641	0.9926
MSMEG_3642	0.0034
MSMEG_3643	NA
MSMEG_3644	0.7770
MSMEG_3645	0.5935
MSMEG_3646	NA
MSMEG_3647	0.3650
MSMEG_3648	0.2528
MSMEG_3649	0.3155
MSMEG_3650	0.8350
MSMEG_3651	NA
MSMEG_3652	NA
MSMEG_3653	NA
MSMEG_3654	NA
MSMEG_3655	NA
MSMEG_3656	NA
MSMEG_3657	NA
MSMEG_3658	NA
MSMEG_3659	NA
MSMEG_3660	0.5808
MSMEG_3661	NA
MSMEG_3662	NA
MSMEG_3663	NA
MSMEG_3664	NA
MSMEG_3665	NA
MSMEG_3666	NA
MSMEG_3667	0.7862
MSMEG_3668	0.9400
MSMEG_3669	NA
MSMEG_3670	NA
MSMEG_3671	NA
MSMEG_3672	NA
MSMEG_3673	NA
MSMEG_3674	NA
MSMEG_3675	NA
MSMEG_3676	NA
MSMEG_3677	NA
MSMEG_3678	0.9804
MSMEG_3679	NA
MSMEG_3680	0.9647
MSMEG_3681	NA
MSMEG_3682	NA
MSMEG_3683	NA
MSMEG_3684	NA
MSMEG_3685	NA
MSMEG_3686	0.6972
MSMEG_3687	NA
MSMEG_3688	NA
MSMEG_3689	NA
MSMEG_3691	NA
MSMEG_3692	0.9993
MSMEG_3693	0.4570
MSMEG_3694	0.7964
MSMEG_3695	NA
MSMEG_3696	0.9541
MSMEG_3697	NA
MSMEG_3698	NA
MSMEG_3699	NA
MSMEG_3700	NA
MSMEG_3701	NA
MSMEG_3703	NA
MSMEG_3704	NA
MSMEG_3705	NA
MSMEG_3706	NA
MSMEG_3707	NA
MSMEG_3708	NA
MSMEG_3709	NA
MSMEG_3710	NA
MSMEG_3711	NA
MSMEG_3712	NA
MSMEG_3713	NA
MSMEG_3714	NA
MSMEG_3715	NA
MSMEG_3716	NA
MSMEG_3718	NA
MSMEG_3719	NA
MSMEG_3720	NA
MSMEG_3721	NA
MSMEG_3722	NA
MSMEG_3723	NA
MSMEG_3724	NA
MSMEG_3725	0.9858
MSMEG_3726	NA
MSMEG_3727	0.9921
MSMEG_3728	NA
MSMEG_3729	NA
MSMEG_3730	0.9761
MSMEG_3731	NA
MSMEG_3732	NA
MSMEG_3733	0.6296
MSMEG_3735	NA
MSMEG_3736	0.2307
MSMEG_3737	0.2254
MSMEG_3738	NA
MSMEG_3739	NA
MSMEG_3740	NA
MSMEG_3741	0.8937
MSMEG_3742	NA
MSMEG_3743	0.9564
MSMEG_3744	0.4737
MSMEG_3745	NA
MSMEG_3746	0.9876
MSMEG_3748	NA
MSMEG_3750	0.9666
MSMEG_3751	NA
MSMEG_3752	NA
MSMEG_3753	NA
MSMEG_3754	0.0000
MSMEG_3758	NA
MSMEG_3759	NA
MSMEG_3760	NA
MSMEG_3761	NA
MSMEG_3762	NA
MSMEG_3763	NA
MSMEG_3764	NA
MSMEG_3765	0.5597
MSMEG_3766	0.9991
MSMEG_3767	0.0922
MSMEG_3768	NA
MSMEG_3769	NA
MSMEG_3770	NA
MSMEG_3771	NA
MSMEG_3772	NA
MSMEG_3773	NA
MSMEG_3774	0.9499
MSMEG_3775	0.8647
MSMEG_3776	NA
MSMEG_3777	NA
MSMEG_3778	NA
MSMEG_3779	NA
MSMEG_3780	NA
MSMEG_3781	NA
MSMEG_3782	NA
MSMEG_3783	NA
MSMEG_3784	0.9382
MSMEG_3785	0.2374
MSMEG_3786	0.8763
MSMEG_3787	NA
MSMEG_3788	NA
MSMEG_3789	NA
MSMEG_3790	NA
MSMEG_3791	0.9552
MSMEG_3792	0.8809
MSMEG_3793	NA
MSMEG_3794	0.9962
MSMEG_3795	0.9640
MSMEG_3796	0.7042
MSMEG_3797	NA
MSMEG_3798	NA
MSMEG_3799	NA
MSMEG_3800	0.8375
MSMEG_3801	NA
MSMEG_3802	0.0068
MSMEG_3803	0.9298
MSMEG_3804	NA
MSMEG_3805	NA
MSMEG_3806	NA
MSMEG_3807	NA
MSMEG_3808	0.9718
MSMEG_3809	NA
MSMEG_3810	NA
MSMEG_3811	0.9557
MSMEG_3812	NA
MSMEG_3813	NA
MSMEG_3815	NA
MSMEG_3816	NA
MSMEG_3817	NA
MSMEG_3818	NA
MSMEG_3819	NA
MSMEG_3820	NA
MSMEG_3821	NA
MSMEG_3822	NA
MSMEG_3823	NA
MSMEG_3824	NA
MSMEG_3825	NA
MSMEG_3826	NA
MSMEG_3827	NA
MSMEG_3828	NA
MSMEG_3829	NA
MSMEG_3830	NA
MSMEG_3831	0.4522
MSMEG_3832	NA
MSMEG_3833	0.7151
MSMEG_3834	NA
MSMEG_3835	0.9830
MSMEG_3836	NA
MSMEG_3837	NA
MSMEG_3838	NA
MSMEG_3839	NA
MSMEG_3840	NA
MSMEG_3841	NA
MSMEG_3842	NA
MSMEG_3843	NA
MSMEG_3844	NA
MSMEG_3845	NA
MSMEG_3846	NA
MSMEG_3847	NA
MSMEG_3848	NA
MSMEG_3849	NA
MSMEG_3850	NA
MSMEG_3851	NA
MSMEG_3852	NA
MSMEG_3853	NA
MSMEG_3854	0.8289
MSMEG_3855	0.9988
MSMEG_3856	0.0581
MSMEG_3857	NA
MSMEG_3858	0.1534
MSMEG_3859	NA
MSMEG_3860	NA
MSMEG_3861	0.8486
MSMEG_3862	NA
MSMEG_3863	NA
MSMEG_3864	NA
MSMEG_3865	NA
MSMEG_3866	NA
MSMEG_3867	NA
MSMEG_3868	NA
MSMEG_3869	0.1180
MSMEG_3870	NA
MSMEG_3871	NA
MSMEG_3872	NA
MSMEG_3873	NA
MSMEG_3874	NA
MSMEG_3875	NA
MSMEG_3876	NA
MSMEG_3877	0.9969
MSMEG_3878	NA
MSMEG_3879	NA
MSMEG_3880	NA
MSMEG_3881	NA
MSMEG_3882	NA
MSMEG_3883	NA
MSMEG_3884	NA
MSMEG_3885	NA
MSMEG_3886	NA
MSMEG_3887	NA
MSMEG_3888	NA
MSMEG_3890	NA
MSMEG_3891	NA
MSMEG_3892	NA
MSMEG_3893	NA
MSMEG_3894	NA
MSMEG_3895	NA
MSMEG_3896	0.9389
MSMEG_3897	NA
MSMEG_3898	NA
MSMEG_3899	NA
MSMEG_3900	NA
MSMEG_3901	0.5772
MSMEG_3902	0.7322
MSMEG_3903	NA
MSMEG_3904	0.9462
MSMEG_3905	NA
MSMEG_3906	NA
MSMEG_3907	NA
MSMEG_3908	NA
MSMEG_3909	NA
MSMEG_3910	NA
MSMEG_3911	NA
MSMEG_3912	NA
MSMEG_3913	NA
MSMEG_3914	NA
MSMEG_3915	NA
MSMEG_3916	0.0394
MSMEG_3917	NA
MSMEG_3918	NA
MSMEG_3919	0.7271
MSMEG_3920	NA
MSMEG_3921	NA
MSMEG_3922	NA
MSMEG_3923	NA
MSMEG_3924	NA
MSMEG_3925	NA
MSMEG_3926	NA
MSMEG_3927	NA
MSMEG_3928	NA
MSMEG_3929	NA
MSMEG_3930	0.7569
MSMEG_3931	NA
MSMEG_3932	NA
MSMEG_3933	NA
MSMEG_3934	NA
MSMEG_3935	NA
MSMEG_3936	NA
MSMEG_3937	NA
MSMEG_3938	NA
MSMEG_3939	NA
MSMEG_3940	NA
MSMEG_3941	NA
MSMEG_3942	NA
MSMEG_3943	NA
MSMEG_3944	NA
MSMEG_3945	NA
MSMEG_3946	NA
MSMEG_3947	NA
MSMEG_3948	NA
MSMEG_3949	NA
MSMEG_3950	NA
MSMEG_3951	NA
MSMEG_3952	NA
MSMEG_3953	NA
MSMEG_3954	NA
MSMEG_3955	NA
MSMEG_3956	NA
MSMEG_3957	NA
MSMEG_3958	0.9127
MSMEG_3959	0.4680
MSMEG_3960	0.0713
MSMEG_3961	NA
MSMEG_3962	0.0759
MSMEG_3963	NA
MSMEG_3964	NA
MSMEG_3965	0.9996
MSMEG_3966	NA
MSMEG_3967	NA
MSMEG_3968	0.9978
MSMEG_3969	NA
MSMEG_3970	NA
MSMEG_3971	NA
MSMEG_3972	NA
MSMEG_3973	NA
MSMEG_3975	0.9438
MSMEG_3976	NA
MSMEG_3977	0.3146
MSMEG_3978	NA
MSMEG_3980	0.8834
MSMEG_3981	NA
MSMEG_3982	NA
MSMEG_3984	NA
MSMEG_3985	NA
MSMEG_3986	NA
MSMEG_3987	NA
MSMEG_3988	0.4315
MSMEG_3989	NA
MSMEG_3990	NA
MSMEG_3991	NA
MSMEG_3992	NA
MSMEG_3993	NA
MSMEG_3994	NA
MSMEG_3995	NA
MSMEG_3996	NA
MSMEG_3997	NA
MSMEG_3998	NA
MSMEG_3999	NA
MSMEG_4000	NA
MSMEG_4001	NA
MSMEG_4002	NA
MSMEG_4003	NA
MSMEG_4004	NA
MSMEG_4005	NA
MSMEG_4006	NA
MSMEG_4007	NA
MSMEG_4008	NA
MSMEG_4009	NA
MSMEG_4010	NA
MSMEG_4011	NA
MSMEG_4012	NA
MSMEG_4013	NA
MSMEG_4014	NA
MSMEG_4015	NA
MSMEG_4016	NA
MSMEG_4017	NA
MSMEG_4018	NA
MSMEG_4019	NA
MSMEG_4020	NA
MSMEG_4021	NA
MSMEG_4022	NA
MSMEG_4023	NA
MSMEG_4024	NA
MSMEG_4025	NA
MSMEG_4026	NA
MSMEG_4027	NA
MSMEG_4028	NA
MSMEG_4029	0.5308
MSMEG_4030	0.9139
MSMEG_4031	NA
MSMEG_4032	NA
MSMEG_4033	NA
MSMEG_4034	NA
MSMEG_4035	NA
MSMEG_4036	NA
MSMEG_4037	0.2107
MSMEG_4038	0.8883
MSMEG_4039	NA
MSMEG_4040	NA
MSMEG_4041	0.7815
MSMEG_4042	0.5937
MSMEG_4043	NA
MSMEG_4044	NA
MSMEG_4045	NA
MSMEG_4046	NA
MSMEG_4047	NA
MSMEG_4048	NA
MSMEG_4049	NA
MSMEG_4050	NA
MSMEG_4051	NA
MSMEG_4052	0.7438
MSMEG_4053	0.3926
MSMEG_4054	NA
MSMEG_4055	0.0377
MSMEG_4056	NA
MSMEG_4057	0.3244
MSMEG_4058	NA
MSMEG_4059	NA
MSMEG_4061	NA
MSMEG_4062	NA
MSMEG_4063	NA
MSMEG_4064	NA
MSMEG_4065	NA
MSMEG_4066	NA
MSMEG_4067	0.7274
MSMEG_4068	0.9267
MSMEG_4069	NA
MSMEG_4070	NA
MSMEG_4071	0.1116
MSMEG_4072	NA
MSMEG_4074	NA
MSMEG_4075	NA
MSMEG_4076	NA
MSMEG_4077	NA
MSMEG_4078	NA
MSMEG_4079	0.9630
MSMEG_4081	0.0776
MSMEG_4082	NA
MSMEG_4083	NA
MSMEG_4084	NA
MSMEG_4085	0.9456
MSMEG_4086	NA
MSMEG_4087	0.9434
MSMEG_4088	0.8411
MSMEG_4089	NA
MSMEG_4090	0.9959
MSMEG_4091	NA
MSMEG_4092	NA
MSMEG_4093	NA
MSMEG_4094	NA
MSMEG_4095	NA
MSMEG_4096	NA
MSMEG_4097	NA
MSMEG_4098	NA
MSMEG_4099	NA
MSMEG_4100	NA
MSMEG_4101	NA
MSMEG_4102	NA
MSMEG_4103	NA
MSMEG_4104	NA
MSMEG_4105	NA
MSMEG_4106	NA
MSMEG_4107	NA
MSMEG_4108	0.8571
MSMEG_4109	0.4445
MSMEG_4110	NA
MSMEG_4111	NA
MSMEG_4112	NA
MSMEG_4113	0.8915
MSMEG_4114	NA
MSMEG_4115	NA
MSMEG_4116	0.1386
MSMEG_4117	NA
MSMEG_4118	NA
MSMEG_4119	NA
MSMEG_4120	0.8908
MSMEG_4121	NA
MSMEG_4122	NA
MSMEG_4123	0.7077
MSMEG_4124	NA
MSMEG_4125	NA
MSMEG_4126	0.7908
MSMEG_4127	NA
MSMEG_4128	0.9605
MSMEG_4129	NA
MSMEG_4130	0.0053
MSMEG_4131	NA
MSMEG_4132	0.0275
MSMEG_4133	0.8210
MSMEG_4135	NA
MSMEG_4136	NA
MSMEG_4137	NA
MSMEG_4138	NA
MSMEG_4140	NA
MSMEG_4141	NA
MSMEG_4142	NA
MSMEG_4143	0.9205
MSMEG_4144	NA
MSMEG_4145	0.8430
MSMEG_4146	NA
MSMEG_4147	NA
MSMEG_4148	NA
MSMEG_4149	NA
MSMEG_4150	NA
MSMEG_4151	0.9955
MSMEG_4152	NA
MSMEG_4153	0.9101
MSMEG_4154	NA
MSMEG_4155	0.8063
MSMEG_4156	NA
MSMEG_4157	NA
MSMEG_4158	NA
MSMEG_4159	NA
MSMEG_4160	0.8663
MSMEG_4161	0.1212
MSMEG_4162	NA
MSMEG_4163	0.8332
MSMEG_4164	NA
MSMEG_4165	0.9832
MSMEG_4166	0.8908
MSMEG_4167	NA
MSMEG_4168	NA
MSMEG_4169	NA
MSMEG_4170	NA
MSMEG_4171	NA
MSMEG_4172	NA
MSMEG_4173	NA
MSMEG_4174	0.9676
MSMEG_4175	NA
MSMEG_4176	NA
MSMEG_4178	NA
MSMEG_4179	NA
MSMEG_4180	0.0834
MSMEG_4181	NA
MSMEG_4182	NA
MSMEG_4183	NA
MSMEG_4184	NA
MSMEG_4185	0.9995
MSMEG_4186	NA
MSMEG_4187	NA
MSMEG_4188	NA
MSMEG_4189	NA
MSMEG_4190	NA
MSMEG_4191	NA
MSMEG_4192	NA
MSMEG_4193	NA
MSMEG_4194	NA
MSMEG_4195	NA
MSMEG_4196	0.0029
MSMEG_4197	0.5772
MSMEG_4198	NA
MSMEG_4199	0.9948
MSMEG_4200	NA
MSMEG_4202	NA
MSMEG_4203	NA
MSMEG_4204	NA
MSMEG_4205	NA
MSMEG_4207	NA
MSMEG_4208	NA
MSMEG_4209	NA
MSMEG_4210	NA
MSMEG_4211	NA
MSMEG_4212	NA
MSMEG_4213	NA
MSMEG_4214	NA
MSMEG_4215	0.9866
MSMEG_4216	NA
MSMEG_4217	NA
MSMEG_4218	0.6187
MSMEG_4219	0.6366
MSMEG_4220	NA
MSMEG_4221	NA
MSMEG_4222	0.9781
MSMEG_4223	NA
MSMEG_4224	NA
MSMEG_4225	0.0573
MSMEG_4226	0.9158
MSMEG_4227	NA
MSMEG_4228	0.8620
MSMEG_4229	NA
MSMEG_4230	0.9770
MSMEG_4231	NA
MSMEG_4232	0.6227
MSMEG_4233	NA
MSMEG_4234	NA
MSMEG_4235	0.2768
MSMEG_4236	0.0120
MSMEG_4237	0.9724
MSMEG_4238	0.5542
MSMEG_4239	NA
MSMEG_4240	0.1289
MSMEG_4241	NA
MSMEG_4242	NA
MSMEG_4243	NA
MSMEG_4244	NA
MSMEG_4245	0.9618
MSMEG_4246	0.3358
MSMEG_4247	NA
MSMEG_4248	0.9319
MSMEG_4249	0.7472
MSMEG_4250	NA
MSMEG_4251	0.1218
MSMEG_4252	NA
MSMEG_4253	0.9613
MSMEG_4254	NA
MSMEG_4255	NA
MSMEG_4256	0.9366
MSMEG_4257	0.9780
MSMEG_4258	NA
MSMEG_4259	NA
MSMEG_4260	NA
MSMEG_4261	0.9586
MSMEG_4262	NA
MSMEG_4263	NA
MSMEG_4264	0.9704
MSMEG_4265	NA
MSMEG_4266	NA
MSMEG_4267	NA
MSMEG_4268	0.7445
MSMEG_4269	NA
MSMEG_4270	0.0859
MSMEG_4271	NA
MSMEG_4272	0.9668
MSMEG_4273	NA
MSMEG_4274	0.0498
MSMEG_4275	NA
MSMEG_4276	NA
MSMEG_4277	NA
MSMEG_4278	NA
MSMEG_4279	NA
MSMEG_4280	0.8485
MSMEG_4281	NA
MSMEG_4282	NA
MSMEG_4283	0.9887
MSMEG_4284	0.9509
MSMEG_4285	NA
MSMEG_4286	NA
MSMEG_4287	NA
MSMEG_4288	NA
MSMEG_4289	NA
MSMEG_4290	NA
MSMEG_4291	NA
MSMEG_4292	NA
MSMEG_4293	NA
MSMEG_4294	NA
MSMEG_4295	NA
MSMEG_4296	NA
MSMEG_4297	NA
MSMEG_4298	0.4946
MSMEG_4299	NA
MSMEG_4300	NA
MSMEG_4301	NA
MSMEG_4302	0.9373
MSMEG_4303	NA
MSMEG_4304	NA
MSMEG_4305	NA
MSMEG_4306	NA
MSMEG_4307	0.9553
MSMEG_4308	NA
MSMEG_4309	NA
MSMEG_4310	NA
MSMEG_4311	NA
MSMEG_4313	0.2703
MSMEG_4314	NA
MSMEG_4315	NA
MSMEG_4316	NA
MSMEG_4317	NA
MSMEG_4318	NA
MSMEG_4320	0.4133
MSMEG_4321	0.8552
MSMEG_4322	NA
MSMEG_4323	0.5971
MSMEG_4324	NA
MSMEG_4325	NA
MSMEG_4326	0.9951
MSMEG_4327	NA
MSMEG_4328	NA
MSMEG_4329	NA
MSMEG_4330	NA
MSMEG_4331	NA
MSMEG_4332	NA
MSMEG_4333	NA
MSMEG_4334	NA
MSMEG_4335	NA
MSMEG_4336	0.9943
MSMEG_4337	NA
MSMEG_4338	NA
MSMEG_4339	NA
MSMEG_4340	NA
MSMEG_4341	NA
MSMEG_4342	NA
MSMEG_4343	NA
MSMEG_4344	NA
MSMEG_4345	NA
MSMEG_4346	NA
MSMEG_4347	0.7762
MSMEG_4348	NA
MSMEG_4349	NA
MSMEG_4350	NA
MSMEG_4351	0.5705
MSMEG_4352	NA
MSMEG_4353	NA
MSMEG_4354	NA
MSMEG_4355	NA
MSMEG_4356	NA
MSMEG_4357	NA
MSMEG_4358	NA
MSMEG_4359	0.0336
MSMEG_4360	0.9931
MSMEG_4361	0.9407
MSMEG_4362	NA
MSMEG_4363	NA
MSMEG_4364	NA
MSMEG_4365	0.1500
MSMEG_4366	0.9161
MSMEG_4367	0.9772
MSMEG_4368	0.8079
MSMEG_4369	NA
MSMEG_4370	NA
MSMEG_4371	0.9987
MSMEG_4372	NA
MSMEG_4373	NA
MSMEG_4374	NA
MSMEG_4375	NA
MSMEG_4376	NA
MSMEG_4377	NA
MSMEG_4378	NA
MSMEG_4379	NA
MSMEG_4380	NA
MSMEG_4381	NA
MSMEG_4382	NA
MSMEG_4383	0.7523
MSMEG_4384	NA
MSMEG_4385	0.8620
MSMEG_4386	NA
MSMEG_4387	NA
MSMEG_4388	NA
MSMEG_4389	NA
MSMEG_4390	NA
MSMEG_4391	NA
MSMEG_4392	0.0338
MSMEG_4393	NA
MSMEG_4394	NA
MSMEG_4395	0.8815
MSMEG_4396	0.7365
MSMEG_4397	NA
MSMEG_4398	NA
MSMEG_4399	0.9878
MSMEG_4400	NA
MSMEG_4401	NA
MSMEG_4402	0.9541
MSMEG_4403	NA
MSMEG_4404	NA
MSMEG_4405	NA
MSMEG_4406	NA
MSMEG_4407	NA
MSMEG_4408	NA
MSMEG_4409	NA
MSMEG_4410	0.9945
MSMEG_4411	NA
MSMEG_4412	NA
MSMEG_4413	NA
MSMEG_4414	NA
MSMEG_4415	NA
MSMEG_4416	NA
MSMEG_4417	NA
MSMEG_4418	NA
MSMEG_4419	NA
MSMEG_4420	NA
MSMEG_4421	NA
MSMEG_4422	NA
MSMEG_4423	NA
MSMEG_4424	NA
MSMEG_4425	NA
MSMEG_4426	NA
MSMEG_4427	NA
MSMEG_4428	NA
MSMEG_4429	NA
MSMEG_4430	0.9863
MSMEG_4431	NA
MSMEG_4432	NA
MSMEG_4433	NA
MSMEG_4434	NA
MSMEG_4435	NA
MSMEG_4436	NA
MSMEG_4437	NA
MSMEG_4438	NA
MSMEG_4439	NA
MSMEG_4440	NA
MSMEG_4441	NA
MSMEG_4442	NA
MSMEG_4443	NA
MSMEG_4444	NA
MSMEG_4445	NA
MSMEG_4447	NA
MSMEG_4448	NA
MSMEG_4449	0.2904
MSMEG_4450	0.1427
MSMEG_4451	NA
MSMEG_4453	0.8714
MSMEG_4454	NA
MSMEG_4455	NA
MSMEG_4456	NA
MSMEG_4457	NA
MSMEG_4458	0.3927
MSMEG_4459	NA
MSMEG_4460	0.9533
MSMEG_4461	0.9912
MSMEG_4462	NA
MSMEG_4463	NA
MSMEG_4464	NA
MSMEG_4465	NA
MSMEG_4466	NA
MSMEG_4467	NA
MSMEG_4468	NA
MSMEG_4469	NA
MSMEG_4470	NA
MSMEG_4471	NA
MSMEG_4472	NA
MSMEG_4473	NA
MSMEG_4474	NA
MSMEG_4475	NA
MSMEG_4476	0.9802
MSMEG_4477	NA
MSMEG_4479	NA
MSMEG_4480	0.0725
MSMEG_4481	0.1504
MSMEG_4482	NA
MSMEG_4483	NA
MSMEG_4484	NA
MSMEG_4485	NA
MSMEG_4486	NA
MSMEG_4487	NA
MSMEG_4488	NA
MSMEG_4489	NA
MSMEG_4490	NA
MSMEG_4491	NA
MSMEG_4492	NA
MSMEG_4493	NA
MSMEG_4494	NA
MSMEG_4495	NA
MSMEG_4496	NA
MSMEG_4497	0.0264
MSMEG_4498	NA
MSMEG_4499	0.7684
MSMEG_4500	NA
MSMEG_4501	NA
MSMEG_4502	NA
MSMEG_4503	NA
MSMEG_4504	0.5624
MSMEG_4505	NA
MSMEG_4506	NA
MSMEG_4507	0.8242
MSMEG_4508	NA
MSMEG_4509	NA
MSMEG_4510	NA
MSMEG_4511	NA
MSMEG_4512	NA
MSMEG_4513	NA
MSMEG_4514	NA
MSMEG_4515	NA
MSMEG_4516	NA
MSMEG_4517	NA
MSMEG_4518	0.6773
MSMEG_4519	NA
MSMEG_4520	NA
MSMEG_4521	NA
MSMEG_4522	NA
MSMEG_4523	NA
MSMEG_4524	NA
MSMEG_4525	NA
MSMEG_4526	NA
MSMEG_4527	0.9095
MSMEG_4528	NA
MSMEG_4529	NA
MSMEG_4530	NA
MSMEG_4531	NA
MSMEG_4532	NA
MSMEG_4533	0.5293
MSMEG_4534	NA
MSMEG_4535	NA
MSMEG_4536	0.0424
MSMEG_4537	0.9990
MSMEG_4538	NA
MSMEG_4539	NA
MSMEG_4540	NA
MSMEG_4541	NA
MSMEG_4542	NA
MSMEG_4543	NA
MSMEG_4544	NA
MSMEG_4545	NA
MSMEG_4547	NA
MSMEG_4548	NA
MSMEG_4549	NA
MSMEG_4550	0.9569
MSMEG_4551	NA
MSMEG_4552	NA
MSMEG_4553	NA
MSMEG_4554	NA
MSMEG_4555	0.6583
MSMEG_4556	NA
MSMEG_4557	NA
MSMEG_4558	NA
MSMEG_4559	0.1704
MSMEG_4560	NA
MSMEG_4561	0.7287
MSMEG_4563	NA
MSMEG_4564	0.9936
MSMEG_4565	0.1260
MSMEG_4567	NA
MSMEG_4568	NA
MSMEG_4569	NA
MSMEG_4570	NA
MSMEG_4571	0.5664
MSMEG_4572	NA
MSMEG_4573	NA
MSMEG_4574	NA
MSMEG_4575	NA
MSMEG_4576	NA
MSMEG_4577	NA
MSMEG_4578	NA
MSMEG_4579	NA
MSMEG_4580	0.9825
MSMEG_4581	NA
MSMEG_4582	NA
MSMEG_4583	NA
MSMEG_4584	NA
MSMEG_4585	NA
MSMEG_4586	NA
MSMEG_4587	NA
MSMEG_4588	NA
MSMEG_4589	NA
MSMEG_4590	NA
MSMEG_4591	NA
MSMEG_4592	NA
MSMEG_4593	NA
MSMEG_4594	NA
MSMEG_4595	0.7517
MSMEG_4596	NA
MSMEG_4597	NA
MSMEG_4598	0.0791
MSMEG_4599	0.7681
MSMEG_4600	NA
MSMEG_4601	NA
MSMEG_4602	NA
MSMEG_4604	0.6074
MSMEG_4606	NA
MSMEG_4607	NA
MSMEG_4608	NA
MSMEG_4609	NA
MSMEG_4610	NA
MSMEG_4611	NA
