 	fprUTR_MFE_20_10nt_5pUTR	fprUTR_MFE_20_10nt_5p	fprUTR_MFE_20_10nt_mid	fprUTR_MFE_20_10nt_3p
MSMEG_5569	NA	NA	NA	NA
MSMEG_5570	NA	NA	NA	NA
MSMEG_5571	NA	NA	NA	NA
MSMEG_5572	NA	NA	NA	NA
MSMEG_5573	NA	NA	NA	NA
MSMEG_5574	NA	NA	NA	NA
MSMEG_5575	NA	NA	NA	NA
MSMEG_5576	NA	NA	NA	NA
MSMEG_5577	NA	NA	NA	NA
MSMEG_5578	NA	NA	NA	NA
MSMEG_5579	-2.16	-2.3	-2.5077	-1.6615
MSMEG_5580	NA	NA	NA	NA
MSMEG_5581	NA	NA	NA	NA
MSMEG_5582	NA	NA	NA	NA
MSMEG_5583	NA	NA	NA	NA
MSMEG_5584	NA	NA	NA	NA
MSMEG_5585	NA	NA	NA	NA
MSMEG_5586	NA	NA	NA	NA
MSMEG_5587	NA	NA	NA	NA
MSMEG_5588	NA	NA	NA	NA
MSMEG_5589	NA	NA	NA	NA
MSMEG_5590	NA	NA	NA	NA
MSMEG_5591	NA	NA	NA	NA
MSMEG_5592	NA	NA	NA	NA
MSMEG_5593	NA	NA	NA	NA
MSMEG_5594	NA	NA	NA	NA
MSMEG_5595	NA	NA	NA	NA
MSMEG_5596	NA	NA	NA	NA
MSMEG_5597	NA	NA	NA	NA
MSMEG_5599	NA	NA	NA	NA
MSMEG_5600	NA	NA	NA	NA
MSMEG_5601	-2.0579	-2.0857	-1.4429	-2.88
MSMEG_5602	NA	NA	NA	NA
MSMEG_5603	NA	NA	NA	NA
MSMEG_5604	NA	NA	NA	NA
MSMEG_5605	NA	NA	NA	NA
MSMEG_5606	NA	NA	NA	NA
MSMEG_5607	0.0	0.0	0.0	0.0
MSMEG_5608	NA	NA	NA	NA
MSMEG_5609	NA	NA	NA	NA
MSMEG_5610	-3.3062	-3.3167	-3.7333	-2.65
MSMEG_5611	-5.1	-7.1	-6.0	-0.2
MSMEG_5612	-3.93	-4.775	-3.925	-2.25
MSMEG_5613	NA	NA	NA	NA
MSMEG_5614	NA	NA	NA	NA
MSMEG_5615	NA	NA	NA	NA
MSMEG_5616	NA	NA	NA	NA
MSMEG_5617	-1.95	-0.6	-3.3	-3.5
MSMEG_5618	NA	NA	NA	NA
MSMEG_5619	NA	NA	NA	NA
MSMEG_5620	NA	NA	NA	NA
MSMEG_5621	NA	NA	NA	NA
MSMEG_5622	NA	NA	NA	NA
MSMEG_5623	NA	NA	NA	NA
MSMEG_5624	NA	NA	NA	NA
MSMEG_5625	NA	NA	NA	NA
MSMEG_5626	NA	NA	NA	NA
MSMEG_5627	NA	NA	NA	NA
MSMEG_5628	NA	NA	NA	NA
MSMEG_5629	NA	NA	NA	NA
MSMEG_5630	NA	NA	NA	NA
MSMEG_5631	NA	NA	NA	NA
MSMEG_5632	NA	NA	NA	NA
MSMEG_5633	NA	NA	NA	NA
MSMEG_5634	-1.9059	-2.1667	-1.8667	-1.64
MSMEG_5635	NA	NA	NA	NA
MSMEG_5636	-1.975	-0.95	-6.0	0.0
MSMEG_5637	NA	NA	NA	NA
MSMEG_5638	NA	NA	NA	NA
MSMEG_5639	NA	NA	NA	NA
MSMEG_5640	NA	NA	NA	NA
MSMEG_5641	-2.0333	-1.95	-2.2	-2.2
MSMEG_5642	NA	NA	NA	NA
MSMEG_5643	NA	NA	NA	NA
MSMEG_5644	NA	NA	NA	NA
MSMEG_5645	NA	NA	NA	NA
MSMEG_5646	-2.4538	-2.6071	-3.0692	-1.6083
MSMEG_5648	NA	NA	NA	NA
MSMEG_5649	-1.2667	-1.7333	-1.2	0.0
MSMEG_5650	NA	NA	NA	NA
MSMEG_5651	0.0	0.0	0.0	0.0
MSMEG_5652	NA	NA	NA	NA
MSMEG_5653	NA	NA	NA	NA
MSMEG_5654	NA	NA	NA	NA
MSMEG_5655	NA	NA	NA	NA
MSMEG_5656	-2.5532	-2.7875	-2.8188	-2.02
MSMEG_5657	NA	NA	NA	NA
MSMEG_5658	-3.2442	-3.3267	-3.9286	-2.4714
MSMEG_5659	NA	NA	NA	NA
MSMEG_5660	-3.8424	-4.3667	-3.6636	-3.41
MSMEG_5661	-2.6556	-3.275	-2.3333	-1.9
MSMEG_5662	NA	NA	NA	NA
MSMEG_5663	NA	NA	NA	NA
MSMEG_5664	NA	NA	NA	NA
MSMEG_5665	NA	NA	NA	NA
MSMEG_5666	NA	NA	NA	NA
MSMEG_5667	NA	NA	NA	NA
MSMEG_5668	NA	NA	NA	NA
MSMEG_5669	NA	NA	NA	NA
MSMEG_5670	NA	NA	NA	NA
MSMEG_5671	NA	NA	NA	NA
MSMEG_5672	-2.375	-1.9	-2.85	0.0
MSMEG_5673	NA	NA	NA	NA
MSMEG_5674	NA	NA	NA	NA
MSMEG_5675	NA	NA	NA	NA
MSMEG_5676	NA	NA	NA	NA
MSMEG_5677	NA	NA	NA	NA
MSMEG_5678	NA	NA	NA	NA
MSMEG_5679	NA	NA	NA	NA
MSMEG_5680	-1.98	-2.6	-1.8	-1.1
MSMEG_5681	NA	NA	NA	NA
MSMEG_5682	-0.6286	-0.9	-0.85	0.0
MSMEG_5683	NA	NA	NA	NA
MSMEG_5684	NA	NA	NA	NA
MSMEG_5685	NA	NA	NA	NA
MSMEG_5686	NA	NA	NA	NA
MSMEG_5687	NA	NA	NA	NA
MSMEG_5688	NA	NA	NA	NA
MSMEG_5689	NA	NA	NA	NA
MSMEG_5690	-3.0333	-4.25	-0.6	-0.6
MSMEG_5691	NA	NA	NA	NA
MSMEG_5692	NA	NA	NA	NA
MSMEG_5693	NA	NA	NA	NA
MSMEG_5694	-3.06	-2.25	-3.925	-2.95
MSMEG_5695	NA	NA	NA	NA
MSMEG_5696	-4.4	-4.4	-4.4	-4.4
MSMEG_5697	NA	NA	NA	NA
MSMEG_5698	NA	NA	NA	NA
MSMEG_5699	-1.9625	-2.9	-2.1	-0.35
MSMEG_5700	-3.1087	-2.925	-3.2875	-3.1143
MSMEG_5701	NA	NA	NA	NA
MSMEG_5702	-0.45	0.0	-0.9	-0.6
MSMEG_5703	-2.5	-2.35	-2.6833	-2.46
MSMEG_5704	-4.2667	-0.6	-9.7	-2.5
MSMEG_5705	NA	NA	NA	NA
MSMEG_5706	NA	NA	NA	NA
MSMEG_5707	NA	NA	NA	NA
MSMEG_5708	-2.2735	-2.6833	-2.6	-1.5
MSMEG_5709	-1.531	-1.53	-2.02	-0.9889
MSMEG_5710	-2.0682	-2.425	-0.8143	-2.9143
MSMEG_5711	NA	NA	NA	NA
MSMEG_5712	NA	NA	NA	NA
MSMEG_5713	-6.1	-12.2	0.0	0.0
MSMEG_5714	NA	NA	NA	NA
MSMEG_5715	NA	NA	NA	NA
MSMEG_5716	NA	NA	NA	NA
MSMEG_5717	NA	NA	NA	NA
MSMEG_5718	NA	NA	NA	NA
MSMEG_5719	NA	NA	NA	NA
MSMEG_5720	NA	NA	NA	NA
MSMEG_5721	-3.14	-3.4	-4.45	0.0
MSMEG_5722	-3.55	-4.575	-1.9429	-3.9857
MSMEG_5723	NA	NA	NA	NA
MSMEG_5724	NA	NA	NA	NA
MSMEG_5725	NA	NA	NA	NA
MSMEG_5726	NA	NA	NA	NA
MSMEG_5727	-3.8438	-4.9333	-2.98	-3.4
MSMEG_5728	NA	NA	NA	NA
MSMEG_5729	NA	NA	NA	NA
MSMEG_5730	-0.6	-0.15	-1.05	-2.1
MSMEG_5731	NA	NA	NA	NA
MSMEG_5732	NA	NA	NA	NA
MSMEG_5733	NA	NA	NA	NA
MSMEG_5734	NA	NA	NA	NA
MSMEG_5735	NA	NA	NA	NA
MSMEG_5736	NA	NA	NA	NA
MSMEG_5737	NA	NA	NA	NA
MSMEG_5738	NA	NA	NA	NA
MSMEG_5739	NA	NA	NA	NA
MSMEG_5740	NA	NA	NA	NA
MSMEG_5741	NA	NA	NA	NA
MSMEG_5742	NA	NA	NA	NA
MSMEG_5743	NA	NA	NA	NA
MSMEG_5744	NA	NA	NA	NA
MSMEG_5745	NA	NA	NA	NA
MSMEG_5746	NA	NA	NA	NA
MSMEG_5747	NA	NA	NA	NA
MSMEG_5748	NA	NA	NA	NA
MSMEG_5749	-0.4333	-0.4	-0.5	-0.5
MSMEG_5750	-1.5562	-1.15	-1.44	-2.16
MSMEG_5751	NA	NA	NA	NA
MSMEG_5752	NA	NA	NA	NA
MSMEG_5753	NA	NA	NA	NA
MSMEG_5754	NA	NA	NA	NA
MSMEG_5759	NA	NA	NA	NA
MSMEG_5760	NA	NA	NA	NA
MSMEG_5761	NA	NA	NA	NA
MSMEG_5762	NA	NA	NA	NA
MSMEG_5763	NA	NA	NA	NA
MSMEG_5764	-3.1286	-0.5	-8.7	-1.5
MSMEG_5765	NA	NA	NA	NA
MSMEG_5766	NA	NA	NA	NA
MSMEG_5767	NA	NA	NA	NA
MSMEG_5768	-3.2	-7.15	-1.6333	0.0
MSMEG_5769	-3.8444	-4.775	-3.3	-2.8
MSMEG_5770	NA	NA	NA	NA
MSMEG_5771	-0.32	-0.5	0.0	-0.6
MSMEG_5772	NA	NA	NA	NA
MSMEG_5773	NA	NA	NA	NA
MSMEG_5774	NA	NA	NA	NA
MSMEG_5775	-3.1939	-2.6182	-3.7091	-3.2545
MSMEG_5776	NA	NA	NA	NA
MSMEG_5777	NA	NA	NA	NA
MSMEG_5778	-1.3333	-1.75	-0.5	-0.5
MSMEG_5779	NA	NA	NA	NA
MSMEG_5780	NA	NA	NA	NA
MSMEG_5781	NA	NA	NA	NA
MSMEG_5782	-1.85	-1.4	-2.3	-2.3
MSMEG_5784	-3.3375	-4.0333	-1.8667	-4.5
MSMEG_5785	NA	NA	NA	NA
MSMEG_5786	-1.1667	0.0	-1.75	-0.7
MSMEG_5787	NA	NA	NA	NA
MSMEG_5788	-3.4562	-3.6333	-4.2167	-2.05
MSMEG_5789	NA	NA	NA	NA
MSMEG_5790	NA	NA	NA	NA
MSMEG_5791	NA	NA	NA	NA
MSMEG_5792	NA	NA	NA	NA
MSMEG_5793	NA	NA	NA	NA
MSMEG_5794	NA	NA	NA	NA
MSMEG_5795	NA	NA	NA	NA
MSMEG_5796	NA	NA	NA	NA
MSMEG_5797	-1.1	-0.8	-1.05	-1.8
MSMEG_5798	NA	NA	NA	NA
MSMEG_5799	NA	NA	NA	NA
MSMEG_5800	NA	NA	NA	NA
MSMEG_5801	NA	NA	NA	NA
MSMEG_5802	NA	NA	NA	NA
MSMEG_5803	NA	NA	NA	NA
MSMEG_5804	NA	NA	NA	NA
MSMEG_5805	NA	NA	NA	NA
MSMEG_5806	NA	NA	NA	NA
MSMEG_5807	NA	NA	NA	NA
MSMEG_5808	NA	NA	NA	NA
MSMEG_5809	NA	NA	NA	NA
MSMEG_5810	NA	NA	NA	NA
MSMEG_5811	-2.5	-3.75	0.0	0.0
MSMEG_5812	-2.575	-1.2	-3.95	-3.7
MSMEG_5813	NA	NA	NA	NA
MSMEG_5814	NA	NA	NA	NA
MSMEG_5815	NA	NA	NA	NA
MSMEG_5816	-1.8857	-2.4333	-2.3	-0.65
MSMEG_5817	NA	NA	NA	NA
MSMEG_5818	NA	NA	NA	NA
MSMEG_5819	NA	NA	NA	NA
MSMEG_5820	NA	NA	NA	NA
MSMEG_5821	NA	NA	NA	NA
MSMEG_5822	NA	NA	NA	NA
MSMEG_5823	NA	NA	NA	NA
MSMEG_5824	NA	NA	NA	NA
MSMEG_5825	NA	NA	NA	NA
MSMEG_5826	NA	NA	NA	NA
MSMEG_5827	NA	NA	NA	NA
MSMEG_5828	-2.6727	-1.7	-2.95	-3.6
MSMEG_5829	NA	NA	NA	NA
MSMEG_5830	NA	NA	NA	NA
MSMEG_5831	-2.1909	-2.9625	-1.4714	-2.0286
MSMEG_5832	NA	NA	NA	NA
MSMEG_5834	NA	NA	NA	NA
MSMEG_5835	NA	NA	NA	NA
MSMEG_5836	NA	NA	NA	NA
MSMEG_5837	NA	NA	NA	NA
MSMEG_5838	NA	NA	NA	NA
MSMEG_5839	NA	NA	NA	NA
MSMEG_5840	NA	NA	NA	NA
MSMEG_5841	NA	NA	NA	NA
MSMEG_5842	NA	NA	NA	NA
MSMEG_5843	NA	NA	NA	NA
MSMEG_5844	NA	NA	NA	NA
MSMEG_5845	NA	NA	NA	NA
MSMEG_5846	NA	NA	NA	NA
MSMEG_5847	NA	NA	NA	NA
MSMEG_5848	-3.2381	-4.1857	-3.2625	-2.1
MSMEG_5849	NA	NA	NA	NA
MSMEG_5850	NA	NA	NA	NA
MSMEG_5851	-3.4773	-3.7667	-4.2733	-2.3143
MSMEG_5852	NA	NA	NA	NA
MSMEG_5853	-3.7	-3.7	-3.7	-3.7
MSMEG_5854	NA	NA	NA	NA
MSMEG_5855	-2.55	-2.0667	-4.1	-0.95
MSMEG_5856	NA	NA	NA	NA
MSMEG_5857	NA	NA	NA	NA
MSMEG_5858	NA	NA	NA	NA
MSMEG_5859	-5.45	-8.8	-2.1	-2.1
MSMEG_5860	NA	NA	NA	NA
MSMEG_5861	NA	NA	NA	NA
MSMEG_5862	NA	NA	NA	NA
MSMEG_5863	NA	NA	NA	NA
MSMEG_5864	NA	NA	NA	NA
MSMEG_5865	NA	NA	NA	NA
MSMEG_5866	-0.45	-0.9	0.0	0.0
MSMEG_5867	NA	NA	NA	NA
MSMEG_5868	NA	NA	NA	NA
MSMEG_5869	NA	NA	NA	NA
MSMEG_5870	NA	NA	NA	NA
MSMEG_5871	NA	NA	NA	NA
MSMEG_5872	NA	NA	NA	NA
MSMEG_5873	NA	NA	NA	NA
MSMEG_5875	NA	NA	NA	NA
MSMEG_5876	-2.9333	-4.24	-1.375	-2.8333
MSMEG_5877	NA	NA	NA	NA
MSMEG_5878	-0.75	-1.5	0.0	0.0
MSMEG_5879	-2.9286	-2.3	-5.85	-0.95
MSMEG_5880	NA	NA	NA	NA
MSMEG_5881	NA	NA	NA	NA
MSMEG_5882	NA	NA	NA	NA
MSMEG_5883	NA	NA	NA	NA
MSMEG_5884	NA	NA	NA	NA
MSMEG_5885	NA	NA	NA	NA
MSMEG_5886	NA	NA	NA	NA
MSMEG_5887	-1.1429	-1.6667	-1.5	0.0
MSMEG_5888	NA	NA	NA	NA
MSMEG_5889	-3.2	-3.2	-3.2	-3.2
MSMEG_5890	NA	NA	NA	NA
MSMEG_5891	NA	NA	NA	NA
MSMEG_5892	NA	NA	NA	NA
MSMEG_5893	NA	NA	NA	NA
MSMEG_5894	-2.8812	-4.2167	-2.22	-1.94
MSMEG_5895	NA	NA	NA	NA
MSMEG_5896	NA	NA	NA	NA
MSMEG_5897	NA	NA	NA	NA
MSMEG_5898	NA	NA	NA	NA
MSMEG_5899	NA	NA	NA	NA
MSMEG_5900	NA	NA	NA	NA
MSMEG_5901	NA	NA	NA	NA
MSMEG_5902	-2.96	-3.575	-3.7	-1.4
MSMEG_5903	NA	NA	NA	NA
MSMEG_5904	-5.5	-8.6	-2.4	-2.4
MSMEG_5905	NA	NA	NA	NA
MSMEG_5906	-1.2	-2.1	-0.3	-0.3
MSMEG_5907	NA	NA	NA	NA
MSMEG_5908	NA	NA	NA	NA
MSMEG_5909	NA	NA	NA	NA
MSMEG_5910	NA	NA	NA	NA
MSMEG_5911	NA	NA	NA	NA
MSMEG_5912	-0.3	-0.3	-0.3	-0.3
MSMEG_5913	NA	NA	NA	NA
MSMEG_5914	NA	NA	NA	NA
MSMEG_5915	NA	NA	NA	NA
MSMEG_5916	-0.9667	-1.0667	-0.8	-1.0
MSMEG_5917	NA	NA	NA	NA
MSMEG_5918	NA	NA	NA	NA
MSMEG_5919	NA	NA	NA	NA
MSMEG_5920	-3.3682	-3.7375	-3.1	-3.2143
MSMEG_5921	NA	NA	NA	NA
MSMEG_5922	NA	NA	NA	NA
MSMEG_5923	NA	NA	NA	NA
MSMEG_5924	NA	NA	NA	NA
MSMEG_5925	NA	NA	NA	NA
MSMEG_5926	NA	NA	NA	NA
MSMEG_5927	NA	NA	NA	NA
MSMEG_5928	NA	NA	NA	NA
MSMEG_5929	-0.05	0.0	-0.1	-0.1
MSMEG_5930	NA	NA	NA	NA
MSMEG_5931	NA	NA	NA	NA
MSMEG_5932	NA	NA	NA	NA
MSMEG_5933	-0.95	-1.75	0.0	-0.3
MSMEG_5934	NA	NA	NA	NA
MSMEG_5935	NA	NA	NA	NA
MSMEG_5936	NA	NA	NA	NA
MSMEG_5937	-3.7857	-3.9	-6.15	-1.25
MSMEG_5938	NA	NA	NA	NA
MSMEG_5939	NA	NA	NA	NA
MSMEG_5940	-2.4429	-5.46	-0.64	-0.925
MSMEG_5941	NA	NA	NA	NA
MSMEG_5942	NA	NA	NA	NA
MSMEG_5943	-3.1545	-2.975	-2.525	-4.2333
MSMEG_5944	-2.8	-2.6333	-4.7	-0.2
MSMEG_5945	NA	NA	NA	NA
MSMEG_5946	NA	NA	NA	NA
MSMEG_5947	NA	NA	NA	NA
MSMEG_5948	NA	NA	NA	NA
MSMEG_5949	NA	NA	NA	NA
MSMEG_5950	NA	NA	NA	NA
MSMEG_5951	NA	NA	NA	NA
MSMEG_5952	-3.1889	-3.3062	-2.3933	-3.9071
MSMEG_5953	NA	NA	NA	NA
MSMEG_5954	NA	NA	NA	NA
MSMEG_5955	NA	NA	NA	NA
MSMEG_5956	-3.7	-4.22	-2.05	-5.0333
MSMEG_5957	NA	NA	NA	NA
MSMEG_5958	NA	NA	NA	NA
MSMEG_5959	-2.5105	-2.7692	-2.5	-2.2417
MSMEG_5960	NA	NA	NA	NA
MSMEG_5961	NA	NA	NA	NA
MSMEG_5962	-2.372	-2.1	-2.2	-2.85
MSMEG_5963	NA	NA	NA	NA
MSMEG_5964	NA	NA	NA	NA
MSMEG_5965	NA	NA	NA	NA
MSMEG_5966	NA	NA	NA	NA
MSMEG_5967	-2.8	-3.95	-2.4667	-1.0
MSMEG_5968	NA	NA	NA	NA
MSMEG_5969	-1.365	-1.5571	-1.2571	-1.2667
MSMEG_5970	NA	NA	NA	NA
MSMEG_5971	-2.219	-2.45	-2.0857	-2.0667
MSMEG_5972	NA	NA	NA	NA
MSMEG_5973	NA	NA	NA	NA
MSMEG_5974	NA	NA	NA	NA
MSMEG_5975	NA	NA	NA	NA
MSMEG_5976	-0.7833	-0.75	-1.0667	0.0
MSMEG_5977	NA	NA	NA	NA
MSMEG_5978	NA	NA	NA	NA
MSMEG_5979	NA	NA	NA	NA
MSMEG_5980	NA	NA	NA	NA
MSMEG_5981	-2.7182	-1.35	-3.4375	-3.5833
MSMEG_5982	NA	NA	NA	NA
MSMEG_5983	NA	NA	NA	NA
MSMEG_5984	NA	NA	NA	NA
MSMEG_5985	NA	NA	NA	NA
MSMEG_5986	NA	NA	NA	NA
MSMEG_5987	NA	NA	NA	NA
MSMEG_5988	-2.99	-4.35	-3.5	-0.6667
MSMEG_5989	NA	NA	NA	NA
MSMEG_5990	NA	NA	NA	NA
MSMEG_5991	NA	NA	NA	NA
MSMEG_5992	NA	NA	NA	NA
MSMEG_5993	NA	NA	NA	NA
MSMEG_5994	NA	NA	NA	NA
MSMEG_5995	NA	NA	NA	NA
MSMEG_5996	NA	NA	NA	NA
MSMEG_5997	-3.9438	-5.0	-2.9333	-3.875
MSMEG_5998	NA	NA	NA	NA
MSMEG_5999	NA	NA	NA	NA
MSMEG_6000	NA	NA	NA	NA
MSMEG_6001	-2.15	-2.5	-1.8	-1.8
MSMEG_6002	NA	NA	NA	NA
MSMEG_6003	NA	NA	NA	NA
MSMEG_6004	NA	NA	NA	NA
MSMEG_6005	NA	NA	NA	NA
MSMEG_6006	-2.8357	-1.6	-4.48	-2.325
MSMEG_6008	NA	NA	NA	NA
MSMEG_6009	NA	NA	NA	NA
MSMEG_6010	-2.8818	-2.0	-4.0	-2.5667
MSMEG_6011	NA	NA	NA	NA
MSMEG_6012	NA	NA	NA	NA
MSMEG_6014	NA	NA	NA	NA
MSMEG_6015	NA	NA	NA	NA
MSMEG_6016	NA	NA	NA	NA
MSMEG_6017	NA	NA	NA	NA
MSMEG_6018	-2.6667	-4.0	0.0	0.0
MSMEG_6019	-2.2174	-1.575	-1.475	-3.8
MSMEG_6020	-2.4857	-3.16	-2.0	-2.25
MSMEG_6021	0.0	0.0	0.0	0.0
MSMEG_6022	0.0	0.0	0.0	0.0
MSMEG_6023	NA	NA	NA	NA
MSMEG_6024	-3.0211	-2.4714	-3.2667	-3.4167
MSMEG_6025	NA	NA	NA	NA
MSMEG_6026	NA	NA	NA	NA
MSMEG_6027	-2.35	-3.35	-2.4667	0.0
MSMEG_6028	NA	NA	NA	NA
MSMEG_6029	NA	NA	NA	NA
MSMEG_6030	NA	NA	NA	NA
MSMEG_6031	NA	NA	NA	NA
MSMEG_6032	-2.6	-2.6	-2.3	-3.2
MSMEG_6033	0.0	0.0	0.0	0.0
MSMEG_6034	NA	NA	NA	NA
MSMEG_6035	NA	NA	NA	NA
MSMEG_6036	NA	NA	NA	NA
MSMEG_6037	NA	NA	NA	NA
MSMEG_6038	NA	NA	NA	NA
MSMEG_6039	-1.1143	-0.66	-2.42	-0.05
MSMEG_6040	NA	NA	NA	NA
MSMEG_6041	NA	NA	NA	NA
MSMEG_6042	-2.4556	-1.7667	-1.6	-4.48
MSMEG_6043	NA	NA	NA	NA
MSMEG_6044	NA	NA	NA	NA
MSMEG_6045	NA	NA	NA	NA
MSMEG_6046	NA	NA	NA	NA
MSMEG_6047	NA	NA	NA	NA
MSMEG_6048	NA	NA	NA	NA
MSMEG_6049	NA	NA	NA	NA
MSMEG_6050	NA	NA	NA	NA
MSMEG_6052	NA	NA	NA	NA
MSMEG_6053	NA	NA	NA	NA
MSMEG_6054	NA	NA	NA	NA
MSMEG_6055	NA	NA	NA	NA
MSMEG_6057	NA	NA	NA	NA
MSMEG_6058	NA	NA	NA	NA
MSMEG_6059	NA	NA	NA	NA
MSMEG_6060	NA	NA	NA	NA
MSMEG_6061	NA	NA	NA	NA
MSMEG_6062	NA	NA	NA	NA
MSMEG_6063	NA	NA	NA	NA
MSMEG_6064	-3.3462	-3.3	-2.98	-4.0333
MSMEG_6065	NA	NA	NA	NA
MSMEG_6066	NA	NA	NA	NA
MSMEG_6067	NA	NA	NA	NA
MSMEG_6068	NA	NA	NA	NA
MSMEG_6069	NA	NA	NA	NA
MSMEG_6070	NA	NA	NA	NA
MSMEG_6071	NA	NA	NA	NA
MSMEG_6072	NA	NA	NA	NA
MSMEG_6073	-3.46	-2.35	-6.3	0.0
MSMEG_6074	NA	NA	NA	NA
MSMEG_6075	NA	NA	NA	NA
MSMEG_6076	-2.7833	-2.5125	-4.2556	-1.2
MSMEG_6077	NA	NA	NA	NA
MSMEG_6078	NA	NA	NA	NA
MSMEG_6079	NA	NA	NA	NA
MSMEG_6080	NA	NA	NA	NA
MSMEG_6081	NA	NA	NA	NA
MSMEG_6082	NA	NA	NA	NA
MSMEG_6083	-0.475	-0.7	-0.25	0.0
MSMEG_6085	NA	NA	NA	NA
MSMEG_6086	NA	NA	NA	NA
MSMEG_6087	NA	NA	NA	NA
MSMEG_6088	NA	NA	NA	NA
MSMEG_6089	NA	NA	NA	NA
MSMEG_6090	-2.01	-3.4	-1.0667	-1.1
MSMEG_6091	-1.92	-1.75	-2.6	-0.9
MSMEG_6092	-1.175	-1.4	-0.7	-1.2
MSMEG_6093	NA	NA	NA	NA
MSMEG_6094	NA	NA	NA	NA
MSMEG_6095	NA	NA	NA	NA
MSMEG_6096	NA	NA	NA	NA
MSMEG_6097	NA	NA	NA	NA
MSMEG_6098	-2.6	-4.35	-2.15	0.0
MSMEG_6099	NA	NA	NA	NA
MSMEG_6100	NA	NA	NA	NA
MSMEG_6101	NA	NA	NA	NA
MSMEG_6102	NA	NA	NA	NA
MSMEG_6103	NA	NA	NA	NA
MSMEG_6104	-4.3111	-4.775	-4.9333	-2.45
MSMEG_6105	-2.74	-0.95	-5.9	0.0
MSMEG_6106	NA	NA	NA	NA
MSMEG_6107	NA	NA	NA	NA
MSMEG_6108	NA	NA	NA	NA
MSMEG_6109	NA	NA	NA	NA
MSMEG_6110	NA	NA	NA	NA
MSMEG_6111	NA	NA	NA	NA
MSMEG_6112	-3.2071	-2.37	-4.68	-2.4125
MSMEG_6113	-5.45	-2.9	-8.0	-8.0
MSMEG_6114	-4.34	-7.65	-3.2	0.0
MSMEG_6115	NA	NA	NA	NA
MSMEG_6116	NA	NA	NA	NA
MSMEG_6117	NA	NA	NA	NA
MSMEG_6118	NA	NA	NA	NA
MSMEG_6119	NA	NA	NA	NA
MSMEG_6120	NA	NA	NA	NA
MSMEG_6121	NA	NA	NA	NA
MSMEG_6122	NA	NA	NA	NA
MSMEG_6123	NA	NA	NA	NA
MSMEG_6124	NA	NA	NA	NA
MSMEG_6125	NA	NA	NA	NA
MSMEG_6126	NA	NA	NA	NA
MSMEG_6127	NA	NA	NA	NA
MSMEG_6128	NA	NA	NA	NA
MSMEG_6129	NA	NA	NA	NA
MSMEG_6130	NA	NA	NA	NA
MSMEG_6131	-1.22	-0.6	-2.45	0.0
MSMEG_6132	NA	NA	NA	NA
MSMEG_6133	NA	NA	NA	NA
MSMEG_6134	NA	NA	NA	NA
MSMEG_6135	NA	NA	NA	NA
MSMEG_6136	-3.2	-2.9	-5.125	-1.0333
MSMEG_6137	NA	NA	NA	NA
MSMEG_6138	NA	NA	NA	NA
MSMEG_6139	NA	NA	NA	NA
MSMEG_6140	NA	NA	NA	NA
MSMEG_6141	NA	NA	NA	NA
MSMEG_6142	NA	NA	NA	NA
MSMEG_6143	NA	NA	NA	NA
MSMEG_6144	NA	NA	NA	NA
MSMEG_6145	-3.2636	-1.375	-4.175	-4.5667
MSMEG_6146	NA	NA	NA	NA
MSMEG_6147	NA	NA	NA	NA
MSMEG_6148	-2.1576	-1.9583	-2.4727	-2.05
MSMEG_6149	-2.7333	-3.1667	-2.95	-1.65
MSMEG_6150	NA	NA	NA	NA
MSMEG_6151	NA	NA	NA	NA
MSMEG_6153	NA	NA	NA	NA
MSMEG_6154	NA	NA	NA	NA
MSMEG_6155	NA	NA	NA	NA
MSMEG_6156	-2.7333	-3.1667	-2.95	-1.65
MSMEG_6157	-5.45	-10.9	0.0	0.0
MSMEG_6158	NA	NA	NA	NA
MSMEG_6159	-3.2312	-3.3833	-2.2	-4.55
MSMEG_6160	-3.0667	-7.3	-1.9	0.0
MSMEG_6161	NA	NA	NA	NA
MSMEG_6162	-2.7333	-3.1667	-2.95	-1.65
MSMEG_6163	NA	NA	NA	NA
MSMEG_6164	NA	NA	NA	NA
MSMEG_6165	NA	NA	NA	NA
MSMEG_6166	NA	NA	NA	NA
MSMEG_6167	NA	NA	NA	NA
MSMEG_6168	NA	NA	NA	NA
MSMEG_6169	NA	NA	NA	NA
MSMEG_6170	NA	NA	NA	NA
MSMEG_6171	-3.3975	-3.45	-2.65	-4.2083
MSMEG_6172	NA	NA	NA	NA
MSMEG_6173	NA	NA	NA	NA
MSMEG_6174	NA	NA	NA	NA
MSMEG_6175	NA	NA	NA	NA
MSMEG_6176	NA	NA	NA	NA
MSMEG_6177	NA	NA	NA	NA
MSMEG_6178	NA	NA	NA	NA
MSMEG_6179	NA	NA	NA	NA
MSMEG_6180	-1.82	-3.15	-1.4	0.0
MSMEG_6181	NA	NA	NA	NA
MSMEG_6182	NA	NA	NA	NA
MSMEG_6183	NA	NA	NA	NA
MSMEG_6184	NA	NA	NA	NA
MSMEG_6185	-2.4857	-1.9667	-5.45	-0.3
MSMEG_6186	NA	NA	NA	NA
MSMEG_6187	NA	NA	NA	NA
MSMEG_6188	NA	NA	NA	NA
MSMEG_6189	NA	NA	NA	NA
MSMEG_6190	NA	NA	NA	NA
MSMEG_6191	NA	NA	NA	NA
