 	CDS_length
MSMEG_3798	1029
MSMEG_3799	1353
MSMEG_3800	468
MSMEG_3801	1188
MSMEG_3802	1722
MSMEG_3803	477
MSMEG_3804	255
MSMEG_3805	714
MSMEG_3806	1185
MSMEG_3807	603
MSMEG_3808	2895
MSMEG_3809	804
MSMEG_3810	705
MSMEG_3811	444
MSMEG_3812	852
MSMEG_3813	279
MSMEG_3815	1386
MSMEG_3816	2160
MSMEG_3817	441
MSMEG_3818	894
MSMEG_3819	582
MSMEG_3820	222
MSMEG_3821	1542
MSMEG_3822	735
MSMEG_3823	720
MSMEG_3824	1284
MSMEG_3825	795
MSMEG_3826	1071
MSMEG_3827	1293
MSMEG_3828	1380
MSMEG_3829	945
MSMEG_3830	729
MSMEG_3831	1203
MSMEG_3832	1458
MSMEG_3833	1440
MSMEG_3834	582
MSMEG_3835	162
MSMEG_3836	459
MSMEG_3837	1242
MSMEG_3838	1161
MSMEG_3839	2727
MSMEG_3840	906
MSMEG_3841	1149
MSMEG_3842	672
MSMEG_3843	450
MSMEG_3844	1203
MSMEG_3845	228
MSMEG_3846	1992
MSMEG_3847	1959
MSMEG_3848	1509
MSMEG_3849	276
MSMEG_3850	1107
MSMEG_3851	600
MSMEG_3852	1023
MSMEG_3853	738
MSMEG_3854	792
MSMEG_3855	735
MSMEG_3856	1272
MSMEG_3857	354
MSMEG_3858	354
MSMEG_3859	798
MSMEG_3860	1848
MSMEG_3861	1593
MSMEG_3862	507
MSMEG_3863	393
MSMEG_3864	3636
MSMEG_3865	213
MSMEG_3866	477
MSMEG_3867	2220
MSMEG_3868	486
MSMEG_3869	930
MSMEG_3870	900
MSMEG_3871	1119
MSMEG_3872	627
MSMEG_3873	1512
MSMEG_3874	645
MSMEG_3875	756
MSMEG_3876	1068
MSMEG_3877	756
MSMEG_3878	1185
MSMEG_3879	759
MSMEG_3880	420
MSMEG_3881	1128
MSMEG_3882	405
MSMEG_3883	960
MSMEG_3884	822
MSMEG_3885	2490
MSMEG_3886	954
MSMEG_3887	246
MSMEG_3888	957
MSMEG_3890	1359
MSMEG_3891	882
MSMEG_3892	540
MSMEG_3893	1083
MSMEG_3894	741
MSMEG_3895	843
MSMEG_3896	195
MSMEG_3897	1497
MSMEG_3898	918
MSMEG_3899	393
MSMEG_3900	1287
MSMEG_3901	534
MSMEG_3902	1842
MSMEG_3903	504
MSMEG_3904	564
MSMEG_3905	294
MSMEG_3906	849
MSMEG_3907	876
MSMEG_3908	798
MSMEG_3909	537
MSMEG_3910	507
MSMEG_3911	312
MSMEG_3912	564
MSMEG_3913	426
MSMEG_3914	1149
MSMEG_3915	1071
MSMEG_3916	318
MSMEG_3917	546
MSMEG_3918	516
MSMEG_3919	621
MSMEG_3920	552
MSMEG_3921	804
MSMEG_3922	588
MSMEG_3923	513
MSMEG_3924	1248
MSMEG_3925	957
MSMEG_3926	2769
MSMEG_3927	468
MSMEG_3928	1293
MSMEG_3929	759
MSMEG_3930	816
MSMEG_3931	1086
MSMEG_3932	438
MSMEG_3933	1356
MSMEG_3934	2319
MSMEG_3935	777
MSMEG_3936	900
MSMEG_3937	471
MSMEG_3938	267
MSMEG_3939	792
MSMEG_3940	882
MSMEG_3941	1644
MSMEG_3942	1497
MSMEG_3943	963
MSMEG_3944	654
MSMEG_3945	822
MSMEG_3946	576
MSMEG_3947	822
MSMEG_3948	1404
MSMEG_3949	252
MSMEG_3950	885
MSMEG_3951	942
MSMEG_3952	957
MSMEG_3953	1065
MSMEG_3954	2721
MSMEG_3955	1005
MSMEG_3956	291
MSMEG_3957	1584
MSMEG_3958	528
MSMEG_3959	873
MSMEG_3960	519
MSMEG_3961	594
MSMEG_3962	1185
MSMEG_3963	207
MSMEG_3964	1731
MSMEG_3965	288
MSMEG_3966	312
MSMEG_3967	693
MSMEG_3968	249
MSMEG_3969	405
MSMEG_3970	1404
MSMEG_3971	849
MSMEG_3972	819
MSMEG_3973	1971
MSMEG_3975	1593
MSMEG_3976	651
MSMEG_3977	855
MSMEG_3978	1167
MSMEG_3980	645
MSMEG_3981	1182
MSMEG_3982	1134
MSMEG_3984	1212
MSMEG_3985	1332
MSMEG_3986	1632
MSMEG_3987	1374
MSMEG_3988	1002
MSMEG_3989	1230
MSMEG_3990	1278
MSMEG_3991	819
MSMEG_3992	1377
MSMEG_3993	783
MSMEG_3994	789
MSMEG_3995	1317
MSMEG_3996	1464
MSMEG_3997	1146
MSMEG_3998	888
MSMEG_3999	990
MSMEG_4000	1512
MSMEG_4001	1005
MSMEG_4002	1083
MSMEG_4003	954
MSMEG_4004	750
MSMEG_4005	876
MSMEG_4006	1479
MSMEG_4007	990
MSMEG_4008	1014
MSMEG_4009	324
MSMEG_4010	411
MSMEG_4011	1311
MSMEG_4012	1422
MSMEG_4013	1020
MSMEG_4014	1296
MSMEG_4015	162
MSMEG_4016	156
MSMEG_4017	333
MSMEG_4018	606
MSMEG_4019	1734
MSMEG_4020	792
MSMEG_4021	153
MSMEG_4022	600
MSMEG_4023	1488
MSMEG_4024	1338
MSMEG_4025	924
MSMEG_4026	138
MSMEG_4027	1005
MSMEG_4028	222
MSMEG_4029	606
MSMEG_4030	492
MSMEG_4031	204
MSMEG_4032	975
MSMEG_4033	648
MSMEG_4034	834
MSMEG_4035	816
MSMEG_4036	1548
MSMEG_4037	411
MSMEG_4038	1494
MSMEG_4039	1140
MSMEG_4040	666
MSMEG_4041	885
MSMEG_4042	759
MSMEG_4043	954
MSMEG_4044	1788
MSMEG_4045	282
MSMEG_4046	1161
MSMEG_4047	966
MSMEG_4048	984
MSMEG_4049	1449
MSMEG_4050	687
MSMEG_4051	132
MSMEG_4052	162
MSMEG_4053	2733
MSMEG_4054	135
MSMEG_4055	792
MSMEG_4056	759
MSMEG_4057	627
MSMEG_4058	1320
MSMEG_4059	690
MSMEG_4061	429
MSMEG_4062	1251
MSMEG_4063	909
MSMEG_4064	945
MSMEG_4065	1146
MSMEG_4066	1356
MSMEG_4067	990
MSMEG_4068	135
MSMEG_4069	174
MSMEG_4070	558
MSMEG_4071	330
MSMEG_4072	1047
MSMEG_4074	798
MSMEG_4075	2064
MSMEG_4076	1200
MSMEG_4077	759
MSMEG_4078	1398
MSMEG_4079	768
MSMEG_4081	1212
MSMEG_4082	1347
MSMEG_4083	1416
MSMEG_4084	1068
MSMEG_4085	1284
MSMEG_4086	582
MSMEG_4087	1419
MSMEG_4088	309
MSMEG_4089	861
MSMEG_4090	774
MSMEG_4091	1335
MSMEG_4092	1071
MSMEG_4093	1032
MSMEG_4094	1212
MSMEG_4095	918
MSMEG_4096	1236
MSMEG_4097	1230
MSMEG_4098	1662
MSMEG_4099	909
MSMEG_4100	1053
MSMEG_4101	1635
MSMEG_4102	1110
MSMEG_4103	1089
MSMEG_4104	1257
MSMEG_4105	861
MSMEG_4106	309
MSMEG_4107	687
MSMEG_4108	1440
MSMEG_4109	1548
MSMEG_4110	843
MSMEG_4111	1131
MSMEG_4112	1245
MSMEG_4113	1056
MSMEG_4114	777
MSMEG_4115	882
MSMEG_4116	891
MSMEG_4117	765
MSMEG_4118	1224
MSMEG_4119	789
MSMEG_4120	1230
MSMEG_4121	741
MSMEG_4122	1362
MSMEG_4123	900
MSMEG_4124	1188
MSMEG_4125	783
MSMEG_4126	711
MSMEG_4127	1404
MSMEG_4128	837
MSMEG_4129	591
MSMEG_4130	852
MSMEG_4131	117
MSMEG_4132	390
MSMEG_4133	1014
MSMEG_4135	552
MSMEG_4136	585
MSMEG_4137	219
MSMEG_4138	969
MSMEG_4140	1434
MSMEG_4141	888
MSMEG_4142	627
MSMEG_4143	294
MSMEG_4144	939
MSMEG_4145	564
MSMEG_4146	978
MSMEG_4147	1275
MSMEG_4148	927
MSMEG_4149	936
MSMEG_4150	1041
MSMEG_4151	252
MSMEG_4152	954
MSMEG_4153	459
MSMEG_4154	1176
MSMEG_4155	1041
MSMEG_4156	2226
MSMEG_4157	429
MSMEG_4158	150
MSMEG_4159	1320
MSMEG_4160	153
MSMEG_4161	414
MSMEG_4162	1164
MSMEG_4163	723
MSMEG_4164	678
MSMEG_4165	1443
MSMEG_4166	1155
MSMEG_4167	1134
MSMEG_4168	1590
MSMEG_4169	711
MSMEG_4170	1536
MSMEG_4171	1038
MSMEG_4172	1119
MSMEG_4173	435
MSMEG_4174	798
MSMEG_4175	318
MSMEG_4176	513
MSMEG_4178	591
MSMEG_4179	483
MSMEG_4180	867
MSMEG_4181	282
MSMEG_4182	1497
MSMEG_4183	678
MSMEG_4184	183
MSMEG_4185	3741
MSMEG_4186	879
MSMEG_4187	1458
MSMEG_4188	888
MSMEG_4189	1239
MSMEG_4190	762
MSMEG_4191	849
MSMEG_4192	588
MSMEG_4193	672
MSMEG_4194	849
MSMEG_4195	306
MSMEG_4196	1041
MSMEG_4197	270
MSMEG_4198	1065
MSMEG_4199	522
MSMEG_4200	1335
MSMEG_4202	1332
MSMEG_4203	1842
MSMEG_4204	1116
MSMEG_4205	2622
MSMEG_4207	393
MSMEG_4208	1545
MSMEG_4209	537
MSMEG_4210	984
MSMEG_4211	1680
MSMEG_4212	663
MSMEG_4213	1158
MSMEG_4214	723
MSMEG_4215	678
MSMEG_4216	510
MSMEG_4217	819
MSMEG_4218	291
MSMEG_4219	645
MSMEG_4220	876
MSMEG_4221	714
MSMEG_4222	1158
MSMEG_4223	114
MSMEG_4224	129
MSMEG_4225	1002
MSMEG_4226	1449
MSMEG_4227	1158
MSMEG_4228	1707
MSMEG_4229	1482
MSMEG_4230	1080
MSMEG_4231	1530
MSMEG_4232	1563
MSMEG_4233	1947
MSMEG_4234	1143
MSMEG_4235	981
MSMEG_4236	432
MSMEG_4237	402
MSMEG_4238	618
MSMEG_4239	696
MSMEG_4240	1089
MSMEG_4241	1518
MSMEG_4242	405
MSMEG_4243	1269
MSMEG_4244	1395
MSMEG_4245	510
MSMEG_4246	963
MSMEG_4247	1314
MSMEG_4248	726
MSMEG_4249	408
MSMEG_4250	1278
MSMEG_4251	438
MSMEG_4252	390
MSMEG_4253	1149
MSMEG_4254	1800
MSMEG_4255	798
MSMEG_4256	1146
MSMEG_4257	372
MSMEG_4258	1095
MSMEG_4259	1878
MSMEG_4260	612
MSMEG_4261	807
MSMEG_4262	1227
MSMEG_4263	1641
MSMEG_4264	564
MSMEG_4265	894
MSMEG_4266	150
MSMEG_4267	363
MSMEG_4268	1026
MSMEG_4269	1977
MSMEG_4270	978
MSMEG_4271	654
MSMEG_4272	357
MSMEG_4273	687
MSMEG_4274	534
MSMEG_4275	1056
MSMEG_4276	1107
MSMEG_4277	726
MSMEG_4278	1098
MSMEG_4279	1092
MSMEG_4280	1737
MSMEG_4281	1554
MSMEG_4282	348
MSMEG_4283	1758
MSMEG_4284	909
MSMEG_4285	687
MSMEG_4286	945
MSMEG_4287	753
MSMEG_4288	474
MSMEG_4289	1809
MSMEG_4290	1437
MSMEG_4291	432
MSMEG_4292	411
MSMEG_4293	2994
MSMEG_4294	1341
MSMEG_4295	1542
MSMEG_4296	1533
MSMEG_4297	1398
MSMEG_4298	864
MSMEG_4299	786
MSMEG_4300	678
MSMEG_4301	1785
MSMEG_4302	1527
MSMEG_4303	1557
MSMEG_4304	597
MSMEG_4305	1098
MSMEG_4306	729
MSMEG_4307	1152
MSMEG_4308	693
MSMEG_4309	492
MSMEG_4310	990
MSMEG_4311	834
MSMEG_4313	417
MSMEG_4314	516
MSMEG_4315	492
MSMEG_4316	564
MSMEG_4317	714
MSMEG_4318	819
MSMEG_4320	471
MSMEG_4321	438
MSMEG_4322	576
MSMEG_4323	2790
MSMEG_4324	1287
MSMEG_4325	933
MSMEG_4326	300
MSMEG_4327	1251
MSMEG_4328	1254
MSMEG_4329	1425
MSMEG_4330	750
MSMEG_4331	990
MSMEG_4332	1557
MSMEG_4333	585
MSMEG_4334	1578
MSMEG_4335	903
MSMEG_4336	513
MSMEG_4337	810
MSMEG_4338	1113
MSMEG_4339	1641
MSMEG_4340	1092
MSMEG_4341	150
MSMEG_4342	633
MSMEG_4343	765
MSMEG_4344	1383
MSMEG_4345	357
MSMEG_4346	231
MSMEG_4347	1083
MSMEG_4348	1557
MSMEG_4349	1779
MSMEG_4350	1074
MSMEG_4351	759
MSMEG_4352	1062
MSMEG_4353	546
MSMEG_4354	1584
MSMEG_4355	978
MSMEG_4356	879
MSMEG_4357	1581
MSMEG_4358	741
MSMEG_4359	237
MSMEG_4360	1347
MSMEG_4361	243
MSMEG_4362	636
MSMEG_4363	627
MSMEG_4364	135
MSMEG_4365	2142
MSMEG_4366	1578
MSMEG_4367	1257
MSMEG_4368	288
MSMEG_4369	378
MSMEG_4370	1278
MSMEG_4371	948
MSMEG_4372	1095
MSMEG_4373	894
MSMEG_4374	960
MSMEG_4375	654
MSMEG_4376	708
MSMEG_4377	1479
MSMEG_4378	645
MSMEG_4379	645
MSMEG_4380	1926
MSMEG_4381	1014
MSMEG_4382	762
MSMEG_4383	2877
MSMEG_4384	2469
MSMEG_4385	1659
MSMEG_4386	969
MSMEG_4387	855
MSMEG_4388	1629
MSMEG_4389	1371
MSMEG_4390	423
MSMEG_4391	1218
MSMEG_4392	1278
MSMEG_4393	882
MSMEG_4394	894
MSMEG_4395	192
MSMEG_4396	744
MSMEG_4397	396
MSMEG_4398	954
MSMEG_4399	378
MSMEG_4400	1071
MSMEG_4401	726
MSMEG_4402	702
MSMEG_4403	1323
MSMEG_4404	555
MSMEG_4405	576
MSMEG_4406	303
MSMEG_4407	420
MSMEG_4408	519
MSMEG_4409	126
MSMEG_4410	270
MSMEG_4411	741
MSMEG_4412	600
MSMEG_4413	300
MSMEG_4414	540
MSMEG_4415	1113
MSMEG_4416	126
MSMEG_4417	570
MSMEG_4418	495
MSMEG_4419	801
MSMEG_4420	435
MSMEG_4421	552
MSMEG_4422	1491
MSMEG_4423	969
MSMEG_4424	396
MSMEG_4425	402
MSMEG_4426	792
MSMEG_4427	1449
MSMEG_4428	438
MSMEG_4429	408
MSMEG_4430	2280
MSMEG_4431	2832
MSMEG_4432	159
MSMEG_4433	1419
MSMEG_4434	813
MSMEG_4435	636
MSMEG_4436	1935
MSMEG_4437	1752
MSMEG_4438	123
MSMEG_4439	606
MSMEG_4440	771
MSMEG_4441	909
MSMEG_4442	660
MSMEG_4443	285
MSMEG_4444	966
MSMEG_4445	159
MSMEG_4447	210
MSMEG_4448	330
MSMEG_4449	588
MSMEG_4450	936
MSMEG_4451	1713
MSMEG_4453	360
MSMEG_4454	1017
MSMEG_4455	1245
MSMEG_4456	816
MSMEG_4457	909
MSMEG_4458	1554
MSMEG_4459	960
MSMEG_4460	1623
MSMEG_4461	687
MSMEG_4462	1488
MSMEG_4463	1362
MSMEG_4464	1518
MSMEG_4465	771
MSMEG_4466	918
MSMEG_4467	795
MSMEG_4468	1293
MSMEG_4469	846
MSMEG_4470	2040
MSMEG_4471	450
MSMEG_4472	1209
MSMEG_4473	732
MSMEG_4474	1923
MSMEG_4475	495
MSMEG_4476	321
MSMEG_4477	1554
MSMEG_4479	270
MSMEG_4480	192
MSMEG_4481	144
MSMEG_4482	1824
MSMEG_4483	1287
MSMEG_4484	2043
MSMEG_4485	1386
MSMEG_4486	345
MSMEG_4487	411
MSMEG_4488	405
MSMEG_4489	465
MSMEG_4490	882
MSMEG_4491	819
MSMEG_4492	1587
MSMEG_4493	906
MSMEG_4494	318
MSMEG_4495	1371
MSMEG_4496	537
MSMEG_4497	1047
MSMEG_4498	93
MSMEG_4499	168
MSMEG_4500	249
MSMEG_4501	1368
MSMEG_4502	741
MSMEG_4503	144
MSMEG_4504	1146
MSMEG_4505	1032
MSMEG_4506	132
MSMEG_4507	315
MSMEG_4508	210
MSMEG_4509	1308
MSMEG_4510	4440
MSMEG_4511	5460
MSMEG_4512	2994
MSMEG_4513	1302
MSMEG_4514	747
MSMEG_4515	3510
MSMEG_4516	1677
MSMEG_4517	627
MSMEG_4518	531
MSMEG_4519	1023
MSMEG_4520	717
MSMEG_4521	1167
MSMEG_4522	1086
MSMEG_4523	798
MSMEG_4524	1353
MSMEG_4525	1173
MSMEG_4526	132
MSMEG_4527	1710
MSMEG_4528	711
MSMEG_4529	714
MSMEG_4530	1086
MSMEG_4531	825
MSMEG_4532	858
MSMEG_4533	1050
MSMEG_4534	204
MSMEG_4535	2007
MSMEG_4536	1221
MSMEG_4537	924
MSMEG_4538	1680
MSMEG_4539	1107
MSMEG_4540	1221
MSMEG_4541	1620
MSMEG_4542	939
MSMEG_4543	984
MSMEG_4544	552
MSMEG_4545	1770
MSMEG_4547	1236
MSMEG_4548	984
MSMEG_4549	1506
MSMEG_4550	1206
MSMEG_4551	1383
MSMEG_4552	1305
MSMEG_4553	498
MSMEG_4554	705
MSMEG_4555	774
MSMEG_4556	1896
MSMEG_4557	774
MSMEG_4558	636
MSMEG_4559	1020
MSMEG_4560	1020
MSMEG_4561	1023
MSMEG_4563	624
MSMEG_4564	432
MSMEG_4565	1023
MSMEG_4567	840
MSMEG_4568	861
MSMEG_4569	978
MSMEG_4570	1674
MSMEG_4571	261
MSMEG_4572	954
MSMEG_4573	1515
MSMEG_4574	879
MSMEG_4575	1266
MSMEG_4576	705
MSMEG_4577	843
MSMEG_4578	759
MSMEG_4579	681
MSMEG_4580	402
MSMEG_4581	669
MSMEG_4582	1458
MSMEG_4583	897
MSMEG_4584	1275
MSMEG_4585	861
MSMEG_4586	1053
MSMEG_4587	750
MSMEG_4588	891
MSMEG_4589	1557
MSMEG_4590	1338
MSMEG_4591	141
MSMEG_4592	1245
MSMEG_4593	492
MSMEG_4594	150
MSMEG_4595	813
MSMEG_4596	642
MSMEG_4597	693
MSMEG_4598	711
MSMEG_4599	951
MSMEG_4600	114
MSMEG_4601	774
MSMEG_4602	156
MSMEG_4604	138
MSMEG_4606	939
MSMEG_4607	147
MSMEG_4608	192
MSMEG_4609	942
MSMEG_4610	786
MSMEG_4611	1305
MSMEG_4613	162
MSMEG_4614	747
MSMEG_4617	2043
MSMEG_4618	540
MSMEG_4619	1260
MSMEG_4620	849
MSMEG_4621	1113
MSMEG_4622	642
MSMEG_4623	1458
MSMEG_4624	267
MSMEG_4625	312
MSMEG_4626	3114
MSMEG_4627	420
MSMEG_4628	405
MSMEG_4630	2619
MSMEG_4631	615
MSMEG_4632	1251
MSMEG_4633	1992
MSMEG_4634	150
MSMEG_4635	1350
MSMEG_4636	219
MSMEG_4637	993
MSMEG_4638	942
MSMEG_4639	531
MSMEG_4640	462
MSMEG_4641	1149
MSMEG_4642	381
MSMEG_4643	324
MSMEG_4644	564
MSMEG_4645	1029
MSMEG_4646	1956
MSMEG_4647	825
MSMEG_4648	1005
MSMEG_4649	1197
MSMEG_4650	1008
MSMEG_4651	870
MSMEG_4652	993
MSMEG_4653	777
MSMEG_4654	1086
MSMEG_4655	912
MSMEG_4656	819
MSMEG_4657	1059
MSMEG_4658	990
MSMEG_4659	738
MSMEG_4660	909
MSMEG_4661	978
MSMEG_4662	885
MSMEG_4663	876
MSMEG_4664	1950
MSMEG_4665	654
MSMEG_4666	1038
MSMEG_4667	939
MSMEG_4668	2316
MSMEG_4669	825
MSMEG_4670	1341
MSMEG_4671	1281
MSMEG_4672	657
MSMEG_4673	612
MSMEG_4674	1410
MSMEG_4677	180
MSMEG_4678	522
MSMEG_4679	504
MSMEG_4680	1206
MSMEG_4681	819
MSMEG_4682	1701
MSMEG_4683	807
MSMEG_4684	480
MSMEG_4685	960
MSMEG_4686	927
MSMEG_4687	456
MSMEG_4688	609
MSMEG_4689	405
MSMEG_4690	2583
MSMEG_4691	351
MSMEG_4692	474
MSMEG_4693	240
MSMEG_4694	579
MSMEG_4695	396
MSMEG_4696	1539
MSMEG_4697	657
MSMEG_4698	408
MSMEG_4699	4785
MSMEG_4700	1674
MSMEG_4701	513
MSMEG_4702	2001
MSMEG_4703	2361
MSMEG_4704	1527
MSMEG_4705	1467
MSMEG_4707	855
MSMEG_4708	603
MSMEG_4709	750
MSMEG_4710	1221
MSMEG_4711	1077
MSMEG_4712	1113
MSMEG_4713	810
MSMEG_4714	489
MSMEG_4715	1164
MSMEG_4716	2010
MSMEG_4717	1542
MSMEG_4718	606
MSMEG_4719	1863
MSMEG_4720	804
MSMEG_4721	1293
MSMEG_4722	807
MSMEG_4723	1572
MSMEG_4724	630
MSMEG_4726	198
MSMEG_4727	6336
MSMEG_4728	1443
MSMEG_4729	1389
MSMEG_4730	1368
MSMEG_4731	1734
MSMEG_4732	810
MSMEG_4733	771
MSMEG_4734	1854
MSMEG_4735	885
MSMEG_4736	1017
MSMEG_4737	960
MSMEG_4738	573
MSMEG_4739	681
MSMEG_4740	1245
MSMEG_4741	3024
MSMEG_4742	777
MSMEG_4743	726
MSMEG_4744	471
MSMEG_4745	1203
MSMEG_4747	162
MSMEG_4748	144
MSMEG_4749	207
MSMEG_4750	171
MSMEG_4751	162
MSMEG_4752	228
MSMEG_4753	474
MSMEG_4754	1008
MSMEG_4755	1320
MSMEG_4756	393
MSMEG_4757	9270
MSMEG_4758	210
MSMEG_4759	162
MSMEG_4760	672
MSMEG_4761	1107
MSMEG_4762	1206
MSMEG_4763	840
MSMEG_4764	804
MSMEG_4765	651
MSMEG_4766	1332
MSMEG_4767	1272
MSMEG_4768	546
MSMEG_4769	126
MSMEG_4770	543
MSMEG_4771	912
MSMEG_4772	1512
MSMEG_4773	1191
MSMEG_4774	1578
MSMEG_4775	729
MSMEG_4776	525
MSMEG_4777	432
MSMEG_4778	1146
MSMEG_4779	606
MSMEG_4780	1314
MSMEG_4781	477
MSMEG_4782	420
MSMEG_4783	381
MSMEG_4784	510
MSMEG_4785	1731
MSMEG_4786	1401
MSMEG_4787	1461
MSMEG_4788	468
MSMEG_4789	495
MSMEG_4790	1323
MSMEG_4791	702
MSMEG_4792	477
MSMEG_4793	1026
MSMEG_4794	1275
MSMEG_4795	849
MSMEG_4796	774
MSMEG_4797	126
MSMEG_4798	1209
MSMEG_4799	1425
MSMEG_4800	702
MSMEG_4801	873
MSMEG_4802	192
MSMEG_4803	1362
MSMEG_4804	348
MSMEG_4805	1176
MSMEG_4806	1005
MSMEG_4807	1053
MSMEG_4808	1095
MSMEG_4809	393
MSMEG_4810	912
MSMEG_4811	477
MSMEG_4812	1296
MSMEG_4813	231
MSMEG_4814	1656
MSMEG_4815	897
MSMEG_4816	819
MSMEG_4817	792
MSMEG_4818	1203
MSMEG_4819	201
MSMEG_4820	912
MSMEG_4821	291
MSMEG_4822	189
MSMEG_4823	1287
MSMEG_4824	780
MSMEG_4825	660
MSMEG_4826	1302
MSMEG_4827	1032
MSMEG_4828	975
MSMEG_4829	1191
MSMEG_4830	504
MSMEG_4831	618
MSMEG_4832	1149
MSMEG_4833	1149
MSMEG_4834	1260
MSMEG_4835	759
MSMEG_4836	1209
MSMEG_4837	1296
MSMEG_4838	126
MSMEG_4839	531
MSMEG_4840	1344
MSMEG_4841	348
MSMEG_4842	1221
MSMEG_4843	444
MSMEG_4844	1122
MSMEG_4845	807
MSMEG_4846	783
MSMEG_4847	663
MSMEG_4848	132
MSMEG_4849	846
MSMEG_4850	801
MSMEG_4851	2418
MSMEG_4852	957
MSMEG_4853	1134
MSMEG_4854	1278
MSMEG_4855	1173
MSMEG_4856	1233
MSMEG_4857	195
MSMEG_4858	684
MSMEG_4859	807
MSMEG_4860	831
MSMEG_4861	987
MSMEG_4862	837
MSMEG_4863	1311
MSMEG_4864	1764
MSMEG_4865	921
MSMEG_4866	1692
MSMEG_4867	909
MSMEG_4868	726
MSMEG_4869	885
MSMEG_4870	1641
MSMEG_4871	765
MSMEG_4872	771
MSMEG_4873	759
MSMEG_4874	1089
MSMEG_4875	831
MSMEG_4876	1380
MSMEG_4877	1080
MSMEG_4878	312
MSMEG_4879	957
MSMEG_4880	399
MSMEG_4881	1590
MSMEG_4882	861
MSMEG_4883	1491
MSMEG_4884	303
MSMEG_4885	1077
MSMEG_4886	1302
MSMEG_4887	1203
MSMEG_4888	1002
MSMEG_4889	1323
MSMEG_4890	534
MSMEG_4891	588
MSMEG_4892	495
MSMEG_4893	1446
MSMEG_4894	585
MSMEG_4895	117
MSMEG_4896	1854
MSMEG_4898	375
MSMEG_4899	603
MSMEG_4900	345
MSMEG_4901	780
MSMEG_4902	759
MSMEG_4903	645
MSMEG_4904	660
MSMEG_4905	972
MSMEG_4906	282
MSMEG_4907	417
MSMEG_4908	1020
MSMEG_4909	579
MSMEG_4910	303
MSMEG_4911	1305
MSMEG_4912	2052
MSMEG_4913	1443
MSMEG_4914	849
MSMEG_4915	2601
MSMEG_4916	2079
MSMEG_4917	891
MSMEG_4918	2211
MSMEG_4919	384
MSMEG_4920	1236
MSMEG_4921	474
MSMEG_4922	300
MSMEG_4923	675
MSMEG_4924	1608
MSMEG_4925	1539
MSMEG_4926	1323
MSMEG_4927	702
MSMEG_4928	498
MSMEG_4932	1257
MSMEG_4933	435
MSMEG_4934	573
MSMEG_4935	366
MSMEG_4936	1428
MSMEG_4937	924
MSMEG_4938	1647
MSMEG_4939	1338
MSMEG_4940	513
MSMEG_4941	261
MSMEG_4942	759
MSMEG_4943	447
MSMEG_4944	573
MSMEG_4945	1323
MSMEG_4946	702
MSMEG_4947	1200
MSMEG_4948	666
MSMEG_4949	846
MSMEG_4950	1080
MSMEG_4951	228
MSMEG_4952	1599
MSMEG_4953	606
MSMEG_4954	1995
MSMEG_4955	954
MSMEG_4956	1083
MSMEG_4957	1185
MSMEG_4958	1425
MSMEG_4959	1653
MSMEG_4961	276
MSMEG_4962	1227
MSMEG_4963	1260
MSMEG_4964	804
MSMEG_4965	402
MSMEG_4966	681
MSMEG_4967	894
MSMEG_4968	1212
MSMEG_4969	645
MSMEG_4970	888
MSMEG_4971	1023
MSMEG_4972	534
MSMEG_4973	384
MSMEG_4974	471
MSMEG_4975	675
MSMEG_4976	597
MSMEG_4977	732
MSMEG_4978	1854
MSMEG_4979	936
MSMEG_4980	1368
MSMEG_4981	1017
MSMEG_4982	1128
MSMEG_4983	564
MSMEG_4984	405
MSMEG_4985	492
MSMEG_4986	1905
MSMEG_4987	1299
MSMEG_4988	1872
MSMEG_4989	1584
MSMEG_4990	750
MSMEG_4991	234
MSMEG_4992	465
MSMEG_4993	273
MSMEG_4994	282
MSMEG_4995	978
MSMEG_4996	933
MSMEG_4997	1845
MSMEG_4998	1230
MSMEG_4999	1707
MSMEG_5000	906
MSMEG_5001	1221
MSMEG_5002	2634
MSMEG_5003	678
MSMEG_5004	1155
MSMEG_5005	561
MSMEG_5006	501
MSMEG_5007	582
MSMEG_5008	1737
MSMEG_5009	1878
MSMEG_5010	522
MSMEG_5011	198
MSMEG_5012	300
MSMEG_5013	840
MSMEG_5014	2232
MSMEG_5015	825
MSMEG_5016	207
MSMEG_5017	606
MSMEG_5018	1122
MSMEG_5019	1284
MSMEG_5020	780
MSMEG_5021	1047
MSMEG_5022	1842
MSMEG_5023	708
MSMEG_5024	489
MSMEG_5025	837
MSMEG_5026	1452
MSMEG_5027	471
MSMEG_5028	438
MSMEG_5029	1050
MSMEG_5030	456
MSMEG_5031	873
MSMEG_5032	651
MSMEG_5034	687
MSMEG_5035	483
MSMEG_5036	753
MSMEG_5037	1368
MSMEG_5038	1221
MSMEG_5039	678
MSMEG_5040	588
MSMEG_5041	1149
MSMEG_5042	1746
MSMEG_5043	540
MSMEG_5044	3450
MSMEG_5045	1356
MSMEG_5046	1707
MSMEG_5047	1278
MSMEG_5048	762
MSMEG_5049	3684
MSMEG_5050	765
MSMEG_5051	1311
MSMEG_5052	261
MSMEG_5053	825
MSMEG_5054	843
MSMEG_5055	1170
MSMEG_5056	1068
MSMEG_5057	606
MSMEG_5058	1221
MSMEG_5059	837
MSMEG_5060	918
MSMEG_5061	1398
MSMEG_5062	459
