 	fpr_UTR_length
MSMEG_3733	38
MSMEG_3735	NA
MSMEG_3736	47
MSMEG_3737	47
MSMEG_3738	NA
MSMEG_3739	NA
MSMEG_3740	NA
MSMEG_3741	96
MSMEG_3742	NA
MSMEG_3743	81
MSMEG_3744	482
MSMEG_3745	NA
MSMEG_3746	61
MSMEG_3748	0
MSMEG_3750	134
MSMEG_3751	NA
MSMEG_3752	3
MSMEG_3753	NA
MSMEG_3754	141
MSMEG_3758	NA
MSMEG_3759	1
MSMEG_3760	NA
MSMEG_3761	NA
MSMEG_3762	NA
MSMEG_3763	NA
MSMEG_3764	0
MSMEG_3765	109
MSMEG_3766	154
MSMEG_3767	42
MSMEG_3768	3
MSMEG_3769	NA
MSMEG_3770	NA
MSMEG_3771	NA
MSMEG_3772	NA
MSMEG_3773	NA
MSMEG_3774	271
MSMEG_3775	261
MSMEG_3776	0
MSMEG_3777	NA
MSMEG_3778	0
MSMEG_3779	NA
MSMEG_3780	0
MSMEG_3781	NA
MSMEG_3782	NA
MSMEG_3783	NA
MSMEG_3784	35
MSMEG_3785	45
MSMEG_3786	67
MSMEG_3787	NA
MSMEG_3788	NA
MSMEG_3789	NA
MSMEG_3790	NA
MSMEG_3791	64
MSMEG_3792	31
MSMEG_3793	NA
MSMEG_3794	192
MSMEG_3795	37
MSMEG_3796	374
MSMEG_3797	NA
MSMEG_3798	NA
MSMEG_3799	0
MSMEG_3800	73
MSMEG_3801	NA
MSMEG_3802	146
MSMEG_3803	43
MSMEG_3804	0
MSMEG_3805	NA
MSMEG_3806	NA
MSMEG_3807	0
MSMEG_3808	73
MSMEG_3809	NA
MSMEG_3810	0
MSMEG_3811	30
MSMEG_3812	0
MSMEG_3813	NA
MSMEG_3815	NA
MSMEG_3816	NA
MSMEG_3817	NA
MSMEG_3818	NA
MSMEG_3819	0
MSMEG_3820	NA
MSMEG_3821	NA
MSMEG_3822	NA
MSMEG_3823	NA
MSMEG_3824	NA
MSMEG_3825	NA
MSMEG_3826	NA
MSMEG_3827	NA
MSMEG_3828	NA
MSMEG_3829	NA
MSMEG_3830	NA
MSMEG_3831	456
MSMEG_3832	NA
MSMEG_3833	124
MSMEG_3834	NA
MSMEG_3835	239
MSMEG_3836	27
MSMEG_3837	NA
MSMEG_3838	NA
MSMEG_3839	0
MSMEG_3840	NA
MSMEG_3841	NA
MSMEG_3842	NA
MSMEG_3843	0
MSMEG_3844	NA
MSMEG_3845	0
MSMEG_3846	0
MSMEG_3847	NA
MSMEG_3848	0
MSMEG_3849	NA
MSMEG_3850	NA
MSMEG_3851	NA
MSMEG_3852	NA
MSMEG_3853	NA
MSMEG_3854	140
MSMEG_3855	273
MSMEG_3856	58
MSMEG_3857	NA
MSMEG_3858	64
MSMEG_3859	NA
MSMEG_3860	NA
MSMEG_3861	101
MSMEG_3862	0
MSMEG_3863	0
MSMEG_3864	0
MSMEG_3865	NA
MSMEG_3866	NA
MSMEG_3867	NA
MSMEG_3868	NA
MSMEG_3869	410
MSMEG_3870	NA
MSMEG_3871	NA
MSMEG_3872	0
MSMEG_3873	NA
MSMEG_3874	23
MSMEG_3875	NA
MSMEG_3876	NA
MSMEG_3877	158
MSMEG_3878	NA
MSMEG_3879	0
MSMEG_3880	1
MSMEG_3881	0
MSMEG_3882	NA
MSMEG_3883	NA
MSMEG_3884	NA
MSMEG_3885	NA
MSMEG_3886	NA
MSMEG_3887	21
MSMEG_3888	NA
MSMEG_3890	0
MSMEG_3891	NA
MSMEG_3892	NA
MSMEG_3893	NA
MSMEG_3894	NA
MSMEG_3895	NA
MSMEG_3896	49
MSMEG_3897	NA
MSMEG_3898	NA
MSMEG_3899	NA
MSMEG_3900	NA
MSMEG_3901	58
MSMEG_3902	38
MSMEG_3903	25
MSMEG_3904	184
MSMEG_3905	NA
MSMEG_3906	0
MSMEG_3907	NA
MSMEG_3908	NA
MSMEG_3909	0
MSMEG_3910	NA
MSMEG_3911	NA
MSMEG_3912	NA
MSMEG_3913	NA
MSMEG_3914	NA
MSMEG_3915	NA
MSMEG_3916	128
MSMEG_3917	NA
MSMEG_3918	0
MSMEG_3919	240
MSMEG_3920	NA
MSMEG_3921	0
MSMEG_3922	NA
MSMEG_3923	0
MSMEG_3924	NA
MSMEG_3925	NA
MSMEG_3926	NA
MSMEG_3927	2
MSMEG_3928	NA
MSMEG_3929	NA
MSMEG_3930	127
MSMEG_3931	NA
MSMEG_3932	NA
MSMEG_3933	NA
MSMEG_3934	NA
MSMEG_3935	NA
MSMEG_3936	NA
MSMEG_3937	NA
MSMEG_3938	NA
MSMEG_3939	NA
MSMEG_3940	NA
MSMEG_3941	NA
MSMEG_3942	NA
MSMEG_3943	NA
MSMEG_3944	NA
MSMEG_3945	NA
MSMEG_3946	NA
MSMEG_3947	NA
MSMEG_3948	NA
MSMEG_3949	NA
MSMEG_3950	27
MSMEG_3951	NA
MSMEG_3952	NA
MSMEG_3953	NA
MSMEG_3954	NA
MSMEG_3955	NA
MSMEG_3956	NA
MSMEG_3957	NA
MSMEG_3958	68
MSMEG_3959	50
MSMEG_3960	120
MSMEG_3961	0
MSMEG_3962	110
MSMEG_3963	NA
MSMEG_3964	NA
MSMEG_3965	220
MSMEG_3966	NA
MSMEG_3967	0
MSMEG_3968	32
MSMEG_3969	0
MSMEG_3970	NA
MSMEG_3971	NA
MSMEG_3972	NA
MSMEG_3973	NA
MSMEG_3975	38
MSMEG_3976	24
MSMEG_3977	51
MSMEG_3978	0
MSMEG_3980	57
MSMEG_3981	NA
MSMEG_3982	NA
MSMEG_3984	NA
MSMEG_3985	NA
MSMEG_3986	NA
MSMEG_3987	NA
MSMEG_3988	36
MSMEG_3989	NA
MSMEG_3990	NA
MSMEG_3991	NA
MSMEG_3992	NA
MSMEG_3993	NA
MSMEG_3994	NA
MSMEG_3995	NA
MSMEG_3996	NA
MSMEG_3997	0
MSMEG_3998	NA
MSMEG_3999	NA
MSMEG_4000	NA
MSMEG_4001	NA
MSMEG_4002	NA
MSMEG_4003	NA
MSMEG_4004	NA
MSMEG_4005	NA
MSMEG_4006	NA
MSMEG_4007	0
MSMEG_4008	NA
MSMEG_4009	NA
MSMEG_4010	NA
MSMEG_4011	NA
MSMEG_4012	NA
MSMEG_4013	NA
MSMEG_4014	NA
MSMEG_4015	NA
MSMEG_4016	NA
MSMEG_4017	NA
MSMEG_4018	NA
MSMEG_4019	NA
MSMEG_4020	NA
MSMEG_4021	NA
MSMEG_4022	20
MSMEG_4023	NA
MSMEG_4024	5
MSMEG_4025	NA
MSMEG_4026	NA
MSMEG_4027	NA
MSMEG_4028	NA
MSMEG_4029	44
MSMEG_4030	63
MSMEG_4031	NA
MSMEG_4032	NA
MSMEG_4033	NA
MSMEG_4034	0
MSMEG_4035	NA
MSMEG_4036	NA
MSMEG_4037	289
MSMEG_4038	102
MSMEG_4039	NA
MSMEG_4040	NA
MSMEG_4041	59
MSMEG_4042	106
MSMEG_4043	NA
MSMEG_4044	26
MSMEG_4045	NA
MSMEG_4046	NA
MSMEG_4047	NA
MSMEG_4048	NA
MSMEG_4049	NA
MSMEG_4050	NA
MSMEG_4051	NA
MSMEG_4052	254
MSMEG_4053	69
MSMEG_4054	NA
MSMEG_4055	185
MSMEG_4056	NA
MSMEG_4057	69
MSMEG_4058	NA
MSMEG_4059	NA
MSMEG_4061	NA
MSMEG_4062	NA
MSMEG_4063	NA
MSMEG_4064	NA
MSMEG_4065	NA
MSMEG_4066	NA
MSMEG_4067	54
MSMEG_4068	326
MSMEG_4069	NA
MSMEG_4070	NA
MSMEG_4071	105
MSMEG_4072	NA
MSMEG_4074	NA
MSMEG_4075	NA
MSMEG_4076	NA
MSMEG_4077	NA
MSMEG_4078	NA
MSMEG_4079	122
MSMEG_4081	286
MSMEG_4082	NA
MSMEG_4083	NA
MSMEG_4084	NA
MSMEG_4085	165
MSMEG_4086	NA
MSMEG_4087	143
MSMEG_4088	103
MSMEG_4089	NA
MSMEG_4090	77
MSMEG_4091	NA
MSMEG_4092	NA
MSMEG_4093	NA
MSMEG_4094	NA
MSMEG_4095	NA
MSMEG_4096	NA
MSMEG_4097	NA
MSMEG_4098	NA
MSMEG_4099	NA
MSMEG_4100	NA
MSMEG_4101	NA
MSMEG_4102	NA
MSMEG_4103	NA
MSMEG_4104	NA
MSMEG_4105	NA
MSMEG_4106	NA
MSMEG_4107	NA
MSMEG_4108	338
MSMEG_4109	302
MSMEG_4110	NA
MSMEG_4111	NA
MSMEG_4112	NA
MSMEG_4113	214
MSMEG_4114	NA
MSMEG_4115	NA
MSMEG_4116	298
MSMEG_4117	NA
MSMEG_4118	NA
MSMEG_4119	NA
MSMEG_4120	170
MSMEG_4121	22
MSMEG_4122	NA
MSMEG_4123	78
MSMEG_4124	NA
MSMEG_4125	20
MSMEG_4126	39
MSMEG_4127	NA
MSMEG_4128	41
MSMEG_4129	0
MSMEG_4130	36
MSMEG_4131	NA
MSMEG_4132	145
MSMEG_4133	158
MSMEG_4135	NA
MSMEG_4136	NA
MSMEG_4137	NA
MSMEG_4138	NA
MSMEG_4140	NA
MSMEG_4141	NA
MSMEG_4142	1
MSMEG_4143	54
MSMEG_4144	NA
MSMEG_4145	51
MSMEG_4146	NA
MSMEG_4147	NA
MSMEG_4148	NA
MSMEG_4149	NA
MSMEG_4150	NA
MSMEG_4151	207
MSMEG_4152	NA
MSMEG_4153	64
MSMEG_4154	NA
MSMEG_4155	299
MSMEG_4156	NA
MSMEG_4157	NA
MSMEG_4158	NA
MSMEG_4159	15
MSMEG_4160	308
MSMEG_4161	251
MSMEG_4162	NA
MSMEG_4163	342
MSMEG_4164	NA
MSMEG_4165	408
MSMEG_4166	469
MSMEG_4167	NA
MSMEG_4168	NA
MSMEG_4169	NA
MSMEG_4170	NA
MSMEG_4171	NA
MSMEG_4172	NA
MSMEG_4173	NA
MSMEG_4174	31
MSMEG_4175	0
MSMEG_4176	NA
MSMEG_4178	NA
MSMEG_4179	23
MSMEG_4180	266
MSMEG_4181	NA
MSMEG_4182	NA
MSMEG_4183	0
MSMEG_4184	NA
MSMEG_4185	91
MSMEG_4186	0
MSMEG_4187	NA
MSMEG_4188	0
MSMEG_4189	0
MSMEG_4190	0
MSMEG_4191	NA
MSMEG_4192	3
MSMEG_4193	NA
MSMEG_4194	0
MSMEG_4195	0
MSMEG_4196	49
MSMEG_4197	143
MSMEG_4198	NA
MSMEG_4199	47
MSMEG_4200	0
MSMEG_4202	NA
MSMEG_4203	NA
MSMEG_4204	NA
MSMEG_4205	NA
MSMEG_4207	NA
MSMEG_4208	NA
MSMEG_4209	NA
MSMEG_4210	NA
MSMEG_4211	NA
MSMEG_4212	NA
MSMEG_4213	NA
MSMEG_4214	0
MSMEG_4215	36
MSMEG_4216	0
MSMEG_4217	NA
MSMEG_4218	96
MSMEG_4219	68
MSMEG_4220	NA
MSMEG_4221	NA
MSMEG_4222	100
MSMEG_4223	NA
MSMEG_4224	NA
MSMEG_4225	90
MSMEG_4226	117
MSMEG_4227	NA
MSMEG_4228	244
MSMEG_4229	NA
MSMEG_4230	244
MSMEG_4231	NA
MSMEG_4232	495
MSMEG_4233	NA
MSMEG_4234	NA
MSMEG_4235	312
MSMEG_4236	76
MSMEG_4237	112
MSMEG_4238	344
MSMEG_4239	0
MSMEG_4240	58
MSMEG_4241	NA
MSMEG_4242	0
MSMEG_4243	0
MSMEG_4244	0
MSMEG_4245	372
MSMEG_4246	257
MSMEG_4247	NA
MSMEG_4248	35
MSMEG_4249	89
MSMEG_4250	NA
MSMEG_4251	54
MSMEG_4252	1
MSMEG_4253	30
MSMEG_4254	NA
MSMEG_4255	NA
MSMEG_4256	339
MSMEG_4257	37
MSMEG_4258	0
MSMEG_4259	NA
MSMEG_4260	0
MSMEG_4261	422
MSMEG_4262	NA
MSMEG_4263	NA
MSMEG_4264	167
MSMEG_4265	NA
MSMEG_4266	NA
MSMEG_4267	NA
MSMEG_4268	51
MSMEG_4269	0
MSMEG_4270	265
MSMEG_4271	27
MSMEG_4272	80
MSMEG_4273	0
MSMEG_4274	239
MSMEG_4275	NA
MSMEG_4276	0
MSMEG_4277	NA
MSMEG_4278	0
MSMEG_4279	NA
MSMEG_4280	30
MSMEG_4281	NA
MSMEG_4282	29
MSMEG_4283	93
MSMEG_4284	149
MSMEG_4285	0
MSMEG_4286	0
MSMEG_4287	0
MSMEG_4288	NA
MSMEG_4289	0
MSMEG_4290	26
MSMEG_4291	NA
MSMEG_4292	0
MSMEG_4293	NA
MSMEG_4294	NA
MSMEG_4295	0
MSMEG_4296	NA
MSMEG_4297	NA
MSMEG_4298	69
MSMEG_4299	0
MSMEG_4300	NA
MSMEG_4301	NA
MSMEG_4302	38
MSMEG_4303	NA
MSMEG_4304	0
MSMEG_4305	NA
MSMEG_4306	NA
MSMEG_4307	200
MSMEG_4308	0
MSMEG_4309	NA
MSMEG_4310	0
MSMEG_4311	NA
MSMEG_4313	36
MSMEG_4314	12
MSMEG_4315	NA
MSMEG_4316	NA
MSMEG_4317	NA
MSMEG_4318	NA
MSMEG_4320	390
MSMEG_4321	74
MSMEG_4322	0
MSMEG_4323	59
MSMEG_4324	NA
MSMEG_4325	0
MSMEG_4326	333
MSMEG_4327	NA
MSMEG_4328	NA
MSMEG_4329	NA
MSMEG_4330	0
MSMEG_4331	NA
MSMEG_4332	NA
MSMEG_4333	0
MSMEG_4334	NA
MSMEG_4335	NA
MSMEG_4336	90
MSMEG_4337	25
MSMEG_4338	0
MSMEG_4339	NA
MSMEG_4340	0
MSMEG_4341	NA
MSMEG_4342	NA
MSMEG_4343	NA
MSMEG_4344	NA
MSMEG_4345	NA
MSMEG_4346	NA
MSMEG_4347	47
MSMEG_4348	NA
MSMEG_4349	14
MSMEG_4350	NA
MSMEG_4351	34
MSMEG_4352	NA
MSMEG_4353	0
MSMEG_4354	0
MSMEG_4355	NA
MSMEG_4356	NA
MSMEG_4357	NA
MSMEG_4358	0
MSMEG_4359	481
MSMEG_4360	59
MSMEG_4361	46
MSMEG_4362	NA
MSMEG_4363	NA
MSMEG_4364	NA
MSMEG_4365	55
MSMEG_4366	73
MSMEG_4367	244
MSMEG_4368	33
MSMEG_4369	NA
MSMEG_4370	NA
MSMEG_4371	313
MSMEG_4372	NA
MSMEG_4373	NA
MSMEG_4374	NA
MSMEG_4375	NA
MSMEG_4376	NA
MSMEG_4377	NA
MSMEG_4378	NA
MSMEG_4379	10
MSMEG_4380	NA
MSMEG_4381	0
MSMEG_4382	NA
MSMEG_4383	60
MSMEG_4384	0
MSMEG_4385	81
MSMEG_4386	NA
MSMEG_4387	NA
MSMEG_4388	NA
MSMEG_4389	NA
MSMEG_4390	NA
MSMEG_4391	NA
MSMEG_4392	104
MSMEG_4393	NA
MSMEG_4394	0
MSMEG_4395	45
MSMEG_4396	41
MSMEG_4397	NA
MSMEG_4398	NA
MSMEG_4399	218
MSMEG_4400	NA
MSMEG_4401	11
MSMEG_4402	107
MSMEG_4403	NA
MSMEG_4404	NA
MSMEG_4405	NA
MSMEG_4406	NA
MSMEG_4407	NA
MSMEG_4408	NA
MSMEG_4409	NA
MSMEG_4410	72
MSMEG_4411	NA
MSMEG_4412	NA
MSMEG_4413	NA
MSMEG_4414	NA
MSMEG_4415	NA
MSMEG_4416	NA
MSMEG_4417	NA
MSMEG_4418	NA
MSMEG_4419	NA
MSMEG_4420	NA
MSMEG_4421	NA
MSMEG_4422	NA
MSMEG_4423	NA
MSMEG_4424	NA
MSMEG_4425	NA
MSMEG_4426	NA
MSMEG_4427	NA
MSMEG_4428	NA
MSMEG_4429	NA
MSMEG_4430	142
MSMEG_4431	14
MSMEG_4432	NA
MSMEG_4433	NA
MSMEG_4434	NA
MSMEG_4435	NA
MSMEG_4436	NA
MSMEG_4437	NA
MSMEG_4438	NA
MSMEG_4439	NA
MSMEG_4440	NA
MSMEG_4441	NA
MSMEG_4442	NA
MSMEG_4443	NA
MSMEG_4444	NA
MSMEG_4445	NA
MSMEG_4447	0
MSMEG_4448	NA
MSMEG_4449	49
MSMEG_4450	35
MSMEG_4451	NA
MSMEG_4453	330
MSMEG_4454	0
MSMEG_4455	NA
MSMEG_4456	0
MSMEG_4457	NA
MSMEG_4458	31
MSMEG_4459	NA
MSMEG_4460	455
MSMEG_4461	54
MSMEG_4462	NA
MSMEG_4463	NA
MSMEG_4464	0
MSMEG_4465	NA
MSMEG_4466	NA
MSMEG_4467	NA
MSMEG_4468	NA
MSMEG_4469	NA
MSMEG_4470	NA
MSMEG_4471	NA
MSMEG_4472	NA
MSMEG_4473	NA
MSMEG_4474	0
MSMEG_4475	0
MSMEG_4476	65
MSMEG_4477	NA
MSMEG_4479	26
MSMEG_4480	173
MSMEG_4481	239
MSMEG_4482	NA
MSMEG_4483	1
MSMEG_4484	NA
MSMEG_4485	0
MSMEG_4486	19
MSMEG_4487	NA
MSMEG_4488	NA
MSMEG_4489	NA
MSMEG_4490	0
MSMEG_4491	NA
MSMEG_4492	NA
MSMEG_4493	NA
MSMEG_4494	NA
MSMEG_4495	NA
MSMEG_4496	NA
MSMEG_4497	57
MSMEG_4498	NA
MSMEG_4499	48
MSMEG_4500	NA
MSMEG_4501	NA
MSMEG_4502	NA
MSMEG_4503	NA
MSMEG_4504	166
MSMEG_4505	NA
MSMEG_4506	NA
MSMEG_4507	53
MSMEG_4508	NA
MSMEG_4509	NA
MSMEG_4510	NA
MSMEG_4511	NA
MSMEG_4512	NA
MSMEG_4513	NA
MSMEG_4514	NA
MSMEG_4515	NA
MSMEG_4516	NA
MSMEG_4517	NA
MSMEG_4518	30
MSMEG_4519	NA
MSMEG_4520	NA
MSMEG_4521	NA
MSMEG_4522	NA
MSMEG_4523	NA
MSMEG_4524	NA
MSMEG_4525	0
MSMEG_4526	NA
MSMEG_4527	220
MSMEG_4528	NA
MSMEG_4529	NA
MSMEG_4530	NA
MSMEG_4531	NA
MSMEG_4532	NA
MSMEG_4533	207
MSMEG_4534	0
MSMEG_4535	NA
MSMEG_4536	211
MSMEG_4537	34
MSMEG_4538	NA
MSMEG_4539	NA
MSMEG_4540	NA
MSMEG_4541	NA
MSMEG_4542	NA
MSMEG_4543	NA
MSMEG_4544	0
MSMEG_4545	NA
MSMEG_4547	NA
MSMEG_4548	NA
MSMEG_4549	NA
MSMEG_4550	192
MSMEG_4551	NA
MSMEG_4552	NA
MSMEG_4553	0
MSMEG_4554	NA
MSMEG_4555	407
MSMEG_4556	9
MSMEG_4557	NA
MSMEG_4558	0
MSMEG_4559	326
MSMEG_4560	NA
MSMEG_4561	139
MSMEG_4563	0
MSMEG_4564	84
MSMEG_4565	364
MSMEG_4567	NA
MSMEG_4568	NA
MSMEG_4569	NA
MSMEG_4570	0
MSMEG_4571	70
MSMEG_4572	NA
MSMEG_4573	NA
MSMEG_4574	NA
MSMEG_4575	NA
MSMEG_4576	NA
MSMEG_4577	NA
MSMEG_4578	NA
MSMEG_4579	NA
MSMEG_4580	78
MSMEG_4581	0
MSMEG_4582	NA
MSMEG_4583	NA
MSMEG_4584	NA
MSMEG_4585	NA
MSMEG_4586	NA
MSMEG_4587	NA
MSMEG_4588	NA
MSMEG_4589	NA
MSMEG_4590	NA
MSMEG_4591	NA
MSMEG_4592	NA
MSMEG_4593	NA
MSMEG_4594	NA
MSMEG_4595	170
MSMEG_4596	NA
MSMEG_4597	NA
MSMEG_4598	374
MSMEG_4599	259
MSMEG_4600	NA
MSMEG_4601	0
MSMEG_4602	NA
MSMEG_4604	78
MSMEG_4606	NA
MSMEG_4607	NA
MSMEG_4608	NA
MSMEG_4609	12
MSMEG_4610	NA
MSMEG_4611	NA
MSMEG_4613	NA
MSMEG_4614	341
MSMEG_4617	1
MSMEG_4618	38
MSMEG_4619	NA
MSMEG_4620	1
MSMEG_4621	NA
MSMEG_4622	0
MSMEG_4623	NA
MSMEG_4624	NA
MSMEG_4625	110
MSMEG_4626	236
MSMEG_4627	0
MSMEG_4628	355
MSMEG_4630	0
MSMEG_4631	39
MSMEG_4632	0
MSMEG_4633	0
MSMEG_4634	27
MSMEG_4635	NA
MSMEG_4636	NA
MSMEG_4637	NA
MSMEG_4638	NA
MSMEG_4639	NA
MSMEG_4640	96
MSMEG_4641	NA
MSMEG_4642	NA
MSMEG_4643	225
MSMEG_4644	NA
MSMEG_4645	144
MSMEG_4646	118
MSMEG_4647	90
MSMEG_4648	NA
MSMEG_4649	NA
MSMEG_4650	NA
MSMEG_4651	NA
MSMEG_4652	NA
MSMEG_4653	NA
MSMEG_4654	30
MSMEG_4655	58
MSMEG_4656	NA
MSMEG_4657	53
MSMEG_4658	67
MSMEG_4659	46
MSMEG_4660	NA
MSMEG_4661	61
MSMEG_4662	NA
MSMEG_4663	NA
MSMEG_4664	NA
MSMEG_4665	NA
MSMEG_4666	NA
MSMEG_4667	NA
MSMEG_4668	0
MSMEG_4669	NA
MSMEG_4670	NA
MSMEG_4671	138
MSMEG_4672	NA
MSMEG_4673	44
MSMEG_4674	NA
MSMEG_4677	NA
MSMEG_4678	27
MSMEG_4679	475
MSMEG_4680	NA
MSMEG_4681	NA
MSMEG_4682	0
MSMEG_4683	NA
MSMEG_4684	0
MSMEG_4685	NA
MSMEG_4686	NA
MSMEG_4687	0
MSMEG_4688	33
MSMEG_4689	47
MSMEG_4690	0
MSMEG_4691	0
MSMEG_4692	NA
MSMEG_4693	0
MSMEG_4694	75
MSMEG_4695	0
MSMEG_4696	NA
MSMEG_4697	NA
MSMEG_4698	109
MSMEG_4699	104
MSMEG_4700	77
MSMEG_4701	NA
MSMEG_4702	NA
MSMEG_4703	NA
MSMEG_4704	NA
MSMEG_4705	37
MSMEG_4707	NA
MSMEG_4708	0
MSMEG_4709	0
MSMEG_4710	NA
MSMEG_4711	NA
MSMEG_4712	155
MSMEG_4713	NA
MSMEG_4714	NA
MSMEG_4715	NA
MSMEG_4716	NA
MSMEG_4717	31
MSMEG_4718	41
MSMEG_4719	NA
MSMEG_4720	5
MSMEG_4721	NA
MSMEG_4722	0
MSMEG_4723	219
MSMEG_4724	NA
MSMEG_4726	NA
MSMEG_4727	25
MSMEG_4728	NA
MSMEG_4729	NA
MSMEG_4730	NA
MSMEG_4731	NA
MSMEG_4732	NA
MSMEG_4733	NA
MSMEG_4734	NA
MSMEG_4735	1
MSMEG_4736	NA
MSMEG_4737	289
MSMEG_4738	154
MSMEG_4739	0
MSMEG_4740	53
MSMEG_4741	31
MSMEG_4742	59
MSMEG_4743	58
MSMEG_4744	NA
MSMEG_4745	NA
MSMEG_4747	NA
MSMEG_4748	79
MSMEG_4749	NA
MSMEG_4750	NA
MSMEG_4751	62
MSMEG_4752	38
MSMEG_4753	47
MSMEG_4754	NA
MSMEG_4755	NA
MSMEG_4756	0
MSMEG_4757	NA
MSMEG_4758	NA
MSMEG_4759	NA
MSMEG_4760	NA
MSMEG_4761	0
MSMEG_4762	NA
MSMEG_4763	227
MSMEG_4764	NA
MSMEG_4765	NA
MSMEG_4766	NA
MSMEG_4767	36
MSMEG_4768	NA
MSMEG_4769	NA
MSMEG_4770	NA
MSMEG_4771	234
MSMEG_4772	NA
MSMEG_4773	20
MSMEG_4774	NA
MSMEG_4775	21
MSMEG_4776	35
MSMEG_4777	NA
MSMEG_4778	NA
MSMEG_4779	50
MSMEG_4780	NA
MSMEG_4781	NA
MSMEG_4782	NA
MSMEG_4783	NA
MSMEG_4784	45
MSMEG_4785	NA
MSMEG_4786	NA
MSMEG_4787	NA
MSMEG_4788	NA
MSMEG_4789	NA
MSMEG_4790	NA
MSMEG_4791	107
MSMEG_4792	NA
MSMEG_4793	NA
MSMEG_4794	NA
MSMEG_4795	NA
MSMEG_4796	NA
MSMEG_4797	31
MSMEG_4798	NA
MSMEG_4799	NA
MSMEG_4800	64
MSMEG_4801	NA
MSMEG_4802	NA
MSMEG_4803	NA
MSMEG_4804	45
MSMEG_4805	NA
MSMEG_4806	NA
MSMEG_4807	132
MSMEG_4808	NA
MSMEG_4809	NA
MSMEG_4810	NA
MSMEG_4811	0
MSMEG_4812	NA
MSMEG_4813	NA
MSMEG_4814	NA
MSMEG_4815	NA
MSMEG_4816	NA
MSMEG_4817	NA
MSMEG_4818	NA
MSMEG_4819	NA
MSMEG_4820	NA
MSMEG_4821	NA
MSMEG_4822	NA
MSMEG_4823	NA
MSMEG_4824	NA
MSMEG_4825	0
MSMEG_4826	NA
MSMEG_4827	NA
MSMEG_4828	NA
MSMEG_4829	51
MSMEG_4830	NA
MSMEG_4831	14
MSMEG_4832	NA
MSMEG_4833	NA
MSMEG_4834	NA
MSMEG_4835	431
MSMEG_4836	NA
MSMEG_4837	NA
MSMEG_4838	NA
MSMEG_4839	77
MSMEG_4840	NA
MSMEG_4841	NA
MSMEG_4842	NA
MSMEG_4843	NA
MSMEG_4844	NA
MSMEG_4845	NA
MSMEG_4846	NA
MSMEG_4847	35
MSMEG_4848	NA
MSMEG_4849	58
MSMEG_4850	NA
MSMEG_4851	NA
MSMEG_4852	NA
MSMEG_4853	NA
MSMEG_4854	NA
MSMEG_4855	NA
MSMEG_4856	NA
MSMEG_4857	NA
MSMEG_4858	NA
MSMEG_4859	NA
MSMEG_4860	NA
MSMEG_4861	NA
MSMEG_4862	NA
MSMEG_4863	NA
MSMEG_4864	NA
MSMEG_4865	NA
MSMEG_4866	NA
MSMEG_4867	NA
MSMEG_4868	37
MSMEG_4869	NA
MSMEG_4870	NA
MSMEG_4871	NA
MSMEG_4872	NA
MSMEG_4873	NA
MSMEG_4874	NA
MSMEG_4875	NA
MSMEG_4876	NA
MSMEG_4877	NA
MSMEG_4878	NA
MSMEG_4879	NA
MSMEG_4880	194
MSMEG_4881	NA
MSMEG_4882	NA
MSMEG_4883	NA
MSMEG_4884	NA
MSMEG_4885	NA
MSMEG_4886	NA
MSMEG_4887	22
MSMEG_4888	NA
MSMEG_4889	NA
MSMEG_4890	NA
MSMEG_4891	52
MSMEG_4892	NA
MSMEG_4893	22
MSMEG_4894	NA
MSMEG_4895	NA
MSMEG_4896	0
MSMEG_4898	NA
MSMEG_4899	NA
MSMEG_4900	NA
MSMEG_4901	0
MSMEG_4902	0
MSMEG_4903	NA
MSMEG_4904	73
MSMEG_4905	NA
MSMEG_4906	19
MSMEG_4907	234
MSMEG_4908	NA
MSMEG_4909	NA
MSMEG_4910	0
MSMEG_4911	0
MSMEG_4912	NA
MSMEG_4913	NA
MSMEG_4914	NA
MSMEG_4915	0
MSMEG_4916	68
MSMEG_4917	388
MSMEG_4918	NA
MSMEG_4919	NA
MSMEG_4920	27
MSMEG_4921	0
MSMEG_4922	6
MSMEG_4923	0
MSMEG_4924	3
MSMEG_4925	NA
MSMEG_4926	172
MSMEG_4927	107
MSMEG_4928	NA
MSMEG_4932	0
MSMEG_4933	314
MSMEG_4934	0
MSMEG_4935	34
MSMEG_4936	NA
MSMEG_4937	NA
MSMEG_4938	116
MSMEG_4939	395
MSMEG_4940	NA
MSMEG_4941	231
MSMEG_4942	NA
MSMEG_4943	77
MSMEG_4944	NA
MSMEG_4945	214
MSMEG_4946	163
MSMEG_4947	NA
MSMEG_4948	NA
MSMEG_4949	NA
MSMEG_4950	NA
MSMEG_4951	68
MSMEG_4952	NA
MSMEG_4953	47
MSMEG_4954	224
MSMEG_4955	NA
MSMEG_4956	401
MSMEG_4957	NA
MSMEG_4958	165
MSMEG_4959	0
MSMEG_4961	52
MSMEG_4962	NA
MSMEG_4963	NA
MSMEG_4964	NA
MSMEG_4965	NA
MSMEG_4966	NA
MSMEG_4967	0
MSMEG_4968	NA
MSMEG_4969	NA
MSMEG_4970	NA
MSMEG_4971	422
MSMEG_4972	NA
MSMEG_4973	1
MSMEG_4974	0
MSMEG_4975	NA
MSMEG_4976	0
MSMEG_4977	18
MSMEG_4978	NA
