 	CDS_5pUnpairedNt
MSMEG_3924	2
MSMEG_3925	5
MSMEG_3926	0
MSMEG_3927	2
MSMEG_3928	0
MSMEG_3929	1
MSMEG_3930	3
MSMEG_3931	3
MSMEG_3932	10
MSMEG_3933	3
MSMEG_3934	0
MSMEG_3935	3
MSMEG_3936	0
MSMEG_3937	0
MSMEG_3938	1
MSMEG_3939	0
MSMEG_3940	8
MSMEG_3941	0
MSMEG_3942	5
MSMEG_3943	0
MSMEG_3944	7
MSMEG_3945	0
MSMEG_3946	0
MSMEG_3947	3
MSMEG_3948	1
MSMEG_3949	4
MSMEG_3950	2
MSMEG_3951	1
MSMEG_3952	0
MSMEG_3953	9
MSMEG_3954	2
MSMEG_3955	6
MSMEG_3956	3
MSMEG_3957	3
MSMEG_3958	0
MSMEG_3959	0
MSMEG_3960	1
MSMEG_3961	3
MSMEG_3962	2
MSMEG_3963	11
MSMEG_3964	0
MSMEG_3965	1
MSMEG_3966	5
MSMEG_3967	0
MSMEG_3968	2
MSMEG_3969	11
MSMEG_3970	2
MSMEG_3971	2
MSMEG_3972	0
MSMEG_3973	6
MSMEG_3975	8
MSMEG_3976	5
MSMEG_3977	6
MSMEG_3978	0
MSMEG_3980	2
MSMEG_3981	2
MSMEG_3982	7
MSMEG_3984	6
MSMEG_3985	2
MSMEG_3986	6
MSMEG_3987	1
MSMEG_3988	6
MSMEG_3989	1
MSMEG_3990	2
MSMEG_3991	0
MSMEG_3992	1
MSMEG_3993	1
MSMEG_3994	0
MSMEG_3995	0
MSMEG_3996	0
MSMEG_3997	2
MSMEG_3998	2
MSMEG_3999	0
MSMEG_4000	6
MSMEG_4001	13
MSMEG_4002	5
MSMEG_4003	1
MSMEG_4004	0
MSMEG_4005	16
MSMEG_4006	0
MSMEG_4007	0
MSMEG_4008	1
MSMEG_4009	0
MSMEG_4010	0
MSMEG_4011	2
MSMEG_4012	2
MSMEG_4013	3
MSMEG_4014	11
MSMEG_4015	0
MSMEG_4016	1
MSMEG_4017	4
MSMEG_4018	0
MSMEG_4019	7
MSMEG_4020	0
MSMEG_4021	0
MSMEG_4022	4
MSMEG_4023	0
MSMEG_4024	5
MSMEG_4025	2
MSMEG_4026	0
MSMEG_4027	0
MSMEG_4028	10
MSMEG_4029	1
MSMEG_4030	1
MSMEG_4031	10
MSMEG_4032	2
MSMEG_4033	0
MSMEG_4034	0
MSMEG_4035	0
MSMEG_4036	0
MSMEG_4037	0
MSMEG_4038	19
MSMEG_4039	25
MSMEG_4040	0
MSMEG_4041	1
MSMEG_4042	0
MSMEG_4043	0
MSMEG_4044	0
MSMEG_4045	13
MSMEG_4046	1
MSMEG_4047	0
MSMEG_4048	22
MSMEG_4049	2
MSMEG_4050	2
MSMEG_4051	14
MSMEG_4052	5
MSMEG_4053	0
MSMEG_4054	1
MSMEG_4055	4
MSMEG_4056	11
MSMEG_4057	11
MSMEG_4058	6
MSMEG_4059	0
MSMEG_4061	6
MSMEG_4062	0
MSMEG_4063	3
MSMEG_4064	0
MSMEG_4065	0
MSMEG_4066	4
MSMEG_4067	8
MSMEG_4068	4
MSMEG_4069	8
MSMEG_4070	3
MSMEG_4071	0
MSMEG_4072	1
MSMEG_4074	11
MSMEG_4075	0
MSMEG_4076	8
MSMEG_4077	0
MSMEG_4078	12
MSMEG_4079	1
MSMEG_4081	6
MSMEG_4082	4
MSMEG_4083	27
MSMEG_4084	2
MSMEG_4085	4
MSMEG_4086	0
MSMEG_4087	9
MSMEG_4088	2
MSMEG_4089	0
MSMEG_4090	2
MSMEG_4091	1
MSMEG_4092	2
MSMEG_4093	1
MSMEG_4094	2
MSMEG_4095	5
MSMEG_4096	0
MSMEG_4097	14
MSMEG_4098	7
MSMEG_4099	4
MSMEG_4100	0
MSMEG_4101	3
MSMEG_4102	0
MSMEG_4103	7
MSMEG_4104	2
MSMEG_4105	0
MSMEG_4106	2
MSMEG_4107	0
MSMEG_4108	6
MSMEG_4109	14
MSMEG_4110	1
MSMEG_4111	6
MSMEG_4112	0
MSMEG_4113	0
MSMEG_4114	4
MSMEG_4115	1
MSMEG_4116	1
MSMEG_4117	4
MSMEG_4118	4
MSMEG_4119	0
MSMEG_4120	8
MSMEG_4121	3
MSMEG_4122	1
MSMEG_4123	4
MSMEG_4124	0
MSMEG_4125	3
MSMEG_4126	0
MSMEG_4127	3
MSMEG_4128	10
MSMEG_4129	2
MSMEG_4130	0
MSMEG_4131	0
MSMEG_4132	0
MSMEG_4133	1
MSMEG_4135	8
MSMEG_4136	3
MSMEG_4137	2
MSMEG_4138	6
MSMEG_4140	3
MSMEG_4141	2
MSMEG_4142	8
MSMEG_4143	0
MSMEG_4144	0
MSMEG_4145	0
MSMEG_4146	8
MSMEG_4147	3
MSMEG_4148	4
MSMEG_4149	2
MSMEG_4150	2
MSMEG_4151	7
MSMEG_4152	4
MSMEG_4153	2
MSMEG_4154	5
MSMEG_4155	0
MSMEG_4156	6
MSMEG_4157	1
MSMEG_4158	0
MSMEG_4159	1
MSMEG_4160	4
MSMEG_4161	1
MSMEG_4162	8
MSMEG_4163	1
MSMEG_4164	1
MSMEG_4165	7
MSMEG_4166	9
MSMEG_4167	1
MSMEG_4168	0
MSMEG_4169	2
MSMEG_4170	4
MSMEG_4171	14
MSMEG_4172	2
MSMEG_4173	0
MSMEG_4174	8
MSMEG_4175	5
MSMEG_4176	5
MSMEG_4178	0
MSMEG_4179	6
MSMEG_4180	0
MSMEG_4181	10
MSMEG_4182	0
MSMEG_4183	2
MSMEG_4184	17
MSMEG_4185	7
MSMEG_4186	0
MSMEG_4187	2
MSMEG_4188	2
MSMEG_4189	8
MSMEG_4190	0
MSMEG_4191	8
MSMEG_4192	2
MSMEG_4193	6
MSMEG_4194	0
MSMEG_4195	5
MSMEG_4196	7
MSMEG_4197	10
MSMEG_4198	0
MSMEG_4199	0
MSMEG_4200	1
MSMEG_4202	1
MSMEG_4203	8
MSMEG_4204	13
MSMEG_4205	2
MSMEG_4207	0
MSMEG_4208	14
MSMEG_4209	4
MSMEG_4210	0
MSMEG_4211	6
MSMEG_4212	0
MSMEG_4213	5
MSMEG_4214	0
MSMEG_4215	0
MSMEG_4216	7
MSMEG_4217	1
MSMEG_4218	14
MSMEG_4219	4
MSMEG_4220	0
MSMEG_4221	0
MSMEG_4222	9
MSMEG_4223	2
MSMEG_4224	1
MSMEG_4225	1
MSMEG_4226	1
MSMEG_4227	2
MSMEG_4228	2
MSMEG_4229	1
MSMEG_4230	2
MSMEG_4231	14
MSMEG_4232	5
MSMEG_4233	4
MSMEG_4234	11
MSMEG_4235	1
MSMEG_4236	0
MSMEG_4237	0
MSMEG_4238	2
MSMEG_4239	1
MSMEG_4240	0
MSMEG_4241	8
MSMEG_4242	5
MSMEG_4243	1
MSMEG_4244	0
MSMEG_4245	2
MSMEG_4246	6
MSMEG_4247	4
MSMEG_4248	4
MSMEG_4249	1
MSMEG_4250	0
MSMEG_4251	1
MSMEG_4252	5
MSMEG_4253	2
MSMEG_4254	0
MSMEG_4255	0
MSMEG_4256	4
MSMEG_4257	5
MSMEG_4258	0
MSMEG_4259	3
MSMEG_4260	0
MSMEG_4261	5
MSMEG_4262	2
MSMEG_4263	3
MSMEG_4264	7
MSMEG_4265	3
MSMEG_4266	2
MSMEG_4267	0
MSMEG_4268	4
MSMEG_4269	0
MSMEG_4270	0
MSMEG_4271	0
MSMEG_4272	4
MSMEG_4273	8
MSMEG_4274	4
MSMEG_4275	1
MSMEG_4276	2
MSMEG_4277	0
MSMEG_4278	5
MSMEG_4279	0
MSMEG_4280	5
MSMEG_4281	0
MSMEG_4282	6
MSMEG_4283	2
MSMEG_4284	2
MSMEG_4285	4
MSMEG_4286	0
MSMEG_4287	2
MSMEG_4288	3
MSMEG_4289	0
MSMEG_4290	10
MSMEG_4291	1
MSMEG_4292	2
MSMEG_4293	2
MSMEG_4294	3
MSMEG_4295	3
MSMEG_4296	2
MSMEG_4297	7
MSMEG_4298	20
MSMEG_4299	0
MSMEG_4300	12
MSMEG_4301	6
MSMEG_4302	2
MSMEG_4303	0
MSMEG_4304	14
MSMEG_4305	4
MSMEG_4306	6
MSMEG_4307	12
MSMEG_4308	0
MSMEG_4309	0
MSMEG_4310	4
MSMEG_4311	2
MSMEG_4313	11
MSMEG_4314	0
MSMEG_4315	5
MSMEG_4316	17
MSMEG_4317	4
MSMEG_4318	5
MSMEG_4320	0
MSMEG_4321	0
MSMEG_4322	1
MSMEG_4323	0
MSMEG_4324	2
MSMEG_4325	9
MSMEG_4326	0
MSMEG_4327	0
MSMEG_4328	3
MSMEG_4329	1
MSMEG_4330	8
MSMEG_4331	0
MSMEG_4332	0
MSMEG_4333	2
MSMEG_4334	2
MSMEG_4335	6
MSMEG_4336	2
MSMEG_4337	0
MSMEG_4338	5
MSMEG_4339	2
MSMEG_4340	5
MSMEG_4341	6
MSMEG_4342	7
MSMEG_4343	6
MSMEG_4344	2
MSMEG_4345	0
MSMEG_4346	4
MSMEG_4347	10
MSMEG_4348	4
MSMEG_4349	2
MSMEG_4350	0
MSMEG_4351	10
MSMEG_4352	0
MSMEG_4353	0
MSMEG_4354	0
MSMEG_4355	0
MSMEG_4356	0
MSMEG_4357	3
MSMEG_4358	5
MSMEG_4359	2
MSMEG_4360	2
MSMEG_4361	6
MSMEG_4362	0
MSMEG_4363	0
MSMEG_4364	2
MSMEG_4365	0
MSMEG_4366	6
MSMEG_4367	0
MSMEG_4368	2
MSMEG_4369	1
MSMEG_4370	2
MSMEG_4371	7
MSMEG_4372	5
MSMEG_4373	7
MSMEG_4374	14
MSMEG_4375	7
MSMEG_4376	0
MSMEG_4377	0
MSMEG_4378	1
MSMEG_4379	2
MSMEG_4380	12
MSMEG_4381	2
MSMEG_4382	9
MSMEG_4383	2
MSMEG_4384	5
MSMEG_4385	0
MSMEG_4386	6
MSMEG_4387	1
MSMEG_4388	3
MSMEG_4389	0
MSMEG_4390	9
MSMEG_4391	4
MSMEG_4392	0
MSMEG_4393	0
MSMEG_4394	2
MSMEG_4395	16
MSMEG_4396	0
MSMEG_4397	0
MSMEG_4398	0
MSMEG_4399	2
MSMEG_4400	0
MSMEG_4401	23
MSMEG_4402	0
MSMEG_4403	0
MSMEG_4404	2
MSMEG_4405	0
MSMEG_4406	3
MSMEG_4407	0
MSMEG_4408	5
MSMEG_4409	2
MSMEG_4410	9
MSMEG_4411	2
MSMEG_4412	3
MSMEG_4413	1
MSMEG_4414	0
MSMEG_4415	6
MSMEG_4416	2
MSMEG_4417	16
MSMEG_4418	1
MSMEG_4419	2
MSMEG_4420	6
MSMEG_4421	0
MSMEG_4422	2
MSMEG_4423	7
MSMEG_4424	8
MSMEG_4425	7
MSMEG_4426	2
MSMEG_4427	2
MSMEG_4428	3
MSMEG_4429	2
MSMEG_4430	3
MSMEG_4431	0
MSMEG_4432	1
MSMEG_4433	1
MSMEG_4434	6
MSMEG_4435	2
MSMEG_4436	5
MSMEG_4437	2
MSMEG_4438	3
MSMEG_4439	9
MSMEG_4440	5
MSMEG_4441	2
MSMEG_4442	0
MSMEG_4443	2
MSMEG_4444	2
MSMEG_4445	1
MSMEG_4447	9
MSMEG_4448	0
MSMEG_4449	0
MSMEG_4450	2
MSMEG_4451	3
MSMEG_4453	2
MSMEG_4454	0
MSMEG_4455	1
MSMEG_4456	0
MSMEG_4457	6
MSMEG_4458	1
MSMEG_4459	6
MSMEG_4460	4
MSMEG_4461	0
MSMEG_4462	0
MSMEG_4463	7
MSMEG_4464	4
MSMEG_4465	1
MSMEG_4466	0
MSMEG_4467	1
MSMEG_4468	5
MSMEG_4469	1
MSMEG_4470	0
MSMEG_4471	19
MSMEG_4472	2
MSMEG_4473	0
MSMEG_4474	10
MSMEG_4475	2
MSMEG_4476	2
MSMEG_4477	0
MSMEG_4479	2
MSMEG_4480	0
MSMEG_4481	3
MSMEG_4482	0
MSMEG_4483	0
MSMEG_4484	2
MSMEG_4485	0
MSMEG_4486	0
MSMEG_4487	0
MSMEG_4488	2
MSMEG_4489	0
MSMEG_4490	8
MSMEG_4491	9
MSMEG_4492	12
MSMEG_4493	0
MSMEG_4494	4
MSMEG_4495	4
MSMEG_4496	8
MSMEG_4497	0
MSMEG_4498	5
MSMEG_4499	2
MSMEG_4500	1
MSMEG_4501	0
MSMEG_4502	0
MSMEG_4503	0
MSMEG_4504	0
MSMEG_4505	0
MSMEG_4506	7
MSMEG_4507	11
MSMEG_4508	2
MSMEG_4509	1
MSMEG_4510	2
MSMEG_4511	0
MSMEG_4512	0
MSMEG_4513	0
MSMEG_4514	8
MSMEG_4515	4
MSMEG_4516	6
MSMEG_4517	4
MSMEG_4518	0
MSMEG_4519	5
MSMEG_4520	0
MSMEG_4521	0
MSMEG_4522	0
MSMEG_4523	7
MSMEG_4524	2
MSMEG_4525	1
MSMEG_4526	2
MSMEG_4527	3
MSMEG_4528	6
MSMEG_4529	0
MSMEG_4530	4
MSMEG_4531	2
MSMEG_4532	12
MSMEG_4533	0
MSMEG_4534	3
MSMEG_4535	2
MSMEG_4536	0
MSMEG_4537	5
MSMEG_4538	2
MSMEG_4539	3
MSMEG_4540	0
MSMEG_4541	0
MSMEG_4542	15
MSMEG_4543	7
MSMEG_4544	0
MSMEG_4545	12
MSMEG_4547	2
MSMEG_4548	4
MSMEG_4549	1
MSMEG_4550	3
MSMEG_4551	0
MSMEG_4552	1
MSMEG_4553	0
MSMEG_4554	4
MSMEG_4555	5
MSMEG_4556	1
MSMEG_4557	4
MSMEG_4558	5
MSMEG_4559	1
MSMEG_4560	5
MSMEG_4561	2
MSMEG_4563	0
MSMEG_4564	2
MSMEG_4565	5
MSMEG_4567	4
MSMEG_4568	10
MSMEG_4569	2
MSMEG_4570	1
MSMEG_4571	2
MSMEG_4572	1
MSMEG_4573	2
MSMEG_4574	0
MSMEG_4575	6
MSMEG_4576	0
MSMEG_4577	1
MSMEG_4578	2
MSMEG_4579	2
MSMEG_4580	4
MSMEG_4581	0
MSMEG_4582	2
MSMEG_4583	1
MSMEG_4584	3
MSMEG_4585	2
MSMEG_4586	3
MSMEG_4587	7
MSMEG_4588	1
MSMEG_4589	2
MSMEG_4590	0
MSMEG_4591	2
MSMEG_4592	4
MSMEG_4593	6
MSMEG_4594	0
MSMEG_4595	7
MSMEG_4596	0
MSMEG_4597	0
MSMEG_4598	0
MSMEG_4599	0
MSMEG_4600	1
MSMEG_4601	0
MSMEG_4602	10
MSMEG_4604	0
MSMEG_4606	1
MSMEG_4607	2
MSMEG_4608	0
MSMEG_4609	4
MSMEG_4610	5
MSMEG_4611	5
MSMEG_4613	11
MSMEG_4614	2
MSMEG_4617	12
MSMEG_4618	4
MSMEG_4619	2
MSMEG_4620	3
MSMEG_4621	0
MSMEG_4622	2
MSMEG_4623	1
MSMEG_4624	2
MSMEG_4625	2
MSMEG_4626	0
MSMEG_4627	0
MSMEG_4628	4
MSMEG_4630	0
MSMEG_4631	3
MSMEG_4632	13
MSMEG_4633	3
MSMEG_4634	0
MSMEG_4635	0
MSMEG_4636	4
MSMEG_4637	0
MSMEG_4638	0
MSMEG_4639	9
MSMEG_4640	0
MSMEG_4641	3
MSMEG_4642	3
MSMEG_4643	0
MSMEG_4644	4
MSMEG_4645	4
MSMEG_4646	0
MSMEG_4647	0
MSMEG_4648	2
MSMEG_4649	2
MSMEG_4650	1
MSMEG_4651	6
MSMEG_4652	11
MSMEG_4653	2
MSMEG_4654	12
MSMEG_4655	2
MSMEG_4656	1
MSMEG_4657	9
MSMEG_4658	4
MSMEG_4659	8
MSMEG_4660	7
MSMEG_4661	1
MSMEG_4662	11
MSMEG_4663	2
MSMEG_4664	0
MSMEG_4665	2
MSMEG_4666	2
MSMEG_4667	8
MSMEG_4668	4
MSMEG_4669	2
MSMEG_4670	1
MSMEG_4671	3
MSMEG_4672	2
MSMEG_4673	1
MSMEG_4674	0
MSMEG_4677	9
MSMEG_4678	6
MSMEG_4679	6
MSMEG_4680	1
MSMEG_4681	5
MSMEG_4682	0
MSMEG_4683	4
MSMEG_4684	1
MSMEG_4685	5
MSMEG_4686	4
MSMEG_4687	2
MSMEG_4688	5
MSMEG_4689	18
MSMEG_4690	1
MSMEG_4691	6
MSMEG_4692	2
MSMEG_4693	7
MSMEG_4694	0
MSMEG_4695	2
MSMEG_4696	3
MSMEG_4697	0
MSMEG_4698	1
MSMEG_4699	0
MSMEG_4700	2
MSMEG_4701	8
MSMEG_4702	0
MSMEG_4703	0
MSMEG_4704	2
MSMEG_4705	8
MSMEG_4707	0
MSMEG_4708	2
MSMEG_4709	3
MSMEG_4710	1
MSMEG_4711	1
MSMEG_4712	2
MSMEG_4713	0
MSMEG_4714	0
MSMEG_4715	2
MSMEG_4716	0
MSMEG_4717	6
MSMEG_4718	2
MSMEG_4719	0
MSMEG_4720	0
MSMEG_4721	12
MSMEG_4722	10
MSMEG_4723	1
MSMEG_4724	1
MSMEG_4726	0
MSMEG_4727	2
MSMEG_4728	4
MSMEG_4729	9
MSMEG_4730	4
MSMEG_4731	0
MSMEG_4732	2
MSMEG_4733	2
MSMEG_4734	1
MSMEG_4735	5
MSMEG_4736	4
MSMEG_4737	0
MSMEG_4738	4
MSMEG_4739	8
MSMEG_4740	12
MSMEG_4741	5
MSMEG_4742	7
MSMEG_4743	19
MSMEG_4744	4
MSMEG_4745	0
MSMEG_4747	6
MSMEG_4748	1
MSMEG_4749	2
MSMEG_4750	0
MSMEG_4751	2
MSMEG_4752	0
MSMEG_4753	1
MSMEG_4754	0
MSMEG_4755	0
MSMEG_4756	2
MSMEG_4757	17
MSMEG_4758	2
MSMEG_4759	3
MSMEG_4760	0
MSMEG_4761	2
MSMEG_4762	4
MSMEG_4763	1
MSMEG_4764	8
MSMEG_4765	8
MSMEG_4766	11
MSMEG_4767	0
MSMEG_4768	9
MSMEG_4769	4
MSMEG_4770	0
MSMEG_4771	10
MSMEG_4772	6
MSMEG_4773	4
MSMEG_4774	0
MSMEG_4775	0
MSMEG_4776	5
MSMEG_4777	2
MSMEG_4778	10
MSMEG_4779	1
MSMEG_4780	1
MSMEG_4781	0
MSMEG_4782	1
MSMEG_4783	0
MSMEG_4784	2
MSMEG_4785	2
MSMEG_4786	2
MSMEG_4787	5
MSMEG_4788	0
MSMEG_4789	2
MSMEG_4790	0
MSMEG_4791	0
MSMEG_4792	0
MSMEG_4793	2
MSMEG_4794	2
MSMEG_4795	0
MSMEG_4796	4
MSMEG_4797	1
MSMEG_4798	4
MSMEG_4799	1
MSMEG_4800	0
MSMEG_4801	1
MSMEG_4802	0
MSMEG_4803	0
MSMEG_4804	0
MSMEG_4805	1
MSMEG_4806	0
MSMEG_4807	0
MSMEG_4808	0
MSMEG_4809	0
MSMEG_4810	5
MSMEG_4811	2
MSMEG_4812	6
MSMEG_4813	7
MSMEG_4814	2
MSMEG_4815	3
MSMEG_4816	1
MSMEG_4817	13
MSMEG_4818	6
MSMEG_4819	12
MSMEG_4820	2
MSMEG_4821	2
MSMEG_4822	1
MSMEG_4823	11
MSMEG_4824	7
MSMEG_4825	2
MSMEG_4826	4
MSMEG_4827	4
MSMEG_4828	0
MSMEG_4829	0
MSMEG_4830	2
MSMEG_4831	0
MSMEG_4832	0
MSMEG_4833	2
MSMEG_4834	0
MSMEG_4835	5
MSMEG_4836	4
MSMEG_4837	8
MSMEG_4838	5
MSMEG_4839	0
MSMEG_4840	0
MSMEG_4841	7
MSMEG_4842	0
MSMEG_4843	7
MSMEG_4844	10
MSMEG_4845	15
MSMEG_4846	15
MSMEG_4847	0
MSMEG_4848	2
MSMEG_4849	4
MSMEG_4850	1
MSMEG_4851	1
MSMEG_4852	2
MSMEG_4853	0
MSMEG_4854	0
MSMEG_4855	6
MSMEG_4856	0
MSMEG_4857	4
MSMEG_4858	0
MSMEG_4859	4
MSMEG_4860	0
MSMEG_4861	4
MSMEG_4862	0
MSMEG_4863	4
MSMEG_4864	13
MSMEG_4865	2
MSMEG_4866	0
MSMEG_4867	8
MSMEG_4868	2
MSMEG_4869	8
MSMEG_4870	2
MSMEG_4871	2
MSMEG_4872	0
MSMEG_4873	5
MSMEG_4874	1
MSMEG_4875	5
MSMEG_4876	0
MSMEG_4877	2
MSMEG_4878	12
MSMEG_4879	0
MSMEG_4880	1
MSMEG_4881	5
MSMEG_4882	0
MSMEG_4883	2
MSMEG_4884	0
MSMEG_4885	4
MSMEG_4886	2
MSMEG_4887	4
MSMEG_4888	0
MSMEG_4889	2
MSMEG_4890	2
MSMEG_4891	2
MSMEG_4892	1
MSMEG_4893	1
MSMEG_4894	3
MSMEG_4895	2
MSMEG_4896	3
MSMEG_4898	2
MSMEG_4899	0
MSMEG_4900	1
MSMEG_4901	0
MSMEG_4902	0
MSMEG_4903	2
MSMEG_4904	2
MSMEG_4905	11
MSMEG_4906	2
MSMEG_4907	3
MSMEG_4908	4
MSMEG_4909	3
MSMEG_4910	2
MSMEG_4911	4
MSMEG_4912	0
MSMEG_4913	2
MSMEG_4914	1
MSMEG_4915	12
MSMEG_4916	0
MSMEG_4917	0
MSMEG_4918	4
MSMEG_4919	7
MSMEG_4920	0
MSMEG_4921	3
MSMEG_4922	1
MSMEG_4923	0
MSMEG_4924	17
MSMEG_4925	12
MSMEG_4926	0
MSMEG_4927	0
MSMEG_4928	1
MSMEG_4932	4
MSMEG_4933	4
MSMEG_4934	2
MSMEG_4935	1
MSMEG_4936	4
MSMEG_4937	3
MSMEG_4938	4
MSMEG_4939	13
MSMEG_4940	5
MSMEG_4941	7
MSMEG_4942	0
MSMEG_4943	2
MSMEG_4944	9
MSMEG_4945	0
MSMEG_4946	0
MSMEG_4947	4
MSMEG_4948	0
MSMEG_4949	5
MSMEG_4950	4
MSMEG_4951	7
MSMEG_4952	2
MSMEG_4953	7
MSMEG_4954	0
MSMEG_4955	5
MSMEG_4956	6
MSMEG_4957	0
MSMEG_4958	1
MSMEG_4959	1
MSMEG_4961	6
MSMEG_4962	19
MSMEG_4963	4
MSMEG_4964	2
MSMEG_4965	2
MSMEG_4966	9
MSMEG_4967	0
MSMEG_4968	4
MSMEG_4969	2
MSMEG_4970	7
MSMEG_4971	5
MSMEG_4972	0
MSMEG_4973	3
MSMEG_4974	4
MSMEG_4975	2
MSMEG_4976	6
MSMEG_4977	0
MSMEG_4978	0
MSMEG_4979	0
MSMEG_4980	2
MSMEG_4981	2
MSMEG_4982	0
MSMEG_4983	2
MSMEG_4984	6
MSMEG_4985	17
MSMEG_4986	2
MSMEG_4987	2
MSMEG_4988	0
MSMEG_4989	0
MSMEG_4990	7
MSMEG_4991	16
MSMEG_4992	2
MSMEG_4993	0
MSMEG_4994	9
MSMEG_4995	2
MSMEG_4996	20
MSMEG_4997	7
MSMEG_4998	1
MSMEG_4999	0
MSMEG_5000	2
MSMEG_5001	1
MSMEG_5002	0
MSMEG_5003	8
MSMEG_5004	0
MSMEG_5005	1
MSMEG_5006	3
MSMEG_5007	14
MSMEG_5008	2
MSMEG_5009	4
MSMEG_5010	4
MSMEG_5011	2
MSMEG_5012	0
MSMEG_5013	7
MSMEG_5014	0
MSMEG_5015	2
MSMEG_5016	1
MSMEG_5017	8
MSMEG_5018	3
MSMEG_5019	1
MSMEG_5020	20
MSMEG_5021	6
MSMEG_5022	6
MSMEG_5023	2
MSMEG_5024	1
MSMEG_5025	2
MSMEG_5026	0
MSMEG_5027	5
MSMEG_5028	3
MSMEG_5029	1
MSMEG_5030	4
MSMEG_5031	2
MSMEG_5032	3
MSMEG_5034	4
MSMEG_5035	9
MSMEG_5036	1
MSMEG_5037	4
MSMEG_5038	0
MSMEG_5039	2
MSMEG_5040	2
MSMEG_5041	2
MSMEG_5042	15
MSMEG_5043	9
MSMEG_5044	2
MSMEG_5045	1
MSMEG_5046	9
MSMEG_5047	2
MSMEG_5048	2
MSMEG_5049	0
MSMEG_5050	1
MSMEG_5051	12
MSMEG_5052	0
MSMEG_5053	2
MSMEG_5054	1
MSMEG_5055	2
MSMEG_5056	12
MSMEG_5057	0
MSMEG_5058	12
MSMEG_5059	3
MSMEG_5060	5
MSMEG_5061	0
MSMEG_5062	4
MSMEG_5063	2
MSMEG_5064	0
MSMEG_5065	1
MSMEG_5066	5
MSMEG_5067	0
MSMEG_5068	21
MSMEG_5069	13
MSMEG_5070	0
MSMEG_5071	2
MSMEG_5072	2
MSMEG_5073	4
MSMEG_5074	0
MSMEG_5075	4
MSMEG_5076	0
MSMEG_5077	9
MSMEG_5078	2
MSMEG_5079	0
MSMEG_5080	3
MSMEG_5081	1
MSMEG_5082	1
MSMEG_5083	2
MSMEG_5084	1
MSMEG_5085	0
MSMEG_5086	15
MSMEG_5087	0
MSMEG_5088	0
MSMEG_5089	2
MSMEG_5090	6
MSMEG_5091	4
MSMEG_5092	3
MSMEG_5093	0
MSMEG_5094	0
MSMEG_5095	2
MSMEG_5096	0
MSMEG_5097	2
MSMEG_5098	10
MSMEG_5099	12
MSMEG_5100	12
MSMEG_5101	6
MSMEG_5102	5
MSMEG_5103	3
MSMEG_5104	10
MSMEG_5105	3
MSMEG_5106	0
MSMEG_5107	4
MSMEG_5108	5
MSMEG_5109	3
MSMEG_5110	4
MSMEG_5111	1
MSMEG_5112	9
MSMEG_5114	4
MSMEG_5115	2
MSMEG_5116	2
MSMEG_5117	3
MSMEG_5118	3
MSMEG_5119	2
MSMEG_5120	2
MSMEG_5121	2
MSMEG_5122	0
MSMEG_5124	4
MSMEG_5125	10
MSMEG_5126	7
MSMEG_5127	10
MSMEG_5128	0
MSMEG_5129	6
MSMEG_5130	1
MSMEG_5131	0
MSMEG_5132	1
MSMEG_5133	0
MSMEG_5134	5
MSMEG_5135	3
MSMEG_5136	1
MSMEG_5137	0
MSMEG_5138	0
MSMEG_5139	4
MSMEG_5140	0
MSMEG_5141	0
MSMEG_5142	4
MSMEG_5143	1
MSMEG_5144	0
MSMEG_5145	11
MSMEG_5146	0
MSMEG_5147	3
MSMEG_5148	2
MSMEG_5149	0
MSMEG_5150	8
MSMEG_5151	12
MSMEG_5152	9
MSMEG_5153	23
MSMEG_5154	3
MSMEG_5155	0
MSMEG_5156	0
MSMEG_5157	15
MSMEG_5158	0
MSMEG_5159	2
MSMEG_5160	2
MSMEG_5161	0
MSMEG_5162	0
MSMEG_5163	1
MSMEG_5164	1
MSMEG_5165	0
MSMEG_5166	0
MSMEG_5167	0
MSMEG_5168	0
MSMEG_5169	4
MSMEG_5170	4
MSMEG_5171	1
MSMEG_5172	4
MSMEG_5173	5
MSMEG_5174	2
MSMEG_5175	0
MSMEG_5176	1
MSMEG_5177	0
MSMEG_5178	0
MSMEG_5179	2
MSMEG_5180	6
MSMEG_5181	0
MSMEG_5182	2
MSMEG_5183	0
MSMEG_5184	2
MSMEG_5185	8
MSMEG_5186	0
MSMEG_5187	0
MSMEG_5188	0
MSMEG_5189	3
MSMEG_5190	0
MSMEG_5191	1
MSMEG_5192	8
MSMEG_5193	0
MSMEG_5194	0
MSMEG_5195	2
MSMEG_5196	0
MSMEG_5197	0
MSMEG_5198	0
MSMEG_5199	1
MSMEG_5200	0
MSMEG_5201	0
MSMEG_5202	2
MSMEG_5203	2
MSMEG_5204	14
MSMEG_5205	3
MSMEG_5206	1
MSMEG_5207	4
MSMEG_5208	8
MSMEG_5209	0
MSMEG_5210	3
MSMEG_5211	0
MSMEG_5212	0
MSMEG_5213	1
MSMEG_5214	3
MSMEG_5215	4
MSMEG_5216	4
MSMEG_5217	7
MSMEG_5218	0
MSMEG_5219	2
MSMEG_5220	2
MSMEG_5221	0
MSMEG_5222	0
MSMEG_5223	0
MSMEG_5224	2
MSMEG_5225	0
MSMEG_5226	0
MSMEG_5227	4
MSMEG_5228	1
MSMEG_5229	0
MSMEG_5230	0
MSMEG_5231	0
MSMEG_5232	0
