 	MFE_unfold
MSMEG_3366	NA
MSMEG_3367	NA
MSMEG_3368	NA
MSMEG_3369	NA
MSMEG_3370	5.7000
MSMEG_3372	NA
MSMEG_3373	NA
MSMEG_3374	NA
MSMEG_3375	9.8000
MSMEG_3376	7.2000
MSMEG_3377	4.3000
MSMEG_3378	16.0500
MSMEG_3379	6.9000
MSMEG_3380	11.8000
MSMEG_3381	NA
MSMEG_3382	20.8000
MSMEG_3383	9.5000
MSMEG_3384	NA
MSMEG_3385	NA
MSMEG_3386	NA
MSMEG_3387	NA
MSMEG_3388	NA
MSMEG_3389	10.8000
MSMEG_3390	NA
MSMEG_3391	NA
MSMEG_3392	NA
MSMEG_3393	NA
MSMEG_3394	NA
MSMEG_3395	10.3000
MSMEG_3396	NA
MSMEG_3397	NA
MSMEG_3398	NA
MSMEG_3400	5.3000
MSMEG_3401	NA
MSMEG_3402	NA
MSMEG_3403	NA
MSMEG_3404	NA
MSMEG_3405	NA
MSMEG_3406	NA
MSMEG_3407	16.2000
MSMEG_3408	14.2000
MSMEG_3409	NA
MSMEG_3410	NA
MSMEG_3411	6.7000
MSMEG_3412	10.2000
MSMEG_3414	NA
MSMEG_3415	NA
MSMEG_3416	NA
MSMEG_3417	NA
MSMEG_3418	10.3300
MSMEG_3419	5.6000
MSMEG_3420	NA
MSMEG_3421	8.8000
MSMEG_3422	14.9000
MSMEG_3423	NA
MSMEG_3424	NA
MSMEG_3425	13.7000
MSMEG_3426	9.1000
MSMEG_3427	NA
MSMEG_3428	NA
MSMEG_3429	NA
MSMEG_3430	9.2000
MSMEG_3431	NA
MSMEG_3432	16.5000
MSMEG_3433	12.2000
MSMEG_3434	3.7000
MSMEG_3435	12.1000
MSMEG_3436	NA
MSMEG_3437	9.4000
MSMEG_3438	23.7000
MSMEG_3439	6.6000
MSMEG_3440	3.7300
MSMEG_3441	26.5000
MSMEG_3442	6.8000
MSMEG_3443	8.9000
MSMEG_3444	NA
MSMEG_3445	NA
MSMEG_3446	NA
MSMEG_3447	7.0000
MSMEG_3448	NA
MSMEG_3449	7.2600
MSMEG_3450	NA
MSMEG_3451	7.7000
MSMEG_3452	9.8000
MSMEG_3453	NA
MSMEG_3454	NA
MSMEG_3455	NA
MSMEG_3456	NA
MSMEG_3457	7.0000
MSMEG_3458	NA
MSMEG_3459	27.7000
MSMEG_3460	7.3000
MSMEG_3461	NA
MSMEG_3462	NA
MSMEG_3463	NA
MSMEG_3464	2.9000
MSMEG_3465	NA
MSMEG_3466	16.2000
MSMEG_3467	NA
MSMEG_3468	3.4000
MSMEG_3469	NA
MSMEG_3470	NA
MSMEG_3471	11.4000
MSMEG_3472	6.0000
MSMEG_3473	NA
MSMEG_3474	NA
MSMEG_3475	3.7000
MSMEG_3476	12.6600
MSMEG_3477	12.3000
MSMEG_3478	NA
MSMEG_3479	5.1000
MSMEG_3480	NA
MSMEG_3481	NA
MSMEG_3482	NA
MSMEG_3483	0.0000
MSMEG_3484	NA
MSMEG_3485	NA
MSMEG_3486	NA
MSMEG_3487	3.2000
MSMEG_3488	9.5000
MSMEG_3489	10.6000
MSMEG_3490	6.5000
MSMEG_3491	1.7000
MSMEG_3492	NA
MSMEG_3493	7.4000
MSMEG_3494	5.8000
MSMEG_3495	14.2000
MSMEG_3496	NA
MSMEG_3497	11.8300
MSMEG_3498	NA
MSMEG_3499	3.7000
MSMEG_3500	9.1000
MSMEG_3501	19.9000
MSMEG_3502	NA
MSMEG_3503	14.7300
MSMEG_3504	13.0000
MSMEG_3505	8.1000
MSMEG_3506	4.0000
MSMEG_3507	9.0000
MSMEG_3508	NA
MSMEG_3509	NA
MSMEG_3510	NA
MSMEG_3511	17.1600
MSMEG_3512	NA
MSMEG_3513	3.3000
MSMEG_3514	0.0000
MSMEG_3515	6.9000
MSMEG_3517	NA
MSMEG_3518	NA
MSMEG_3519	8.2000
MSMEG_3520	11.7000
MSMEG_3521	NA
MSMEG_3522	NA
MSMEG_3523	NA
MSMEG_3524	NA
MSMEG_3525	7.2000
MSMEG_3526	NA
MSMEG_3527	NA
MSMEG_3528	0.0000
MSMEG_3529	NA
MSMEG_3530	NA
MSMEG_3531	18.1000
MSMEG_3532	3.2000
MSMEG_3533	NA
MSMEG_3534	12.8000
MSMEG_3535	2.4000
MSMEG_3536	NA
MSMEG_3537	NA
MSMEG_3538	8.3000
MSMEG_3539	NA
MSMEG_3540	7.7000
MSMEG_3541	NA
MSMEG_3542	NA
MSMEG_3543	NA
MSMEG_3544	NA
MSMEG_3545	8.7000
MSMEG_3546	NA
MSMEG_3547	NA
MSMEG_3548	NA
MSMEG_3549	NA
MSMEG_3550	NA
MSMEG_3551	NA
MSMEG_3552	NA
MSMEG_3553	NA
MSMEG_3554	NA
MSMEG_3555	NA
MSMEG_3556	NA
MSMEG_3557	NA
MSMEG_3558	4.0000
MSMEG_3559	NA
MSMEG_3560	NA
MSMEG_3561	7.1000
MSMEG_3562	4.9000
MSMEG_3563	NA
MSMEG_3564	8.5000
MSMEG_3565	NA
MSMEG_3566	5.7000
MSMEG_3567	NA
MSMEG_3568	NA
MSMEG_3569	8.6000
MSMEG_3570	15.0000
MSMEG_3571	NA
MSMEG_3572	NA
MSMEG_3573	NA
MSMEG_3574	8.2000
MSMEG_3575	3.9000
MSMEG_3576	NA
MSMEG_3577	NA
MSMEG_3578	15.2000
MSMEG_3579	NA
MSMEG_3580	10.6000
MSMEG_3581	NA
MSMEG_3582	NA
MSMEG_3583	11.0000
MSMEG_3584	NA
MSMEG_3585	NA
MSMEG_3586	NA
MSMEG_3587	NA
MSMEG_3588	NA
MSMEG_3589	11.1000
MSMEG_3590	NA
MSMEG_3591	NA
MSMEG_3592	3.3000
MSMEG_3593	NA
MSMEG_3594	NA
MSMEG_3595	NA
MSMEG_3596	NA
MSMEG_3597	NA
MSMEG_3598	NA
MSMEG_3599	NA
MSMEG_3600	NA
MSMEG_3601	NA
MSMEG_3602	NA
MSMEG_3603	NA
MSMEG_3604	NA
MSMEG_3605	9.5000
MSMEG_3606	NA
MSMEG_3607	NA
MSMEG_3608	4.0000
MSMEG_3609	NA
MSMEG_3610	NA
MSMEG_3611	NA
MSMEG_3612	7.6000
MSMEG_3613	3.0000
MSMEG_3614	6.6000
MSMEG_3615	13.5000
MSMEG_3616	4.7000
MSMEG_3617	NA
MSMEG_3618	NA
MSMEG_3619	14.5000
MSMEG_3620	1.3000
MSMEG_3621	8.1000
MSMEG_3622	NA
MSMEG_3623	NA
MSMEG_3624	NA
MSMEG_3625	NA
MSMEG_3626	NA
MSMEG_3627	4.4000
MSMEG_3628	1.1000
MSMEG_3629	NA
MSMEG_3630	3.7000
MSMEG_3631	18.1000
MSMEG_3632	7.9000
MSMEG_3633	20.0600
MSMEG_3634	9.7000
MSMEG_3635	NA
MSMEG_3636	12.1000
MSMEG_3637	NA
MSMEG_3638	NA
MSMEG_3639	18.7000
MSMEG_3640	NA
MSMEG_3641	11.9000
MSMEG_3642	5.5600
MSMEG_3643	NA
MSMEG_3644	8.7000
MSMEG_3645	11.7000
MSMEG_3646	NA
MSMEG_3647	11.3000
MSMEG_3648	5.4000
MSMEG_3649	6.4000
MSMEG_3650	8.0000
MSMEG_3651	NA
MSMEG_3652	NA
MSMEG_3653	NA
MSMEG_3654	2.1000
MSMEG_3655	NA
MSMEG_3656	NA
MSMEG_3657	NA
MSMEG_3658	1.5000
MSMEG_3659	1.9000
MSMEG_3660	8.6000
MSMEG_3661	NA
MSMEG_3662	NA
MSMEG_3663	2.8000
MSMEG_3664	NA
MSMEG_3665	NA
MSMEG_3666	NA
MSMEG_3667	12.1300
MSMEG_3668	14.7000
MSMEG_3669	NA
MSMEG_3670	10.0000
MSMEG_3671	NA
MSMEG_3672	NA
MSMEG_3673	NA
MSMEG_3674	3.5000
MSMEG_3675	11.5000
MSMEG_3676	NA
MSMEG_3677	10.1000
MSMEG_3678	6.1600
MSMEG_3679	NA
MSMEG_3680	3.1000
MSMEG_3681	0.0000
MSMEG_3682	0.0000
MSMEG_3683	NA
MSMEG_3684	NA
MSMEG_3685	11.6000
MSMEG_3686	8.3000
MSMEG_3687	5.9000
MSMEG_3688	NA
MSMEG_3689	8.8000
MSMEG_3691	NA
MSMEG_3692	16.0000
MSMEG_3693	13.7000
MSMEG_3694	9.7000
MSMEG_3695	NA
MSMEG_3696	7.7000
MSMEG_3697	NA
MSMEG_3698	NA
MSMEG_3699	NA
MSMEG_3700	NA
MSMEG_3701	NA
MSMEG_3703	NA
MSMEG_3704	NA
MSMEG_3705	NA
MSMEG_3706	7.0000
MSMEG_3707	NA
MSMEG_3708	1.9000
MSMEG_3709	NA
MSMEG_3710	NA
MSMEG_3711	NA
MSMEG_3712	NA
MSMEG_3713	NA
MSMEG_3714	12.2000
MSMEG_3715	NA
MSMEG_3716	NA
MSMEG_3718	6.8600
MSMEG_3719	NA
MSMEG_3720	NA
MSMEG_3721	NA
MSMEG_3722	NA
MSMEG_3723	NA
MSMEG_3724	NA
MSMEG_3725	4.0000
MSMEG_3726	NA
MSMEG_3727	11.0000
MSMEG_3728	NA
MSMEG_3729	NA
MSMEG_3730	6.9600
MSMEG_3731	NA
MSMEG_3732	NA
MSMEG_3733	5.3000
MSMEG_3735	NA
MSMEG_3736	9.9000
MSMEG_3737	14.1000
MSMEG_3738	NA
MSMEG_3739	NA
MSMEG_3740	NA
MSMEG_3741	2.2000
MSMEG_3742	NA
MSMEG_3743	13.1000
MSMEG_3744	12.6000
MSMEG_3745	NA
MSMEG_3746	10.8000
MSMEG_3748	3.3000
MSMEG_3750	12.9000
MSMEG_3751	NA
MSMEG_3752	NA
MSMEG_3753	NA
MSMEG_3754	26.6000
MSMEG_3758	NA
MSMEG_3759	NA
MSMEG_3760	NA
MSMEG_3761	NA
MSMEG_3762	NA
MSMEG_3763	NA
MSMEG_3764	5.1000
MSMEG_3765	7.4000
MSMEG_3766	4.0000
MSMEG_3767	9.3000
MSMEG_3768	NA
MSMEG_3769	NA
MSMEG_3770	NA
MSMEG_3771	NA
MSMEG_3772	NA
MSMEG_3773	NA
MSMEG_3774	8.0000
MSMEG_3775	6.4000
MSMEG_3776	6.1000
MSMEG_3777	NA
MSMEG_3778	9.9000
MSMEG_3779	NA
MSMEG_3780	5.5000
MSMEG_3781	NA
MSMEG_3782	NA
MSMEG_3783	NA
MSMEG_3784	9.0300
MSMEG_3785	15.0000
MSMEG_3786	7.9000
MSMEG_3787	NA
MSMEG_3788	NA
MSMEG_3789	NA
MSMEG_3790	NA
MSMEG_3791	10.0000
MSMEG_3792	7.9000
MSMEG_3793	NA
MSMEG_3794	15.7000
MSMEG_3795	8.5000
MSMEG_3796	20.0000
MSMEG_3797	NA
MSMEG_3798	NA
MSMEG_3799	15.2000
MSMEG_3800	15.0000
MSMEG_3801	NA
MSMEG_3802	5.8000
MSMEG_3803	8.1000
MSMEG_3804	2.8000
MSMEG_3805	NA
MSMEG_3806	NA
MSMEG_3807	5.5000
MSMEG_3808	11.2000
MSMEG_3809	NA
MSMEG_3810	6.3000
MSMEG_3811	10.8000
MSMEG_3812	6.4000
MSMEG_3813	NA
MSMEG_3815	NA
MSMEG_3816	NA
MSMEG_3817	NA
MSMEG_3818	NA
MSMEG_3819	8.4000
MSMEG_3820	NA
MSMEG_3821	NA
MSMEG_3822	NA
MSMEG_3823	NA
MSMEG_3824	NA
MSMEG_3825	NA
MSMEG_3826	NA
MSMEG_3827	NA
MSMEG_3828	NA
MSMEG_3829	NA
MSMEG_3830	NA
MSMEG_3831	7.6000
MSMEG_3832	NA
MSMEG_3833	5.4000
MSMEG_3834	NA
MSMEG_3835	15.7000
MSMEG_3836	9.8000
MSMEG_3837	NA
MSMEG_3838	NA
MSMEG_3839	1.3000
MSMEG_3840	NA
MSMEG_3841	NA
MSMEG_3842	NA
MSMEG_3843	6.7000
MSMEG_3844	NA
MSMEG_3845	2.4000
MSMEG_3846	1.0000
MSMEG_3847	NA
MSMEG_3848	6.6000
MSMEG_3849	NA
MSMEG_3850	NA
MSMEG_3851	NA
MSMEG_3852	NA
MSMEG_3853	NA
MSMEG_3854	14.9000
MSMEG_3855	9.7000
MSMEG_3856	14.6000
MSMEG_3857	NA
MSMEG_3858	9.8800
MSMEG_3859	NA
MSMEG_3860	NA
MSMEG_3861	5.7000
MSMEG_3862	6.3000
MSMEG_3863	7.3000
MSMEG_3864	0.7000
MSMEG_3865	NA
MSMEG_3866	NA
MSMEG_3867	NA
MSMEG_3868	NA
MSMEG_3869	11.1300
MSMEG_3870	NA
MSMEG_3871	NA
MSMEG_3872	5.4000
MSMEG_3873	NA
MSMEG_3874	11.4000
MSMEG_3875	NA
MSMEG_3876	NA
MSMEG_3877	14.0600
MSMEG_3878	NA
MSMEG_3879	14.0000
MSMEG_3880	NA
MSMEG_3881	0.4000
MSMEG_3882	NA
MSMEG_3883	NA
MSMEG_3884	NA
MSMEG_3885	NA
MSMEG_3886	NA
MSMEG_3887	4.6000
MSMEG_3888	NA
MSMEG_3890	5.9000
MSMEG_3891	NA
MSMEG_3892	NA
MSMEG_3893	NA
MSMEG_3894	NA
MSMEG_3895	NA
MSMEG_3896	8.3000
MSMEG_3897	NA
MSMEG_3898	NA
MSMEG_3899	NA
MSMEG_3900	NA
MSMEG_3901	5.2900
MSMEG_3902	9.9000
MSMEG_3903	9.9000
MSMEG_3904	10.6000
MSMEG_3905	NA
MSMEG_3906	3.6000
MSMEG_3907	NA
MSMEG_3908	NA
MSMEG_3909	5.8000
MSMEG_3910	NA
MSMEG_3911	NA
MSMEG_3912	NA
MSMEG_3913	NA
MSMEG_3914	NA
MSMEG_3915	NA
MSMEG_3916	16.9000
MSMEG_3917	NA
MSMEG_3918	0.0000
MSMEG_3919	9.4000
MSMEG_3920	NA
MSMEG_3921	16.9000
MSMEG_3922	NA
MSMEG_3923	5.5000
MSMEG_3924	NA
MSMEG_3925	NA
MSMEG_3926	NA
MSMEG_3927	NA
MSMEG_3928	NA
MSMEG_3929	NA
MSMEG_3930	15.0000
MSMEG_3931	NA
MSMEG_3932	NA
MSMEG_3933	NA
MSMEG_3934	NA
MSMEG_3935	NA
MSMEG_3936	NA
MSMEG_3937	NA
MSMEG_3938	NA
MSMEG_3939	NA
MSMEG_3940	NA
MSMEG_3941	NA
MSMEG_3942	NA
MSMEG_3943	NA
MSMEG_3944	NA
MSMEG_3945	NA
MSMEG_3946	NA
MSMEG_3947	NA
MSMEG_3948	NA
MSMEG_3949	NA
MSMEG_3950	6.1000
MSMEG_3951	NA
MSMEG_3952	NA
MSMEG_3953	NA
MSMEG_3954	NA
MSMEG_3955	NA
MSMEG_3956	NA
MSMEG_3957	NA
MSMEG_3958	12.1000
MSMEG_3959	10.3300
MSMEG_3960	16.3000
MSMEG_3961	10.1000
MSMEG_3962	9.7300
MSMEG_3963	NA
MSMEG_3964	NA
MSMEG_3965	8.2000
MSMEG_3966	NA
MSMEG_3967	4.7000
MSMEG_3968	17.4000
MSMEG_3969	4.6000
MSMEG_3970	NA
MSMEG_3971	NA
MSMEG_3972	NA
MSMEG_3973	NA
MSMEG_3975	8.2000
MSMEG_3976	6.2000
MSMEG_3977	6.5000
MSMEG_3978	11.5000
MSMEG_3980	7.9000
MSMEG_3981	NA
MSMEG_3982	NA
MSMEG_3984	NA
MSMEG_3985	NA
MSMEG_3986	NA
MSMEG_3987	NA
MSMEG_3988	6.5000
MSMEG_3989	NA
MSMEG_3990	NA
MSMEG_3991	NA
MSMEG_3992	NA
MSMEG_3993	NA
MSMEG_3994	NA
MSMEG_3995	NA
MSMEG_3996	NA
MSMEG_3997	2.3000
MSMEG_3998	NA
MSMEG_3999	NA
MSMEG_4000	NA
MSMEG_4001	NA
MSMEG_4002	NA
MSMEG_4003	NA
MSMEG_4004	NA
MSMEG_4005	NA
MSMEG_4006	NA
MSMEG_4007	5.6000
MSMEG_4008	NA
MSMEG_4009	NA
MSMEG_4010	NA
MSMEG_4011	NA
MSMEG_4012	NA
MSMEG_4013	NA
MSMEG_4014	NA
MSMEG_4015	NA
MSMEG_4016	NA
MSMEG_4017	NA
MSMEG_4018	NA
MSMEG_4019	NA
MSMEG_4020	NA
MSMEG_4021	NA
MSMEG_4022	10.6300
MSMEG_4023	NA
MSMEG_4024	NA
MSMEG_4025	NA
MSMEG_4026	NA
MSMEG_4027	NA
MSMEG_4028	NA
MSMEG_4029	19.5000
MSMEG_4030	3.5000
MSMEG_4031	NA
MSMEG_4032	NA
MSMEG_4033	NA
MSMEG_4034	1.0000
MSMEG_4035	NA
MSMEG_4036	NA
MSMEG_4037	12.0000
MSMEG_4038	5.2900
MSMEG_4039	NA
MSMEG_4040	NA
MSMEG_4041	5.4600
MSMEG_4042	7.1000
MSMEG_4043	NA
MSMEG_4044	8.6000
MSMEG_4045	NA
MSMEG_4046	NA
MSMEG_4047	NA
MSMEG_4048	NA
MSMEG_4049	NA
MSMEG_4050	NA
MSMEG_4051	NA
MSMEG_4052	7.3000
MSMEG_4053	8.2300
MSMEG_4054	NA
MSMEG_4055	5.8000
MSMEG_4056	NA
MSMEG_4057	10.3300
MSMEG_4058	NA
MSMEG_4059	NA
MSMEG_4061	NA
MSMEG_4062	NA
MSMEG_4063	NA
MSMEG_4064	NA
MSMEG_4065	NA
MSMEG_4066	NA
MSMEG_4067	11.3000
MSMEG_4068	13.5000
MSMEG_4069	NA
MSMEG_4070	NA
MSMEG_4071	15.4000
MSMEG_4072	NA
MSMEG_4074	NA
MSMEG_4075	NA
MSMEG_4076	NA
MSMEG_4077	NA
MSMEG_4078	NA
MSMEG_4079	7.3000
MSMEG_4081	13.4000
MSMEG_4082	NA
MSMEG_4083	NA
MSMEG_4084	NA
MSMEG_4085	4.4000
MSMEG_4086	NA
MSMEG_4087	9.6000
MSMEG_4088	12.3000
MSMEG_4089	NA
MSMEG_4090	10.6000
MSMEG_4091	NA
MSMEG_4092	NA
MSMEG_4093	NA
MSMEG_4094	NA
MSMEG_4095	NA
MSMEG_4096	NA
MSMEG_4097	NA
MSMEG_4098	NA
MSMEG_4099	NA
MSMEG_4100	NA
MSMEG_4101	NA
MSMEG_4102	NA
MSMEG_4103	NA
MSMEG_4104	NA
MSMEG_4105	NA
MSMEG_4106	NA
MSMEG_4107	NA
MSMEG_4108	6.7000
MSMEG_4109	6.5300
MSMEG_4110	NA
MSMEG_4111	NA
MSMEG_4112	NA
MSMEG_4113	9.0300
MSMEG_4114	NA
MSMEG_4115	NA
MSMEG_4116	2.4300
MSMEG_4117	NA
MSMEG_4118	NA
MSMEG_4119	NA
MSMEG_4120	13.9000
MSMEG_4121	10.6000
MSMEG_4122	NA
MSMEG_4123	6.7000
MSMEG_4124	NA
MSMEG_4125	9.4000
MSMEG_4126	7.3000
MSMEG_4127	NA
MSMEG_4128	3.0000
MSMEG_4129	1.2000
MSMEG_4130	21.1000
MSMEG_4131	NA
MSMEG_4132	11.0000
MSMEG_4133	8.1000
MSMEG_4135	NA
MSMEG_4136	NA
MSMEG_4137	NA
MSMEG_4138	NA
MSMEG_4140	NA
MSMEG_4141	NA
MSMEG_4142	NA
MSMEG_4143	6.0000
MSMEG_4144	NA
MSMEG_4145	12.2000
MSMEG_4146	NA
MSMEG_4147	NA
MSMEG_4148	NA
MSMEG_4149	NA
MSMEG_4150	NA
MSMEG_4151	17.9000
MSMEG_4152	NA
MSMEG_4153	5.3000
MSMEG_4154	NA
MSMEG_4155	16.3600
MSMEG_4156	NA
MSMEG_4157	NA
MSMEG_4158	NA
MSMEG_4159	9.4000
MSMEG_4160	17.7000
MSMEG_4161	16.1000
MSMEG_4162	NA
MSMEG_4163	6.3000
MSMEG_4164	NA
MSMEG_4165	6.1300
MSMEG_4166	15.4000
MSMEG_4167	NA
MSMEG_4168	NA
MSMEG_4169	NA
MSMEG_4170	NA
MSMEG_4171	NA
MSMEG_4172	NA
MSMEG_4173	NA
MSMEG_4174	5.7000
MSMEG_4175	10.9000
MSMEG_4176	NA
MSMEG_4178	NA
MSMEG_4179	10.8000
MSMEG_4180	12.8000
MSMEG_4181	NA
MSMEG_4182	NA
MSMEG_4183	15.2000
MSMEG_4184	NA
MSMEG_4185	13.5000
MSMEG_4186	0.7000
MSMEG_4187	NA
MSMEG_4188	3.2000
MSMEG_4189	4.4000
MSMEG_4190	2.7000
MSMEG_4191	NA
MSMEG_4192	NA
MSMEG_4193	NA
MSMEG_4194	7.5000
MSMEG_4195	6.8000
MSMEG_4196	6.5000
MSMEG_4197	6.6000
MSMEG_4198	NA
MSMEG_4199	5.1000
MSMEG_4200	2.4000
MSMEG_4202	NA
MSMEG_4203	NA
MSMEG_4204	NA
MSMEG_4205	NA
MSMEG_4207	NA
MSMEG_4208	NA
MSMEG_4209	NA
MSMEG_4210	NA
MSMEG_4211	NA
MSMEG_4212	NA
MSMEG_4213	NA
MSMEG_4214	2.5000
MSMEG_4215	11.1000
MSMEG_4216	3.9000
MSMEG_4217	NA
MSMEG_4218	8.8000
MSMEG_4219	7.5000
MSMEG_4220	NA
MSMEG_4221	NA
MSMEG_4222	2.1000
MSMEG_4223	NA
MSMEG_4224	NA
MSMEG_4225	16.3000
MSMEG_4226	7.4000
MSMEG_4227	NA
MSMEG_4228	21.1000
MSMEG_4229	NA
MSMEG_4230	17.1000
MSMEG_4231	NA
MSMEG_4232	9.9000
MSMEG_4233	NA
MSMEG_4234	NA
MSMEG_4235	14.0000
MSMEG_4236	17.3600
MSMEG_4237	13.8600
MSMEG_4238	9.9000
MSMEG_4239	1.2000
MSMEG_4240	15.3000
MSMEG_4241	NA
MSMEG_4242	0.0000
MSMEG_4243	0.0000
MSMEG_4244	5.7000
MSMEG_4245	9.7000
MSMEG_4246	9.1000
MSMEG_4247	NA
MSMEG_4248	16.3000
MSMEG_4249	12.9000
MSMEG_4250	NA
MSMEG_4251	10.8000
MSMEG_4252	NA
MSMEG_4253	11.6000
MSMEG_4254	NA
MSMEG_4255	NA
MSMEG_4256	5.6000
MSMEG_4257	10.5000
MSMEG_4258	7.4000
MSMEG_4259	NA
MSMEG_4260	5.6000
MSMEG_4261	8.9000
MSMEG_4262	NA
MSMEG_4263	NA
MSMEG_4264	7.7000
MSMEG_4265	NA
MSMEG_4266	NA
MSMEG_4267	NA
MSMEG_4268	11.4200
MSMEG_4269	9.3000
MSMEG_4270	7.5000
MSMEG_4271	15.9600
MSMEG_4272	8.8000
MSMEG_4273	0.0000
MSMEG_4274	12.8000
MSMEG_4275	NA
MSMEG_4276	5.2000
MSMEG_4277	NA
MSMEG_4278	9.8000
MSMEG_4279	NA
MSMEG_4280	7.1900
MSMEG_4281	NA
MSMEG_4282	9.5000
MSMEG_4283	10.7000
MSMEG_4284	14.1000
MSMEG_4285	0.0000
MSMEG_4286	6.9000
MSMEG_4287	2.9000
MSMEG_4288	NA
MSMEG_4289	8.6000
MSMEG_4290	3.1000
MSMEG_4291	NA
MSMEG_4292	6.1000
MSMEG_4293	NA
MSMEG_4294	NA
MSMEG_4295	16.8000
MSMEG_4296	NA
MSMEG_4297	NA
MSMEG_4298	8.7000
MSMEG_4299	0.0000
MSMEG_4300	NA
MSMEG_4301	NA
MSMEG_4302	6.7000
MSMEG_4303	NA
MSMEG_4304	5.6000
MSMEG_4305	NA
MSMEG_4306	NA
MSMEG_4307	10.8600
MSMEG_4308	2.9000
MSMEG_4309	NA
MSMEG_4310	9.0000
MSMEG_4311	NA
MSMEG_4313	8.6000
MSMEG_4314	6.3000
MSMEG_4315	NA
MSMEG_4316	NA
MSMEG_4317	NA
MSMEG_4318	NA
MSMEG_4320	17.4000
MSMEG_4321	9.7000
MSMEG_4322	6.3000
MSMEG_4323	10.5000
MSMEG_4324	NA
MSMEG_4325	8.4000
MSMEG_4326	5.4000
MSMEG_4327	NA
MSMEG_4328	NA
MSMEG_4329	NA
MSMEG_4330	0.0000
MSMEG_4331	NA
MSMEG_4332	NA
MSMEG_4333	1.4000
MSMEG_4334	NA
MSMEG_4335	NA
MSMEG_4336	8.2000
MSMEG_4337	7.4000
MSMEG_4338	4.7000
MSMEG_4339	NA
MSMEG_4340	6.7000
MSMEG_4341	NA
MSMEG_4342	NA
MSMEG_4343	NA
MSMEG_4344	NA
MSMEG_4345	NA
MSMEG_4346	NA
MSMEG_4347	9.2300
MSMEG_4348	NA
MSMEG_4349	17.7000
MSMEG_4350	NA
MSMEG_4351	7.6000
MSMEG_4352	NA
MSMEG_4353	6.4000
MSMEG_4354	20.6000
MSMEG_4355	NA
MSMEG_4356	NA
MSMEG_4357	NA
MSMEG_4358	6.6000
MSMEG_4359	20.4000
MSMEG_4360	12.2000
MSMEG_4361	7.7000
MSMEG_4362	NA
MSMEG_4363	NA
MSMEG_4364	NA
MSMEG_4365	14.1000
MSMEG_4366	15.9000
MSMEG_4367	5.5000
MSMEG_4368	9.5300
MSMEG_4369	NA
MSMEG_4370	NA
MSMEG_4371	5.6000
MSMEG_4372	NA
MSMEG_4373	NA
MSMEG_4374	NA
MSMEG_4375	NA
MSMEG_4376	NA
MSMEG_4377	NA
MSMEG_4378	NA
MSMEG_4379	NA
MSMEG_4380	NA
MSMEG_4381	2.6000
MSMEG_4382	NA
MSMEG_4383	6.5000
MSMEG_4384	13.7000
MSMEG_4385	3.8000
MSMEG_4386	NA
MSMEG_4387	NA
MSMEG_4388	NA
MSMEG_4389	NA
MSMEG_4390	NA
MSMEG_4391	NA
MSMEG_4392	15.4000
MSMEG_4393	NA
MSMEG_4394	8.8000
MSMEG_4395	6.3000
MSMEG_4396	7.6000
MSMEG_4397	NA
MSMEG_4398	NA
MSMEG_4399	7.1000
MSMEG_4400	NA
MSMEG_4401	NA
MSMEG_4402	7.7000
MSMEG_4403	NA
MSMEG_4404	NA
MSMEG_4405	NA
MSMEG_4406	NA
MSMEG_4407	NA
MSMEG_4408	NA
MSMEG_4409	NA
MSMEG_4410	7.5000
MSMEG_4411	NA
MSMEG_4412	NA
MSMEG_4413	NA
MSMEG_4414	NA
MSMEG_4415	NA
MSMEG_4416	NA
MSMEG_4417	NA
MSMEG_4418	NA
MSMEG_4419	NA
MSMEG_4420	NA
MSMEG_4421	NA
MSMEG_4422	NA
MSMEG_4423	NA
MSMEG_4424	NA
MSMEG_4425	NA
MSMEG_4426	NA
MSMEG_4427	NA
MSMEG_4428	NA
MSMEG_4429	NA
MSMEG_4430	10.0000
MSMEG_4431	13.9000
MSMEG_4432	NA
MSMEG_4433	NA
MSMEG_4434	NA
MSMEG_4435	NA
MSMEG_4436	NA
MSMEG_4437	NA
MSMEG_4438	NA
MSMEG_4439	NA
MSMEG_4440	NA
MSMEG_4441	NA
MSMEG_4442	NA
MSMEG_4443	NA
MSMEG_4444	NA
MSMEG_4445	NA
MSMEG_4447	10.9000
MSMEG_4448	NA
MSMEG_4449	10.1000
MSMEG_4450	6.7000
MSMEG_4451	NA
MSMEG_4453	15.1000
MSMEG_4454	3.5000
MSMEG_4455	NA
MSMEG_4456	1.6000
MSMEG_4457	NA
MSMEG_4458	6.8000
MSMEG_4459	NA
MSMEG_4460	2.8000
MSMEG_4461	10.0300
MSMEG_4462	NA
MSMEG_4463	NA
MSMEG_4464	2.6000
MSMEG_4465	NA
MSMEG_4466	NA
MSMEG_4467	NA
MSMEG_4468	NA
MSMEG_4469	NA
MSMEG_4470	NA
MSMEG_4471	NA
MSMEG_4472	NA
MSMEG_4473	NA
MSMEG_4474	10.0000
MSMEG_4475	7.3000
MSMEG_4476	10.4200
MSMEG_4477	NA
MSMEG_4479	9.9000
MSMEG_4480	14.0000
MSMEG_4481	20.8000
MSMEG_4482	NA
MSMEG_4483	NA
MSMEG_4484	NA
MSMEG_4485	9.5000
MSMEG_4486	4.3000
MSMEG_4487	NA
MSMEG_4488	NA
MSMEG_4489	NA
MSMEG_4490	6.5000
